hex_id,geometry
452,"POLYGON ((103.7717712897656 1.4484191141932, 103.772739683634 1.447860011732583, 103.772739683634 1.44674180681135, 103.7717712897656 1.446182704350733, 103.7708028958972 1.44674180681135, 103.7708028958972 1.447860011732583, 103.7717712897656 1.4484191141932))"
453,"POLYGON ((103.7737080775025 1.4484191141932, 103.7746764713709 1.447860011732583, 103.7746764713709 1.44674180681135, 103.7737080775025 1.446182704350733, 103.7727396836341 1.44674180681135, 103.7727396836341 1.447860011732583, 103.7737080775025 1.4484191141932))"
465,"POLYGON ((103.7969495303447 1.4484191141932, 103.7979179242131 1.447860011732583, 103.7979179242131 1.44674180681135, 103.7969495303447 1.446182704350733, 103.7959811364763 1.44674180681135, 103.7959811364763 1.447860011732583, 103.7969495303447 1.4484191141932))"
466,"POLYGON ((103.7988863180816 1.4484191141932, 103.79985471195 1.447860011732583, 103.79985471195 1.44674180681135, 103.7988863180816 1.446182704350733, 103.7979179242131 1.44674180681135, 103.7979179242131 1.447860011732583, 103.7988863180816 1.4484191141932))"
467,"POLYGON ((103.8008231058184 1.4484191141932, 103.8017914996868 1.447860011732583, 103.8017914996868 1.44674180681135, 103.8008231058184 1.446182704350733, 103.79985471195 1.44674180681135, 103.79985471195 1.447860011732583, 103.8008231058184 1.4484191141932))"
468,"POLYGON ((103.8027598935553 1.4484191141932, 103.8037282874237 1.447860011732583, 103.8037282874237 1.44674180681135, 103.8027598935553 1.446182704350733, 103.8017914996868 1.44674180681135, 103.8017914996868 1.447860011732583, 103.8027598935553 1.4484191141932))"
473,"POLYGON ((103.7708028958972 1.44674180681135, 103.7717712897656 1.446182704350733, 103.7717712897656 1.4450644994295, 103.7708028958972 1.444505396968883, 103.7698345020288 1.4450644994295, 103.7698345020288 1.446182704350733, 103.7708028958972 1.44674180681135))"
474,"POLYGON ((103.772739683634 1.44674180681135, 103.7737080775025 1.446182704350733, 103.7737080775025 1.4450644994295, 103.772739683634 1.444505396968883, 103.7717712897656 1.4450644994295, 103.7717712897656 1.446182704350733, 103.772739683634 1.44674180681135))"
483,"POLYGON ((103.7901707732657 1.44674180681135, 103.7911391671341 1.446182704350733, 103.7911391671341 1.4450644994295, 103.7901707732657 1.444505396968883, 103.7892023793973 1.4450644994295, 103.7892023793973 1.446182704350733, 103.7901707732657 1.44674180681135))"
484,"POLYGON ((103.7921075610026 1.44674180681135, 103.793075954871 1.446182704350733, 103.793075954871 1.4450644994295, 103.7921075610026 1.444505396968883, 103.7911391671341 1.4450644994295, 103.7911391671341 1.446182704350733, 103.7921075610026 1.44674180681135))"
485,"POLYGON ((103.7940443487394 1.44674180681135, 103.7950127426078 1.446182704350733, 103.7950127426078 1.4450644994295, 103.7940443487394 1.444505396968883, 103.793075954871 1.4450644994295, 103.793075954871 1.446182704350733, 103.7940443487394 1.44674180681135))"
486,"POLYGON ((103.7959811364763 1.44674180681135, 103.7969495303447 1.446182704350733, 103.7969495303447 1.4450644994295, 103.7959811364763 1.444505396968883, 103.7950127426079 1.4450644994295, 103.7950127426079 1.446182704350733, 103.7959811364763 1.44674180681135))"
487,"POLYGON ((103.7979179242131 1.44674180681135, 103.7988863180815 1.446182704350733, 103.7988863180815 1.4450644994295, 103.7979179242131 1.444505396968883, 103.7969495303447 1.4450644994295, 103.7969495303447 1.446182704350733, 103.7979179242131 1.44674180681135))"
488,"POLYGON ((103.79985471195 1.44674180681135, 103.8008231058184 1.446182704350733, 103.8008231058184 1.4450644994295, 103.79985471195 1.444505396968883, 103.7988863180816 1.4450644994295, 103.7988863180816 1.446182704350733, 103.79985471195 1.44674180681135))"
489,"POLYGON ((103.8017914996868 1.44674180681135, 103.8027598935552 1.446182704350733, 103.8027598935552 1.4450644994295, 103.8017914996868 1.444505396968883, 103.8008231058184 1.4450644994295, 103.8008231058184 1.446182704350733, 103.8017914996868 1.44674180681135))"
498,"POLYGON ((103.7717712897656 1.4450644994295, 103.772739683634 1.444505396968883, 103.772739683634 1.44338719204765, 103.7717712897656 1.442828089587033, 103.7708028958972 1.44338719204765, 103.7708028958972 1.444505396968883, 103.7717712897656 1.4450644994295))"
499,"POLYGON ((103.7737080775025 1.4450644994295, 103.7746764713709 1.444505396968883, 103.7746764713709 1.44338719204765, 103.7737080775025 1.442828089587033, 103.7727396836341 1.44338719204765, 103.7727396836341 1.444505396968883, 103.7737080775025 1.4450644994295))"
500,"POLYGON ((103.7756448652393 1.4450644994295, 103.7766132591077 1.444505396968883, 103.7766132591077 1.44338719204765, 103.7756448652393 1.442828089587033, 103.7746764713709 1.44338719204765, 103.7746764713709 1.444505396968883, 103.7756448652393 1.4450644994295))"
501,"POLYGON ((103.7775816529762 1.4450644994295, 103.7785500468446 1.444505396968883, 103.7785500468446 1.44338719204765, 103.7775816529762 1.442828089587033, 103.7766132591078 1.44338719204765, 103.7766132591078 1.444505396968883, 103.7775816529762 1.4450644994295))"
507,"POLYGON ((103.7892023793973 1.4450644994295, 103.7901707732657 1.444505396968883, 103.7901707732657 1.44338719204765, 103.7892023793973 1.442828089587033, 103.7882339855289 1.44338719204765, 103.7882339855289 1.444505396968883, 103.7892023793973 1.4450644994295))"
508,"POLYGON ((103.7911391671341 1.4450644994295, 103.7921075610026 1.444505396968883, 103.7921075610026 1.44338719204765, 103.7911391671341 1.442828089587033, 103.7901707732657 1.44338719204765, 103.7901707732657 1.444505396968883, 103.7911391671341 1.4450644994295))"
509,"POLYGON ((103.793075954871 1.4450644994295, 103.7940443487394 1.444505396968883, 103.7940443487394 1.44338719204765, 103.793075954871 1.442828089587033, 103.7921075610026 1.44338719204765, 103.7921075610026 1.444505396968883, 103.793075954871 1.4450644994295))"
510,"POLYGON ((103.7950127426079 1.4450644994295, 103.7959811364763 1.444505396968883, 103.7959811364763 1.44338719204765, 103.7950127426079 1.442828089587033, 103.7940443487394 1.44338719204765, 103.7940443487394 1.444505396968883, 103.7950127426079 1.4450644994295))"
511,"POLYGON ((103.7969495303447 1.4450644994295, 103.7979179242131 1.444505396968883, 103.7979179242131 1.44338719204765, 103.7969495303447 1.442828089587033, 103.7959811364763 1.44338719204765, 103.7959811364763 1.444505396968883, 103.7969495303447 1.4450644994295))"
512,"POLYGON ((103.7988863180816 1.4450644994295, 103.79985471195 1.444505396968883, 103.79985471195 1.44338719204765, 103.7988863180816 1.442828089587033, 103.7979179242131 1.44338719204765, 103.7979179242131 1.444505396968883, 103.7988863180816 1.4450644994295))"
513,"POLYGON ((103.8008231058184 1.4450644994295, 103.8017914996868 1.444505396968883, 103.8017914996868 1.44338719204765, 103.8008231058184 1.442828089587033, 103.79985471195 1.44338719204765, 103.79985471195 1.444505396968883, 103.8008231058184 1.4450644994295))"
514,"POLYGON ((103.8027598935553 1.4450644994295, 103.8037282874237 1.444505396968883, 103.8037282874237 1.44338719204765, 103.8027598935553 1.442828089587033, 103.8017914996868 1.44338719204765, 103.8017914996868 1.444505396968883, 103.8027598935553 1.4450644994295))"
516,"POLYGON ((103.806633469029 1.4450644994295, 103.8076018628974 1.444505396968883, 103.8076018628974 1.44338719204765, 103.806633469029 1.442828089587033, 103.8056650751605 1.44338719204765, 103.8056650751605 1.444505396968883, 103.806633469029 1.4450644994295))"
517,"POLYGON ((103.8085702567658 1.4450644994295, 103.8095386506342 1.444505396968883, 103.8095386506342 1.44338719204765, 103.8085702567658 1.442828089587033, 103.8076018628974 1.44338719204765, 103.8076018628974 1.444505396968883, 103.8085702567658 1.4450644994295))"
524,"POLYGON ((103.772739683634 1.44338719204765, 103.7737080775025 1.442828089587033, 103.7737080775025 1.441709884665799, 103.772739683634 1.441150782205183, 103.7717712897656 1.441709884665799, 103.7717712897656 1.442828089587033, 103.772739683634 1.44338719204765))"
525,"POLYGON ((103.7746764713709 1.44338719204765, 103.7756448652393 1.442828089587033, 103.7756448652393 1.441709884665799, 103.7746764713709 1.441150782205183, 103.7737080775025 1.441709884665799, 103.7737080775025 1.442828089587033, 103.7746764713709 1.44338719204765))"
526,"POLYGON ((103.7766132591077 1.44338719204765, 103.7775816529762 1.442828089587033, 103.7775816529762 1.441709884665799, 103.7766132591077 1.441150782205183, 103.7756448652393 1.441709884665799, 103.7756448652393 1.442828089587033, 103.7766132591077 1.44338719204765))"
527,"POLYGON ((103.7785500468446 1.44338719204765, 103.779518440713 1.442828089587033, 103.779518440713 1.441709884665799, 103.7785500468446 1.441150782205183, 103.7775816529762 1.441709884665799, 103.7775816529762 1.442828089587033, 103.7785500468446 1.44338719204765))"
531,"POLYGON ((103.786297197792 1.44338719204765, 103.7872655916604 1.442828089587033, 103.7872655916604 1.441709884665799, 103.786297197792 1.441150782205183, 103.7853288039236 1.441709884665799, 103.7853288039236 1.442828089587033, 103.786297197792 1.44338719204765))"
532,"POLYGON ((103.7882339855289 1.44338719204765, 103.7892023793973 1.442828089587033, 103.7892023793973 1.441709884665799, 103.7882339855289 1.441150782205183, 103.7872655916604 1.441709884665799, 103.7872655916604 1.442828089587033, 103.7882339855289 1.44338719204765))"
533,"POLYGON ((103.7901707732657 1.44338719204765, 103.7911391671341 1.442828089587033, 103.7911391671341 1.441709884665799, 103.7901707732657 1.441150782205183, 103.7892023793973 1.441709884665799, 103.7892023793973 1.442828089587033, 103.7901707732657 1.44338719204765))"
534,"POLYGON ((103.7921075610026 1.44338719204765, 103.793075954871 1.442828089587033, 103.793075954871 1.441709884665799, 103.7921075610026 1.441150782205183, 103.7911391671341 1.441709884665799, 103.7911391671341 1.442828089587033, 103.7921075610026 1.44338719204765))"
535,"POLYGON ((103.7940443487394 1.44338719204765, 103.7950127426078 1.442828089587033, 103.7950127426078 1.441709884665799, 103.7940443487394 1.441150782205183, 103.793075954871 1.441709884665799, 103.793075954871 1.442828089587033, 103.7940443487394 1.44338719204765))"
536,"POLYGON ((103.7959811364763 1.44338719204765, 103.7969495303447 1.442828089587033, 103.7969495303447 1.441709884665799, 103.7959811364763 1.441150782205183, 103.7950127426079 1.441709884665799, 103.7950127426079 1.442828089587033, 103.7959811364763 1.44338719204765))"
537,"POLYGON ((103.7979179242131 1.44338719204765, 103.7988863180815 1.442828089587033, 103.7988863180815 1.441709884665799, 103.7979179242131 1.441150782205183, 103.7969495303447 1.441709884665799, 103.7969495303447 1.442828089587033, 103.7979179242131 1.44338719204765))"
538,"POLYGON ((103.79985471195 1.44338719204765, 103.8008231058184 1.442828089587033, 103.8008231058184 1.441709884665799, 103.79985471195 1.441150782205183, 103.7988863180816 1.441709884665799, 103.7988863180816 1.442828089587033, 103.79985471195 1.44338719204765))"
539,"POLYGON ((103.8017914996868 1.44338719204765, 103.8027598935552 1.442828089587033, 103.8027598935552 1.441709884665799, 103.8017914996868 1.441150782205183, 103.8008231058184 1.441709884665799, 103.8008231058184 1.442828089587033, 103.8017914996868 1.44338719204765))"
540,"POLYGON ((103.8037282874237 1.44338719204765, 103.8046966812921 1.442828089587033, 103.8046966812921 1.441709884665799, 103.8037282874237 1.441150782205183, 103.8027598935553 1.441709884665799, 103.8027598935553 1.442828089587033, 103.8037282874237 1.44338719204765))"
541,"POLYGON ((103.8056650751605 1.44338719204765, 103.806633469029 1.442828089587033, 103.806633469029 1.441709884665799, 103.8056650751605 1.441150782205183, 103.8046966812921 1.441709884665799, 103.8046966812921 1.442828089587033, 103.8056650751605 1.44338719204765))"
542,"POLYGON ((103.8076018628974 1.44338719204765, 103.8085702567658 1.442828089587033, 103.8085702567658 1.441709884665799, 103.8076018628974 1.441150782205183, 103.806633469029 1.441709884665799, 103.806633469029 1.442828089587033, 103.8076018628974 1.44338719204765))"
550,"POLYGON ((103.7756448652393 1.441709884665799, 103.7766132591077 1.441150782205182, 103.7766132591077 1.440032577283949, 103.7756448652393 1.439473474823332, 103.7746764713709 1.440032577283949, 103.7746764713709 1.441150782205182, 103.7756448652393 1.441709884665799))"
551,"POLYGON ((103.7775816529762 1.441709884665799, 103.7785500468446 1.441150782205182, 103.7785500468446 1.440032577283949, 103.7775816529762 1.439473474823332, 103.7766132591078 1.440032577283949, 103.7766132591078 1.441150782205182, 103.7775816529762 1.441709884665799))"
552,"POLYGON ((103.779518440713 1.441709884665799, 103.7804868345815 1.441150782205182, 103.7804868345815 1.440032577283949, 103.779518440713 1.439473474823332, 103.7785500468446 1.440032577283949, 103.7785500468446 1.441150782205182, 103.779518440713 1.441709884665799))"
555,"POLYGON ((103.7853288039236 1.441709884665799, 103.786297197792 1.441150782205182, 103.786297197792 1.440032577283949, 103.7853288039236 1.439473474823332, 103.7843604100552 1.440032577283949, 103.7843604100552 1.441150782205182, 103.7853288039236 1.441709884665799))"
556,"POLYGON ((103.7872655916604 1.441709884665799, 103.7882339855289 1.441150782205182, 103.7882339855289 1.440032577283949, 103.7872655916604 1.439473474823332, 103.786297197792 1.440032577283949, 103.786297197792 1.441150782205182, 103.7872655916604 1.441709884665799))"
557,"POLYGON ((103.7892023793973 1.441709884665799, 103.7901707732657 1.441150782205182, 103.7901707732657 1.440032577283949, 103.7892023793973 1.439473474823332, 103.7882339855289 1.440032577283949, 103.7882339855289 1.441150782205182, 103.7892023793973 1.441709884665799))"
558,"POLYGON ((103.7911391671341 1.441709884665799, 103.7921075610026 1.441150782205182, 103.7921075610026 1.440032577283949, 103.7911391671341 1.439473474823332, 103.7901707732657 1.440032577283949, 103.7901707732657 1.441150782205182, 103.7911391671341 1.441709884665799))"
559,"POLYGON ((103.793075954871 1.441709884665799, 103.7940443487394 1.441150782205182, 103.7940443487394 1.440032577283949, 103.793075954871 1.439473474823332, 103.7921075610026 1.440032577283949, 103.7921075610026 1.441150782205182, 103.793075954871 1.441709884665799))"
560,"POLYGON ((103.7950127426079 1.441709884665799, 103.7959811364763 1.441150782205182, 103.7959811364763 1.440032577283949, 103.7950127426079 1.439473474823332, 103.7940443487394 1.440032577283949, 103.7940443487394 1.441150782205182, 103.7950127426079 1.441709884665799))"
561,"POLYGON ((103.7969495303447 1.441709884665799, 103.7979179242131 1.441150782205182, 103.7979179242131 1.440032577283949, 103.7969495303447 1.439473474823332, 103.7959811364763 1.440032577283949, 103.7959811364763 1.441150782205182, 103.7969495303447 1.441709884665799))"
562,"POLYGON ((103.7988863180816 1.441709884665799, 103.79985471195 1.441150782205182, 103.79985471195 1.440032577283949, 103.7988863180816 1.439473474823332, 103.7979179242131 1.440032577283949, 103.7979179242131 1.441150782205182, 103.7988863180816 1.441709884665799))"
563,"POLYGON ((103.8008231058184 1.441709884665799, 103.8017914996868 1.441150782205182, 103.8017914996868 1.440032577283949, 103.8008231058184 1.439473474823332, 103.79985471195 1.440032577283949, 103.79985471195 1.441150782205182, 103.8008231058184 1.441709884665799))"
564,"POLYGON ((103.8027598935553 1.441709884665799, 103.8037282874237 1.441150782205182, 103.8037282874237 1.440032577283949, 103.8027598935553 1.439473474823332, 103.8017914996868 1.440032577283949, 103.8017914996868 1.441150782205182, 103.8027598935553 1.441709884665799))"
565,"POLYGON ((103.8046966812921 1.441709884665799, 103.8056650751605 1.441150782205182, 103.8056650751605 1.440032577283949, 103.8046966812921 1.439473474823332, 103.8037282874237 1.440032577283949, 103.8037282874237 1.441150782205182, 103.8046966812921 1.441709884665799))"
566,"POLYGON ((103.806633469029 1.441709884665799, 103.8076018628974 1.441150782205182, 103.8076018628974 1.440032577283949, 103.806633469029 1.439473474823332, 103.8056650751605 1.440032577283949, 103.8056650751605 1.441150782205182, 103.806633469029 1.441709884665799))"
573,"POLYGON ((103.7766132591077 1.440032577283949, 103.7775816529762 1.439473474823332, 103.7775816529762 1.438355269902099, 103.7766132591077 1.437796167441482, 103.7756448652393 1.438355269902099, 103.7756448652393 1.439473474823332, 103.7766132591077 1.440032577283949))"
574,"POLYGON ((103.7785500468446 1.440032577283949, 103.779518440713 1.439473474823332, 103.779518440713 1.438355269902099, 103.7785500468446 1.437796167441482, 103.7775816529762 1.438355269902099, 103.7775816529762 1.439473474823332, 103.7785500468446 1.440032577283949))"
575,"POLYGON ((103.7804868345815 1.440032577283949, 103.7814552284499 1.439473474823332, 103.7814552284499 1.438355269902099, 103.7804868345815 1.437796167441482, 103.779518440713 1.438355269902099, 103.779518440713 1.439473474823332, 103.7804868345815 1.440032577283949))"
576,"POLYGON ((103.7824236223183 1.440032577283949, 103.7833920161867 1.439473474823332, 103.7833920161867 1.438355269902099, 103.7824236223183 1.437796167441482, 103.7814552284499 1.438355269902099, 103.7814552284499 1.439473474823332, 103.7824236223183 1.440032577283949))"
579,"POLYGON ((103.7882339855289 1.440032577283949, 103.7892023793973 1.439473474823332, 103.7892023793973 1.438355269902099, 103.7882339855289 1.437796167441482, 103.7872655916604 1.438355269902099, 103.7872655916604 1.439473474823332, 103.7882339855289 1.440032577283949))"
