hex_id,geometry
1623,"POLYGON ((103.7485298369234 1.401454507501394, 103.7494982307918 1.400895405040777, 103.7494982307918 1.399777200119544, 103.7485298369234 1.399218097658927, 103.747561443055 1.399777200119544, 103.747561443055 1.400895405040777, 103.7485298369234 1.401454507501394))"
1624,"POLYGON ((103.7504666246602 1.401454507501394, 103.7514350185287 1.400895405040777, 103.7514350185287 1.399777200119544, 103.7504666246602 1.399218097658927, 103.7494982307918 1.399777200119544, 103.7494982307918 1.400895405040777, 103.7504666246602 1.401454507501394))"
1626,"POLYGON ((103.7436878675813 1.399777200119543, 103.7446562614497 1.399218097658927, 103.7446562614497 1.398099892737693, 103.7436878675813 1.397540790277076, 103.7429962787403 1.397940079280573, 103.743107797789 1.39875676302356, 103.743174183739 1.39937537244925, 103.7431889727244 1.399489163039655, 103.7436878675813 1.399777200119543))"
1627,"POLYGON ((103.7456246553181 1.399777200119543, 103.7465930491865 1.399218097658927, 103.7465930491865 1.398099892737693, 103.7456246553181 1.397540790277076, 103.7446562614497 1.398099892737693, 103.7446562614497 1.399218097658927, 103.7456246553181 1.399777200119543))"
1628,"POLYGON ((103.747561443055 1.399777200119543, 103.7485298369234 1.399218097658927, 103.7485298369234 1.398099892737693, 103.747561443055 1.397540790277076, 103.7465930491865 1.398099892737693, 103.7465930491865 1.399218097658927, 103.747561443055 1.399777200119543))"
1629,"POLYGON ((103.7494982307918 1.399777200119543, 103.7504666246602 1.399218097658927, 103.7504666246602 1.398099892737693, 103.7494982307918 1.397540790277076, 103.7485298369234 1.398099892737693, 103.7485298369234 1.399218097658927, 103.7494982307918 1.399777200119543))"
1631,"POLYGON ((103.7429962787403 1.397940079280573, 103.7436878675813 1.397540790277076, 103.7436878675813 1.396422585355843, 103.7427194737128 1.395863482895226, 103.7426050189264 1.395929563397009, 103.742662453505 1.39610583189177, 103.742721394257 1.39633393893153, 103.742833700033 1.39676857016974, 103.74283624623 1.39677842420705, 103.742886075969 1.39713303498802, 103.7429962787403 1.397940079280573))"
1632,"POLYGON ((103.7446562614497 1.398099892737693, 103.7456246553181 1.397540790277076, 103.7456246553181 1.396422585355843, 103.7446562614497 1.395863482895226, 103.7436878675813 1.396422585355843, 103.7436878675813 1.397540790277076, 103.7446562614497 1.398099892737693))"
1633,"POLYGON ((103.7465930491865 1.398099892737693, 103.747561443055 1.397540790277076, 103.747561443055 1.396422585355843, 103.7465930491865 1.395863482895226, 103.7456246553181 1.396422585355843, 103.7456246553181 1.397540790277076, 103.7465930491865 1.398099892737693))"
1634,"POLYGON ((103.7485298369234 1.398099892737693, 103.7494982307918 1.397540790277076, 103.7494982307918 1.396422585355843, 103.7485298369234 1.395863482895226, 103.747561443055 1.396422585355843, 103.747561443055 1.397540790277076, 103.7485298369234 1.398099892737693))"
1635,"POLYGON ((103.7504666246602 1.398099892737693, 103.7514350185287 1.397540790277076, 103.7514350185287 1.396422585355843, 103.7504666246602 1.395863482895226, 103.7494982307918 1.396422585355843, 103.7494982307918 1.397540790277076, 103.7504666246602 1.398099892737693))"
1638,"POLYGON ((103.7436878675813 1.396422585355843, 103.7446562614497 1.395863482895226, 103.7446562614497 1.394745277973993, 103.7436878675813 1.394186175513376, 103.7427194737128 1.394745277973993, 103.7427194737128 1.395863482895226, 103.7436878675813 1.396422585355843))"
1639,"POLYGON ((103.7456246553181 1.396422585355843, 103.7465930491865 1.395863482895226, 103.7465930491865 1.394745277973993, 103.7456246553181 1.394186175513376, 103.7446562614497 1.394745277973993, 103.7446562614497 1.395863482895226, 103.7456246553181 1.396422585355843))"
1640,"POLYGON ((103.747561443055 1.396422585355843, 103.7485298369234 1.395863482895226, 103.7485298369234 1.394745277973993, 103.747561443055 1.394186175513376, 103.7465930491865 1.394745277973993, 103.7465930491865 1.395863482895226, 103.747561443055 1.396422585355843))"
1641,"POLYGON ((103.7494982307918 1.396422585355843, 103.7504666246602 1.395863482895226, 103.7504666246602 1.394745277973993, 103.7494982307918 1.394186175513376, 103.7485298369234 1.394745277973993, 103.7485298369234 1.395863482895226, 103.7494982307918 1.396422585355843))"
1645,"POLYGON ((103.7427194737128 1.394745277973993, 103.7436878675813 1.394186175513376, 103.7436878675813 1.393067970592143, 103.7427194737128 1.392508868131526, 103.7417510798444 1.393067970592143, 103.7417510798444 1.394183686070083, 103.7417534089632 1.394187520230731, 103.7427194737128 1.394745277973993))"
1646,"POLYGON ((103.7446562614497 1.394745277973993, 103.7456246553181 1.394186175513376, 103.7456246553181 1.393067970592143, 103.7446562614497 1.392508868131526, 103.7436878675813 1.393067970592143, 103.7436878675813 1.394186175513376, 103.7446562614497 1.394745277973993))"
1647,"POLYGON ((103.7465930491865 1.394745277973993, 103.747561443055 1.394186175513376, 103.747561443055 1.393067970592143, 103.7465930491865 1.392508868131526, 103.7456246553181 1.393067970592143, 103.7456246553181 1.394186175513376, 103.7465930491865 1.394745277973993))"
1648,"POLYGON ((103.7485298369234 1.394745277973993, 103.7494982307918 1.394186175513376, 103.7494982307918 1.393067970592143, 103.7485298369234 1.392508868131526, 103.747561443055 1.393067970592143, 103.747561443055 1.394186175513376, 103.7485298369234 1.394745277973993))"
1649,"POLYGON ((103.7504666246602 1.394745277973993, 103.7514350185287 1.394186175513376, 103.7514350185287 1.393067970592143, 103.7504666246602 1.392508868131526, 103.7494982307918 1.393067970592143, 103.7494982307918 1.394186175513376, 103.7504666246602 1.394745277973993))"
1652,"POLYGON ((103.7417510798444 1.393067970592142, 103.7427194737128 1.392508868131526, 103.7427194737128 1.391390663210292, 103.7417510798444 1.390831560749676, 103.740782685976 1.391390663210292, 103.740782685976 1.392508868131526, 103.7417510798444 1.393067970592142))"
1653,"POLYGON ((103.7436878675813 1.393067970592142, 103.7446562614497 1.392508868131526, 103.7446562614497 1.391390663210292, 103.7436878675813 1.390831560749676, 103.7427194737128 1.391390663210292, 103.7427194737128 1.392508868131526, 103.7436878675813 1.393067970592142))"
1654,"POLYGON ((103.7456246553181 1.393067970592142, 103.7465930491865 1.392508868131526, 103.7465930491865 1.391390663210292, 103.7456246553181 1.390831560749676, 103.7446562614497 1.391390663210292, 103.7446562614497 1.392508868131526, 103.7456246553181 1.393067970592142))"
1655,"POLYGON ((103.747561443055 1.393067970592142, 103.7485298369234 1.392508868131526, 103.7485298369234 1.391390663210292, 103.747561443055 1.390831560749676, 103.7465930491865 1.391390663210292, 103.7465930491865 1.392508868131526, 103.747561443055 1.393067970592142))"
1656,"POLYGON ((103.7494982307918 1.393067970592142, 103.7504666246602 1.392508868131526, 103.7504666246602 1.391390663210292, 103.7494982307918 1.390831560749676, 103.7485298369234 1.391390663210292, 103.7485298369234 1.392508868131526, 103.7494982307918 1.393067970592142))"
1659,"POLYGON ((103.740782685976 1.391390663210292, 103.7417510798444 1.390831560749676, 103.7417510798444 1.389713355828442, 103.740782685976 1.389154253367825, 103.7403127360687 1.389425579073327, 103.740292762867 1.38948703847749, 103.740224163182 1.3897995003869, 103.740189247829 1.39003544729063, 103.740173796795 1.39019611217807, 103.740162979201 1.39034706258249, 103.7401660333 1.39076377505316, 103.7401955259226 1.391051666195397, 103.740782685976 1.391390663210292))"
1660,"POLYGON ((103.7427194737128 1.391390663210292, 103.7436878675813 1.390831560749676, 103.7436878675813 1.389713355828442, 103.7427194737128 1.389154253367825, 103.7417510798444 1.389713355828442, 103.7417510798444 1.390831560749676, 103.7427194737128 1.391390663210292))"
1662,"POLYGON ((103.7465930491865 1.391390663210292, 103.747561443055 1.390831560749676, 103.747561443055 1.389713355828442, 103.7465930491865 1.389154253367825, 103.7456246553181 1.389713355828442, 103.7456246553181 1.390831560749676, 103.7465930491865 1.391390663210292))"
1667,"POLYGON ((103.7417510798444 1.389713355828442, 103.7427194737128 1.389154253367825, 103.7427194737128 1.388036048446592, 103.7417510798444 1.387476945985975, 103.7409492419655 1.387939887301198, 103.74087787483 1.38809328362741, 103.740782685976 1.388302807485576, 103.740782685976 1.389154253367825, 103.7417510798444 1.389713355828442))"
1668,"POLYGON ((103.7436878675813 1.389713355828442, 103.7446562614497 1.389154253367825, 103.7446562614497 1.388036048446592, 103.7436878675813 1.387476945985975, 103.7427194737128 1.388036048446592, 103.7427194737128 1.389154253367825, 103.7436878675813 1.389713355828442))"
1684,"POLYGON ((103.740686483154 1.385855181329284, 103.740782685976 1.385799638604125, 103.740782685976 1.384681433682891, 103.7398142921076 1.384122331222275, 103.7391281212459 1.384518492153975, 103.740686483154 1.385855181329284))"
1685,"POLYGON ((103.7417510798444 1.386358741064742, 103.7427194737128 1.385799638604125, 103.7427194737128 1.384681433682891, 103.7417510798444 1.384122331222275, 103.740782685976 1.384681433682891, 103.740782685976 1.385799638604125, 103.7417510798444 1.386358741064742))"
1686,"POLYGON ((103.7436878675813 1.386358741064742, 103.7446562614497 1.385799638604125, 103.7446562614497 1.384681433682891, 103.7436878675813 1.384122331222275, 103.7427194737128 1.384681433682891, 103.7427194737128 1.385799638604125, 103.7436878675813 1.386358741064742))"
1695,"POLYGON ((103.7391281212459 1.384518492153975, 103.7398142921076 1.384122331222275, 103.7398142921076 1.383004126301041, 103.7388458982391 1.382445023840424, 103.7378775043707 1.383004126301041, 103.7378775043707 1.383445772119705, 103.7391281212459 1.384518492153975))"
1696,"POLYGON ((103.740782685976 1.384681433682891, 103.7417510798444 1.384122331222275, 103.7417510798444 1.383004126301041, 103.740782685976 1.382445023840424, 103.7398142921076 1.383004126301041, 103.7398142921076 1.384122331222275, 103.740782685976 1.384681433682891))"
1697,"POLYGON ((103.7427194737128 1.384681433682891, 103.7436878675813 1.384122331222275, 103.7436878675813 1.383004126301041, 103.7427194737128 1.382445023840424, 103.7417510798444 1.383004126301041, 103.7417510798444 1.384122331222275, 103.7427194737128 1.384681433682891))"
1698,"POLYGON ((103.7446562614497 1.384681433682891, 103.7456246553181 1.384122331222275, 103.7456246553181 1.383004126301041, 103.7446562614497 1.382445023840424, 103.7436878675813 1.383004126301041, 103.7436878675813 1.384122331222275, 103.7446562614497 1.384681433682891))"
1699,"POLYGON ((103.7465930491865 1.384681433682891, 103.747561443055 1.384122331222275, 103.747561443055 1.383004126301041, 103.7465930491865 1.382445023840424, 103.7456246553181 1.383004126301041, 103.7456246553181 1.384122331222275, 103.7465930491865 1.384681433682891))"
1702,"POLYGON ((103.7524034123971 1.384681433682891, 103.7533718062655 1.384122331222275, 103.7533718062655 1.383004126301041, 103.7524034123971 1.382445023840424, 103.7514350185287 1.383004126301041, 103.7514350185287 1.384122331222275, 103.7524034123971 1.384681433682891))"
1703,"POLYGON ((103.754340200134 1.384681433682891, 103.7553085940024 1.384122331222275, 103.7553085940024 1.383004126301041, 103.754340200134 1.382445023840424, 103.7533718062655 1.383004126301041, 103.7533718062655 1.384122331222275, 103.754340200134 1.384681433682891))"
1707,"POLYGON ((103.7367894804187 1.382514092301375, 103.7369091105023 1.382445023840424, 103.7369091105023 1.381326818919191, 103.7359407166338 1.380767716458574, 103.7352313964414 1.381177242662634, 103.735572370528 1.38146956514133, 103.735632420085 1.38152105933577, 103.735668852368 1.38155229934544, 103.735963587644 1.38180504386519, 103.736358138455 1.38214355951863, 103.736514190113 1.38227763139393, 103.7367894804187 1.382514092301375))"
1708,"POLYGON ((103.7378775043707 1.383004126301041, 103.7388458982391 1.382445023840424, 103.7388458982391 1.381326818919191, 103.7378775043707 1.380767716458574, 103.7369091105023 1.381326818919191, 103.7369091105023 1.382445023840424, 103.7378775043707 1.383004126301041))"
1709,"POLYGON ((103.7398142921076 1.383004126301041, 103.740782685976 1.382445023840424, 103.740782685976 1.381326818919191, 103.7398142921076 1.380767716458574, 103.7388458982391 1.381326818919191, 103.7388458982391 1.382445023840424, 103.7398142921076 1.383004126301041))"
1710,"POLYGON ((103.7417510798444 1.383004126301041, 103.7427194737128 1.382445023840424, 103.7427194737128 1.381326818919191, 103.7417510798444 1.380767716458574, 103.740782685976 1.381326818919191, 103.740782685976 1.382445023840424, 103.7417510798444 1.383004126301041))"
1711,"POLYGON ((103.7436878675813 1.383004126301041, 103.7446562614497 1.382445023840424, 103.7446562614497 1.381326818919191, 103.7436878675813 1.380767716458574, 103.7427194737128 1.381326818919191, 103.7427194737128 1.382445023840424, 103.7436878675813 1.383004126301041))"
1712,"POLYGON ((103.7456246553181 1.383004126301041, 103.7465930491865 1.382445023840424, 103.7465930491865 1.381326818919191, 103.7456246553181 1.380767716458574, 103.7446562614497 1.381326818919191, 103.7446562614497 1.382445023840424, 103.7456246553181 1.383004126301041))"
1713,"POLYGON ((103.747561443055 1.383004126301041, 103.7485298369234 1.382445023840424, 103.7485298369234 1.381326818919191, 103.747561443055 1.380767716458574, 103.7465930491865 1.381326818919191, 103.7465930491865 1.382445023840424, 103.747561443055 1.383004126301041))"
1714,"POLYGON ((103.7494982307918 1.383004126301041, 103.7504666246602 1.382445023840424, 103.7504666246602 1.381326818919191, 103.7494982307918 1.380767716458574, 103.7485298369234 1.381326818919191, 103.7485298369234 1.382445023840424, 103.7494982307918 1.383004126301041))"
1715,"POLYGON ((103.7514350185287 1.383004126301041, 103.7524034123971 1.382445023840424, 103.7524034123971 1.381326818919191, 103.7514350185287 1.380767716458574, 103.7504666246602 1.381326818919191, 103.7504666246602 1.382445023840424, 103.7514350185287 1.383004126301041))"
1716,"POLYGON ((103.7533718062655 1.383004126301041, 103.7543402001339 1.382445023840424, 103.7543402001339 1.381326818919191, 103.7533718062655 1.380767716458574, 103.7524034123971 1.381326818919191, 103.7524034123971 1.382445023840424, 103.7533718062655 1.383004126301041))"
1717,"POLYGON ((103.7553085940024 1.383004126301041, 103.7562769878708 1.382445023840424, 103.7562769878708 1.381326818919191, 103.7553085940024 1.380767716458574, 103.754340200134 1.381326818919191, 103.754340200134 1.382445023840424, 103.7553085940024 1.383004126301041))"
1722,"POLYGON ((103.7352313964414 1.381177242662634, 103.7359407166338 1.380767716458574, 103.7359407166338 1.379649511537341, 103.7349723227654 1.379090409076724, 103.734003928897 1.379649511537341, 103.734003928897 1.380096127379261, 103.734690289683 1.38072544221507, 103.73485190484 1.3808662618721, 103.735227994498 1.38117432612275, 103.7352313964414 1.381177242662634))"
1723,"POLYGON ((103.7369091105023 1.381326818919191, 103.7378775043707 1.380767716458574, 103.7378775043707 1.379649511537341, 103.7369091105023 1.379090409076724, 103.7359407166339 1.379649511537341, 103.7359407166339 1.380767716458574, 103.7369091105023 1.381326818919191))"
1724,"POLYGON ((103.7388458982391 1.381326818919191, 103.7398142921076 1.380767716458574, 103.7398142921076 1.379649511537341, 103.7388458982391 1.379090409076724, 103.7378775043707 1.379649511537341, 103.7378775043707 1.380767716458574, 103.7388458982391 1.381326818919191))"
1725,"POLYGON ((103.740782685976 1.381326818919191, 103.7417510798444 1.380767716458574, 103.7417510798444 1.379649511537341, 103.740782685976 1.379090409076724, 103.7398142921076 1.379649511537341, 103.7398142921076 1.380767716458574, 103.740782685976 1.381326818919191))"
1726,"POLYGON ((103.7427194737128 1.381326818919191, 103.7436878675813 1.380767716458574, 103.7436878675813 1.379649511537341, 103.7427194737128 1.379090409076724, 103.7417510798444 1.379649511537341, 103.7417510798444 1.380767716458574, 103.7427194737128 1.381326818919191))"
1727,"POLYGON ((103.7446562614497 1.381326818919191, 103.7456246553181 1.380767716458574, 103.7456246553181 1.379649511537341, 103.7446562614497 1.379090409076724, 103.7436878675813 1.379649511537341, 103.7436878675813 1.380767716458574, 103.7446562614497 1.381326818919191))"
1728,"POLYGON ((103.7465930491865 1.381326818919191, 103.747561443055 1.380767716458574, 103.747561443055 1.379649511537341, 103.7465930491865 1.379090409076724, 103.7456246553181 1.379649511537341, 103.7456246553181 1.380767716458574, 103.7465930491865 1.381326818919191))"
1729,"POLYGON ((103.7485298369234 1.381326818919191, 103.7494982307918 1.380767716458574, 103.7494982307918 1.379649511537341, 103.7485298369234 1.379090409076724, 103.747561443055 1.379649511537341, 103.747561443055 1.380767716458574, 103.7485298369234 1.381326818919191))"
1730,"POLYGON ((103.7504666246602 1.381326818919191, 103.7514350185287 1.380767716458574, 103.7514350185287 1.379649511537341, 103.7504666246602 1.379090409076724, 103.7494982307918 1.379649511537341, 103.7494982307918 1.380767716458574, 103.7504666246602 1.381326818919191))"
1731,"POLYGON ((103.7524034123971 1.381326818919191, 103.7533718062655 1.380767716458574, 103.7533718062655 1.379649511537341, 103.7524034123971 1.379090409076724, 103.7514350185287 1.379649511537341, 103.7514350185287 1.380767716458574, 103.7524034123971 1.381326818919191))"
1732,"POLYGON ((103.754340200134 1.381326818919191, 103.7553085940024 1.380767716458574, 103.7553085940024 1.379649511537341, 103.754340200134 1.379090409076724, 103.7533718062655 1.379649511537341, 103.7533718062655 1.380767716458574, 103.754340200134 1.381326818919191))"
1733,"POLYGON ((103.7562769878708 1.381326818919191, 103.7572453817392 1.380767716458574, 103.7572453817392 1.379649511537341, 103.7562769878708 1.379090409076724, 103.7553085940024 1.379649511537341, 103.7553085940024 1.380767716458574, 103.7562769878708 1.381326818919191))"
1734,"POLYGON ((103.7582137756077 1.381326818919191, 103.7591821694761 1.380767716458574, 103.7591821694761 1.379649511537341, 103.7582137756077 1.379090409076724, 103.7572453817392 1.379649511537341, 103.7572453817392 1.380767716458574, 103.7582137756077 1.381326818919191))"
1738,"POLYGON ((103.734003928897 1.379649511537341, 103.7349723227654 1.379090409076724, 103.7349723227654 1.377972204155491, 103.734011472068 1.377417456746679, 103.73394306424 1.37749595287184, 103.733538342668 1.37797854908484, 103.7330355350286 1.378529832514623, 103.7330355350286 1.379090409076724, 103.734003928897 1.379649511537341))"
1739,"POLYGON ((103.7359407166338 1.379649511537341, 103.7369091105023 1.379090409076724, 103.7369091105023 1.377972204155491, 103.7359407166338 1.377413101694874, 103.7349723227654 1.377972204155491, 103.7349723227654 1.379090409076724, 103.7359407166338 1.379649511537341))"
1740,"POLYGON ((103.7378775043707 1.379649511537341, 103.7388458982391 1.379090409076724, 103.7388458982391 1.377972204155491, 103.7378775043707 1.377413101694874, 103.7369091105023 1.377972204155491, 103.7369091105023 1.379090409076724, 103.7378775043707 1.379649511537341))"
1741,"POLYGON ((103.7398142921076 1.379649511537341, 103.740782685976 1.379090409076724, 103.740782685976 1.377972204155491, 103.7398142921076 1.377413101694874, 103.7388458982391 1.377972204155491, 103.7388458982391 1.379090409076724, 103.7398142921076 1.379649511537341))"
1742,"POLYGON ((103.7417510798444 1.379649511537341, 103.7427194737128 1.379090409076724, 103.7427194737128 1.377972204155491, 103.7417510798444 1.377413101694874, 103.740782685976 1.377972204155491, 103.740782685976 1.379090409076724, 103.7417510798444 1.379649511537341))"
1743,"POLYGON ((103.7436878675813 1.379649511537341, 103.7446562614497 1.379090409076724, 103.7446562614497 1.377972204155491, 103.7436878675813 1.377413101694874, 103.7427194737128 1.377972204155491, 103.7427194737128 1.379090409076724, 103.7436878675813 1.379649511537341))"
1744,"POLYGON ((103.7456246553181 1.379649511537341, 103.7465930491865 1.379090409076724, 103.7465930491865 1.377972204155491, 103.7456246553181 1.377413101694874, 103.7446562614497 1.377972204155491, 103.7446562614497 1.379090409076724, 103.7456246553181 1.379649511537341))"
1745,"POLYGON ((103.747561443055 1.379649511537341, 103.7485298369234 1.379090409076724, 103.7485298369234 1.377972204155491, 103.747561443055 1.377413101694874, 103.7465930491865 1.377972204155491, 103.7465930491865 1.379090409076724, 103.747561443055 1.379649511537341))"
1746,"POLYGON ((103.7494982307918 1.379649511537341, 103.7504666246602 1.379090409076724, 103.7504666246602 1.377972204155491, 103.7494982307918 1.377413101694874, 103.7485298369234 1.377972204155491, 103.7485298369234 1.379090409076724, 103.7494982307918 1.379649511537341))"
1747,"POLYGON ((103.7514350185287 1.379649511537341, 103.7524034123971 1.379090409076724, 103.7524034123971 1.377972204155491, 103.7514350185287 1.377413101694874, 103.7504666246602 1.377972204155491, 103.7504666246602 1.379090409076724, 103.7514350185287 1.379649511537341))"
1748,"POLYGON ((103.7533718062655 1.379649511537341, 103.7543402001339 1.379090409076724, 103.7543402001339 1.377972204155491, 103.7533718062655 1.377413101694874, 103.7524034123971 1.377972204155491, 103.7524034123971 1.379090409076724, 103.7533718062655 1.379649511537341))"
1749,"POLYGON ((103.7553085940024 1.379649511537341, 103.7562769878708 1.379090409076724, 103.7562769878708 1.377972204155491, 103.7553085940024 1.377413101694874, 103.754340200134 1.377972204155491, 103.754340200134 1.379090409076724, 103.7553085940024 1.379649511537341))"
1750,"POLYGON ((103.7572453817392 1.379649511537341, 103.7582137756076 1.379090409076724, 103.7582137756076 1.378380714986708, 103.757896886391 1.37824509109314, 103.757053890163 1.37782877474087, 103.757016035766 1.37780782484669, 103.756784053839 1.377679449482258, 103.7562769878708 1.377972204155491, 103.7562769878708 1.379090409076724, 103.7572453817392 1.379649511537341))"
1753,"POLYGON ((103.7349723227654 1.37797220415549, 103.7359407166338 1.377413101694874, 103.7359407166338 1.37629489677364, 103.7354403540682 1.376006012311648, 103.735401495175 1.37603663326325, 103.734983679921 1.37639352278448, 103.734409185408 1.37696109148806, 103.734011472068 1.377417456746673, 103.7349723227654 1.37797220415549))"
1754,"POLYGON ((103.7369091105023 1.37797220415549, 103.7378775043707 1.377413101694874, 103.7378775043707 1.37629489677364, 103.7369091105023 1.375735794313024, 103.7359407166339 1.37629489677364, 103.7359407166339 1.377413101694874, 103.7369091105023 1.37797220415549))"
1755,"POLYGON ((103.7388458982391 1.37797220415549, 103.7398142921076 1.377413101694874, 103.7398142921076 1.37629489677364, 103.7388458982391 1.375735794313024, 103.7378775043707 1.37629489677364, 103.7378775043707 1.377413101694874, 103.7388458982391 1.37797220415549))"
1756,"POLYGON ((103.740782685976 1.37797220415549, 103.7417510798444 1.377413101694874, 103.7417510798444 1.37629489677364, 103.740782685976 1.375735794313024, 103.7398142921076 1.37629489677364, 103.7398142921076 1.377413101694874, 103.740782685976 1.37797220415549))"
1757,"POLYGON ((103.7427194737128 1.37797220415549, 103.7436878675813 1.377413101694874, 103.7436878675813 1.37629489677364, 103.7427194737128 1.375735794313024, 103.7417510798444 1.37629489677364, 103.7417510798444 1.377413101694874, 103.7427194737128 1.37797220415549))"
1758,"POLYGON ((103.7446562614497 1.37797220415549, 103.7456246553181 1.377413101694874, 103.7456246553181 1.37629489677364, 103.7446562614497 1.375735794313024, 103.7436878675813 1.37629489677364, 103.7436878675813 1.377413101694874, 103.7446562614497 1.37797220415549))"
1762,"POLYGON ((103.7524034123971 1.37797220415549, 103.7533718062655 1.377413101694874, 103.7533718062655 1.37629489677364, 103.7524034123971 1.375735794313024, 103.7514350185287 1.37629489677364, 103.7514350185287 1.377413101694874, 103.7524034123971 1.37797220415549))"
1763,"POLYGON ((103.754340200134 1.37797220415549, 103.7553085940024 1.377413101694874, 103.7553085940024 1.376941202786117, 103.755141576644 1.37689806636483, 103.754956966273 1.37685888324304, 103.75478394022 1.37682217482946, 103.754505966312 1.37673169218119, 103.754293787196 1.3766282838226, 103.754077624098 1.37648954816657, 103.753809849449 1.37627853404107, 103.753682033266 1.376115787131423, 103.7533718062655 1.37629489677364, 103.7533718062655 1.377413101694874, 103.754340200134 1.37797220415549))"
1764,"POLYGON ((103.7562769878708 1.37797220415549, 103.756784053839 1.377679449482258, 103.756275796786 1.37739818755274, 103.755753651117 1.3771092689058, 103.755447315057 1.37697703097734, 103.7553085940024 1.37694120278612, 103.7553085940024 1.377413101694874, 103.7562769878708 1.37797220415549))"
1765,"POLYGON ((103.7359407166338 1.37629489677364, 103.7369091105023 1.375735794313023, 103.7369091105023 1.374848647040144, 103.73690835269 1.37484922396566, 103.7354403540682 1.376006012311647, 103.7359407166338 1.37629489677364))"
1766,"POLYGON ((103.7378775043707 1.37629489677364, 103.7388458982391 1.375735794313023, 103.7388458982391 1.37461758939179, 103.7379389287313 1.374093950302314, 103.737601413675 1.37432051711719, 103.737092284091 1.37470919625419, 103.7369091105023 1.374848647040134, 103.7369091105023 1.375735794313023, 103.7378775043707 1.37629489677364))"
1767,"POLYGON ((103.7398142921076 1.37629489677364, 103.740782685976 1.375735794313023, 103.740782685976 1.37461758939179, 103.7398142921076 1.374058486931173, 103.7388458982391 1.37461758939179, 103.7388458982391 1.375735794313023, 103.7398142921076 1.37629489677364))"
1775,"POLYGON ((103.7388458982391 1.37461758939179, 103.7398142921076 1.374058486931173, 103.7398142921076 1.373193570762949, 103.739260505667 1.37341120482351, 103.738672475725 1.37368609425275, 103.73836855267 1.37383357106381, 103.738042443948 1.37402446269726, 103.7379389287313 1.37409395030231, 103.7388458982391 1.37461758939179))"
1848,"POLYGON ((103.8889469478452 1.399777200119543, 103.8899153417136 1.399218097658927, 103.8899153417136 1.398099892737693, 103.8889469478452 1.397540790277076, 103.8879785539768 1.398099892737693, 103.8879785539768 1.399218097658927, 103.8889469478452 1.399777200119543))"
1849,"POLYGON ((103.890883735582 1.399777200119543, 103.8918521294505 1.399218097658927, 103.8918521294505 1.398099892737693, 103.890883735582 1.397540790277076, 103.8899153417136 1.398099892737693, 103.8899153417136 1.399218097658927, 103.890883735582 1.399777200119543))"
1853,"POLYGON ((103.8995992803979 1.398862843818734, 103.8995992803979 1.398099892737693, 103.8986308865294 1.397540790277076, 103.897662492661 1.398099892737693, 103.897662492661 1.399218097658927, 103.8979268988024 1.39937075261581, 103.898578074789 1.39918649909742, 103.8995992803979 1.398862843818734))"
1854,"POLYGON ((103.9014686770764 1.398060984492037, 103.9005676742663 1.397540790277076, 103.8995992803979 1.398099892737693, 103.8995992803979 1.398862843818729, 103.899618348957 1.39885680033467, 103.900416005969 1.39855522838793, 103.900839464329 1.39838324603716, 103.901284790051 1.39816519018053, 103.9014686770764 1.398060984492037))"
1868,"POLYGON ((103.8782946152925 1.398099892737693, 103.8792630091609 1.397540790277076, 103.8792630091609 1.396422585355843, 103.8782946152925 1.395863482895226, 103.8773262214241 1.396422585355843, 103.8773262214241 1.397540790277076, 103.8782946152925 1.398099892737693))"
1873,"POLYGON ((103.8879785539768 1.398099892737693, 103.8889469478452 1.397540790277076, 103.8889469478452 1.396422585355843, 103.8879785539768 1.395863482895226, 103.8870101601083 1.396422585355843, 103.8870101601083 1.397540790277076, 103.8879785539768 1.398099892737693))"
1874,"POLYGON ((103.8899153417136 1.398099892737693, 103.890883735582 1.397540790277076, 103.890883735582 1.396422585355843, 103.8899153417136 1.395863482895226, 103.8889469478452 1.396422585355843, 103.8889469478452 1.397540790277076, 103.8899153417136 1.398099892737693))"
1878,"POLYGON ((103.897662492661 1.398099892737693, 103.8986308865294 1.397540790277076, 103.8986308865294 1.396422585355843, 103.897662492661 1.395863482895226, 103.8966940987926 1.396422585355843, 103.8966940987926 1.397540790277076, 103.897662492661 1.398099892737693))"
1879,"POLYGON ((103.8995992803979 1.398099892737693, 103.9005676742663 1.397540790277076, 103.9005676742663 1.396422585355843, 103.8995992803979 1.395863482895226, 103.8986308865295 1.396422585355843, 103.8986308865295 1.397540790277076, 103.8995992803979 1.398099892737693))"
1880,"POLYGON ((103.9025044620032 1.39747747349993, 103.9025044620032 1.396422585355843, 103.9015360681347 1.395863482895226, 103.9005676742663 1.396422585355843, 103.9005676742663 1.397540790277076, 103.9014686770764 1.398060984492033, 103.901970379428 1.39777667819665, 103.9025044620032 1.39747747349993))"
1890,"POLYGON ((103.8734526459504 1.396422585355843, 103.8744210398188 1.395863482895226, 103.8744210398188 1.394745277973993, 103.8734526459504 1.394186175513376, 103.8724842520819 1.394745277973993, 103.8724842520819 1.395863482895226, 103.8734526459504 1.396422585355843))"
1891,"POLYGON ((103.8753894336872 1.396422585355843, 103.8763578275556 1.395863482895226, 103.8763578275556 1.394745277973993, 103.8753894336872 1.394186175513376, 103.8744210398188 1.394745277973993, 103.8744210398188 1.395863482895226, 103.8753894336872 1.396422585355843))"
