Name,Description,geometry
kml_239,ALEXANDRA ROAD,"LINESTRING Z (103.80077413477 1.28372083299544 0, 103.80096690257 1.28338705974186 0, 103.801271940677 1.28285950783925 0)"
kml_240,ALEXANDRA ROAD,"LINESTRING Z (103.80077413477 1.28372083299544 0, 103.801272374816 1.28349736536811 0)"
kml_241,ALEXANDRA ROAD,"LINESTRING Z (103.797618226766 1.28595318510025 0, 103.79940231013 1.2845893633419 0, 103.800107968089 1.28411066617822 0, 103.80077413477 1.28372083299544 0)"
kml_242,ANG MO KIO AVENUE 1,"LINESTRING Z (103.857417235313 1.35218721263211 0, 103.857304714386 1.3529118899403 0, 103.857285289986 1.35326381356583 0, 103.857311828 1.35361154771783 0, 103.857492105226 1.35443576818934 0, 103.857492107287 1.35464383890625 0)"
kml_243,ANG MO KIO AVENUE 1,"LINESTRING Z (103.856474529789 1.35627972729439 0, 103.856439644437 1.35605305594884 0, 103.856505422192 1.35587335812624 0, 103.856853112023 1.35549504378427 0, 103.857088036928 1.35526805507665 0, 103.857266579822 1.35506944133816 0, 103.857416931921 1.35486136821802 0, 103.857492107287 1.35464383890625 0)"
kml_244,ANG MO KIO AVENUE 1,"LINESTRING Z (103.857492107287 1.35464383890625 0, 103.857681915848 1.35493950443859 0, 103.857848601652 1.35505303664326 0, 103.858185931375 1.35518129827048 0)"
kml_245,ANG MO KIO AVENUE 1,"LINESTRING Z (103.857335474222 1.35831522766172 0, 103.857042666762 1.35768613486818 0, 103.856474529789 1.35627972729439 0)"
kml_246,ANG MO KIO AVENUE 1,"LINESTRING Z (103.856474529789 1.35627972729439 0, 103.856360371443 1.35617180336128 0, 103.85622759234 1.35608505257718 0, 103.856095442632 1.35604014219483 0, 103.85591392883 1.35603567996322 0, 103.855111356395 1.3564295859573 0)"
kml_247,ANG MO KIO AVENUE 3,"LINESTRING Z (103.860397439319 1.36627974831082 0, 103.860832657881 1.36709528270041 0, 103.86108403005 1.36780995992868 0, 103.861209715914 1.36822105800734 0, 103.861306168652 1.36863225228294 0, 103.861339610064 1.3688851410565 0)"
kml_248,ANG MO KIO AVENUE 3,"LINESTRING Z (103.860324961979 1.37000794170637 0, 103.86032150092 1.3698682988717 0, 103.86027890971 1.36971832683218 0, 103.860212226402 1.36960070959682 0, 103.860117069376 1.36949807980305 0, 103.859882627219 1.369351425304 0, 103.859369200799 1.36913452283533 0)"
kml_249,ANG MO KIO AVENUE 3,"LINESTRING Z (103.860324961979 1.37000794170637 0, 103.860400025281 1.36947684213341 0, 103.860453917124 1.36940582903564 0, 103.86052735557 1.36933572912144 0)"
kml_250,ANG MO KIO AVENUE 3,"LINESTRING Z (103.861339610064 1.3688851410565 0, 103.861348989294 1.36911367829756 0, 103.861318722285 1.36938260943042 0, 103.861268794868 1.36944577895021 0, 103.861203178281 1.36949746503621 0)"
kml_251,ANG MO KIO AVENUE 3,"LINESTRING Z (103.861339610064 1.3688851410565 0, 103.861402684018 1.36909445721361 0, 103.861558201269 1.36932048582944 0, 103.862090588565 1.36975689034288 0)"
kml_252,ANG MO KIO AVENUE 3,"LINESTRING Z (103.858295077238 1.37581521542438 0, 103.858627029707 1.37496311366768 0, 103.859035485408 1.37393852437187 0, 103.85978033742 1.37228389603645 0, 103.86006220417 1.37149636804042 0, 103.860146112582 1.37116103609435 0, 103.860324961979 1.37000794170637 0)"
kml_253,ANG MO KIO AVENUE 3,"LINESTRING Z (103.857301706277 1.37618085196526 0, 103.857742563793 1.3761612462778 0, 103.857907887233 1.37611743355248 0, 103.858094891705 1.37601352016506 0, 103.858295077238 1.37581521542438 0)"
kml_254,ANG MO KIO AVENUE 3,"LINESTRING Z (103.858081552893 1.37641060580397 0, 103.858295077238 1.37581521542438 0)"
kml_255,ANG MO KIO AVENUE 5,"LINESTRING Z (103.861270223444 1.36951038490187 0, 103.861291620828 1.36964246703944 0, 103.861211155004 1.37020723075125 0)"
kml_256,ANG MO KIO AVENUE 5,"LINESTRING Z (103.862090588565 1.36975689034288 0, 103.861663259989 1.36983101082198 0, 103.861550905941 1.36987208837685 0, 103.861366999846 1.37000863597431 0, 103.861211155004 1.37020723075125 0)"
kml_257,ANG MO KIO AVENUE 5,"LINESTRING Z (103.860104398242 1.37229397245202 0, 103.860046963127 1.37259601535627 0, 103.859984039364 1.37296485827494 0)"
kml_258,ANG MO KIO AVENUE 5,"LINESTRING Z (103.861211155004 1.37020723075125 0, 103.861184011395 1.37032010657055 0, 103.861069415221 1.37058149176445 0, 103.860707025295 1.37137071558362 0, 103.860392829019 1.37207275085834 0, 103.859984039364 1.37296485827494 0)"
kml_259,ANG MO KIO AVENUE 5,"LINESTRING Z (103.859984039364 1.37296485827494 0, 103.859399966831 1.37435594324195 0, 103.859268005407 1.37470379841303 0, 103.859140133064 1.37519253990187 0, 103.859051364934 1.37611825705496 0)"
kml_260,ANG MO KIO AVENUE 5,"LINESTRING Z (103.857946512829 1.37695024129933 0, 103.85784934229 1.37670983880211 0, 103.857764856299 1.37658475073822 0, 103.857301706277 1.37618085196526 0)"
kml_261,ANG MO KIO AVENUE 5,"LINESTRING Z (103.857946512829 1.37695024129933 0, 103.857997587426 1.37665980512573 0, 103.858081552893 1.37641060580397 0)"
kml_270,ANG MO KIO AVENUE 5,"LINESTRING Z (103.859051364934 1.37611825705496 0, 103.858937366151 1.37666399773765 0)"
kml_271,ANG MO KIO AVENUE 5,"LINESTRING Z (103.859051364934 1.37611825705496 0, 103.859218905643 1.37645600268256 0, 103.859328480615 1.37656808385324 0, 103.859737263886 1.37689912906148 0)"
kml_272,ANG MO KIO AVENUE 5,"LINESTRING Z (103.858167591985 1.3794333109102 0, 103.858071678661 1.3788678455811 0, 103.857952334364 1.37744453774211 0, 103.857946512829 1.37695024129933 0)"
kml_273,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.829993631961 1.27029219276563 0, 103.83043791644 1.27070732940237 0, 103.831474452014 1.27163573791324 0, 103.831883360754 1.27200422983671 0, 103.832106835377 1.27215736879207 0, 103.832339818354 1.272238724664 0, 103.832539517813 1.2722817960211 0, 103.832822204208 1.27230524808622 0)"
kml_274,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.833370650409 1.27263880236625 0, 103.832434912862 1.27275748474069 0, 103.832176254117 1.27282639724969 0, 103.831902380424 1.27295273690124 0, 103.831620897866 1.2731403327768 0, 103.830190664932 1.27433481941137 0, 103.829522936015 1.2748353628171 0)"
kml_275,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.824283697424 1.27786752528892 0, 103.826073214739 1.27707860100155 0, 103.826470710842 1.27692110784701 0)"
kml_276,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.823620033201 1.27766065208099 0, 103.823838624187 1.27783638186524 0, 103.823923447773 1.27787083938823 0, 103.824103832623 1.27789789774172 0, 103.824283697424 1.27786752528892 0)"
kml_277,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.823593047591 1.2783346290502 0, 103.823611290027 1.27824690843326 0, 103.823619793939 1.27820601579592 0, 103.823679228893 1.27812525894491 0, 103.823753521956 1.27807142237962 0, 103.824283697424 1.27786752528892 0)"
kml_278,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.822927184119 1.27913600228173 0, 103.820911649578 1.27903483732988 0)"
kml_279,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.823845642997 1.27896872276827 0, 103.823804037778 1.27903153437571 0, 103.823729744732 1.27907340800245 0, 103.82348606299 1.27910630786962 0, 103.822927184119 1.27913600228173 0)"
kml_280,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.82366246767 1.2793008528171 0, 103.823631384709 1.27925972760785 0, 103.823559488402 1.27920954954908 0, 103.823445607851 1.2791787609101 0, 103.822927184119 1.27913600228173 0)"
kml_281,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.80188341679 1.28471791365731 0, 103.801322880201 1.28484560657522 0)"
kml_282,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.802100305863 1.2850462712886 0, 103.801627935766 1.28487872100625 0, 103.801322880201 1.28484560657522 0)"
kml_283,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.801322880201 1.28484560657522 0, 103.800415691783 1.284809114709 0, 103.800272167083 1.28481561160924 0, 103.800026999022 1.28486603126182 0, 103.799637127965 1.28501400913036 0, 103.79894658611 1.28540259002654 0, 103.797905310392 1.28600910418861 0)"
kml_284,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.792924946354 1.28863465539643 0, 103.793495853923 1.28823558731034 0, 103.793981674027 1.28795334269255 0, 103.794498599915 1.28771629227093 0, 103.795208330634 1.28743771712684 0)"
kml_285,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.792502721048 1.28864039133661 0, 103.792662481145 1.28866910658198 0, 103.792924946354 1.28863465539643 0)"
kml_286,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.790288067988 1.29082412931808 0, 103.791118445194 1.29017408422584 0, 103.792344853658 1.28909406421616 0, 103.79266818462 1.28881152692373 0, 103.792924946354 1.28863465539643 0)"
kml_287,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.793463814802 1.2889776361003 0, 103.793114751428 1.28932106395947 0, 103.792375916253 1.28987890491578 0)"
kml_288,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.793776471585 1.28999396963065 0, 103.793318306161 1.28971454720535 0, 103.79314594633 1.2896487429004 0, 103.792967642093 1.28961883000899 0, 103.792771506169 1.28965471929551 0, 103.792375916253 1.28987890491578 0)"
kml_289,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.792375916253 1.28987890491578 0, 103.791725110231 1.29036491974183 0, 103.790451307108 1.29097414357365 0)"
kml_290,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.785562823973 1.29295591923058 0, 103.785685220133 1.29288985500251 0, 103.785845312117 1.29286192762637 0, 103.786244678584 1.29293746763845 0, 103.786502773642 1.29296000197213 0, 103.786779432562 1.29293456460448 0, 103.787062511134 1.29283353239505 0, 103.787633692083 1.29252423927127 0)"
kml_291,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.784949197811 1.2929087042303 0, 103.785329664278 1.29298623362591 0, 103.785562823973 1.29295591923058 0)"
kml_292,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.785274642379 1.29325513904145 0, 103.785562823973 1.29295591923058 0)"
kml_293,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.786317995364 1.29521874754724 0, 103.786138423659 1.29529856430616 0, 103.786013624574 1.29537076733236 0, 103.785747769979 1.29546503961089 0, 103.785376208671 1.29562215685262 0)"
kml_294,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.7857164831 1.29582903940814 0, 103.785639982962 1.2957310672473 0, 103.785561923148 1.2956709852149 0, 103.785376208671 1.29562215685262 0)"
kml_295,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.785376208671 1.29562215685262 0, 103.785107897166 1.29582441013733 0, 103.784278232762 1.2966606481992 0, 103.783488294262 1.29726573842346 0)"
kml_296,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.771458339741 1.30265864480166 0, 103.771728873572 1.30263097611682 0, 103.771854120561 1.30264582071678 0, 103.772168025234 1.30273594558982 0, 103.772522501425 1.3028482572745 0, 103.772698794575 1.30287256091378 0, 103.77284843224 1.30286487743693 0, 103.773031788644 1.30282277013719 0, 103.774214490923 1.30240627256377 0, 103.774674310744 1.30225076255816 0)"
kml_297,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.770794203209 1.30222309281393 0, 103.771129321669 1.30252793612026 0, 103.771458339741 1.30265864480166 0)"
kml_298,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.771002256907 1.30277023836887 0, 103.771458339741 1.30265864480166 0)"
kml_299,AYER RAJAH EXPRESSWAY,"LINESTRING Z (103.77118649761 1.30543453797766 0, 103.770957418605 1.30561645779448 0, 103.770745087978 1.30570946815305 0, 103.770560071445 1.30572631633815 0, 103.770239566336 1.30568481241672 0)"
kml_300,LOWER DELTA ROAD,"LINESTRING Z (103.823104668231 1.27833965631268 0, 103.823308209932 1.27820691805149 0, 103.82340711519 1.27806222909056 0, 103.823474158134 1.27772706537055 0)"
kml_301,LOWER DELTA ROAD,"LINESTRING Z (103.823104668231 1.27833965631268 0, 103.823536584784 1.2782329348048 0, 103.823611290027 1.27824690843326 0)"
kml_302,LOWER DELTA ROAD,"LINESTRING Z (103.819991313415 1.27903485890775 0, 103.820466824872 1.27886502161722 0, 103.821181157618 1.27870337712363 0, 103.822321299197 1.27851873630198 0, 103.823104668231 1.27833965631268 0)"
kml_303,LOWER DELTA ROAD,"LINESTRING Z (103.825937277317 1.27786721770536 0, 103.825395515554 1.27829362686533 0, 103.824959478678 1.2785834165578 0, 103.824531888145 1.2788181502746 0, 103.82395017487 1.27907911174834 0)"
kml_304,LOYANG AVENUE,"LINESTRING Z (103.960424776929 1.36062474165495 0, 103.960582933014 1.36044767634663 0, 103.960782787119 1.36030779527968 0, 103.960881492876 1.36027802114425 0, 103.961143726647 1.36024919963212 0)"
kml_305,LOYANG AVENUE,"LINESTRING Z (103.961732294858 1.35994970044659 0, 103.961649244269 1.36022430810592 0, 103.961658436929 1.36045194911448 0, 103.961691616288 1.36055133311321 0, 103.961940008276 1.36102571287134 0)"
kml_306,MANDAI AVENUE,"LINESTRING Z (103.807074471684 1.41139587862017 0, 103.806473457909 1.41365931177098 0, 103.806489506389 1.41384031043417 0, 103.806560623953 1.4140145866959 0, 103.806680627697 1.41415916963817 0, 103.806953192359 1.4144114740065 0)"
kml_307,MANDAI ROAD,"LINESTRING Z (103.772578786716 1.40633962312684 0, 103.772340502121 1.40786121024709 0, 103.77231004541 1.40935027465276 0)"
kml_308,MANDAI ROAD,"LINESTRING Z (103.77231004541 1.40935027465276 0, 103.77219280656 1.40992041484343 0)"
kml_309,MANDAI ROAD,"LINESTRING Z (103.77231004541 1.40935027465276 0, 103.772344562022 1.40948179533289 0, 103.772442020342 1.4096353398243 0, 103.772650875241 1.40982791956336 0, 103.772855761576 1.40993337642156 0)"
kml_310,MANDAI ROAD,"LINESTRING Z (103.771184831114 1.41064352061299 0, 103.771132128288 1.41033524973501 0, 103.771123839375 1.41004432302805 0)"
kml_311,MANDAI ROAD,"LINESTRING Z (103.771184831114 1.41064352061299 0, 103.771139933434 1.41050315677416 0, 103.771019606192 1.41034901383101 0, 103.770723734744 1.41020363032361 0, 103.770411068195 1.41011349478937 0)"
kml_312,MANDAI ROAD,"LINESTRING Z (103.771339875333 1.41276127172098 0, 103.771284822726 1.41194179579284 0, 103.771220962402 1.41111510099374 0, 103.771184831114 1.41064352061299 0)"
kml_313,MANDAI ROAD,"LINESTRING Z (103.800983149992 1.41631121129064 0, 103.800629177756 1.4158994919667 0)"
kml_314,MANDAI ROAD,"LINESTRING Z (103.800983149992 1.41631121129064 0, 103.80104370525 1.41609311034363 0, 103.801139394285 1.41601181842203 0)"
kml_315,MANDAI ROAD,"LINESTRING Z (103.800728564617 1.41882859921852 0, 103.801595164632 1.41796539160096 0, 103.8016662437 1.41778017073942 0, 103.801680335685 1.41762412567627 0, 103.801645095317 1.41745744280725 0, 103.800983149992 1.41631121129064 0)"
kml_316,MARINA COASTAL EXPRESSWAY,"LINESTRING Z (103.849520740572 1.27513824957559 0, 103.84988031841 1.27482478986386 0, 103.85003365805 1.27467763241268 0, 103.850169167694 1.27448022493593 0, 103.85054360125 1.27381980813514 0, 103.850632752213 1.27369059639246 0, 103.850757563379 1.27356497292443 0, 103.850896638907 1.27345729557064 0, 103.851082074347 1.27334602936848 0, 103.851246113288 1.27328501162798 0, 103.85143511469 1.27325988613686 0, 103.851709701807 1.27326347270206 0, 103.851991421371 1.27324911387227 0, 103.852319499873 1.27322039787492 0, 103.85273553964 1.27307563125299 0, 103.853531476656 1.27271096435837 0)"
kml_317,MARINA COASTAL EXPRESSWAY,"LINESTRING Z (103.846414802086 1.27237076404147 0, 103.846934021021 1.27225590698778 0, 103.847236423723 1.27220996272074 0, 103.847498885875 1.2722099621885 0, 103.84776705472 1.27222718884558 0, 103.848058045562 1.27226164259194 0, 103.848331921345 1.27233629723692 0, 103.848725615576 1.27250283371198 0, 103.849495890173 1.27304264622453 0)"
kml_318,MARINA COASTAL EXPRESSWAY,"LINESTRING Z (103.868484539316 1.27604015955819 0, 103.869055118783 1.27661442510188 0)"
kml_319,MARINA COASTAL EXPRESSWAY,"LINESTRING Z (103.876331804841 1.29597355226896 0, 103.876060778883 1.29585870167847 0, 103.87585394422 1.29575820766657 0, 103.875675637661 1.29567206994523 0, 103.875461669849 1.29559311074949 0, 103.875133587375 1.29547826191454 0, 103.874741312624 1.2952844513059 0, 103.87453447713 1.29512652912535 0, 103.874313375239 1.29489682412263 0, 103.874177858931 1.29468147359664 0, 103.874056607323 1.29437280416045 0, 103.874006676672 1.29406413356693 0, 103.874035200711 1.29376981758994 0, 103.87410651806 1.29348985861334 0, 103.874256289826 1.29320989926733 0, 103.874463118187 1.29287968886762 0, 103.874620022855 1.29262126321077 0, 103.874705605396 1.29239873113778 0, 103.87477692322 1.29215466366149 0, 103.874983736007 1.29087690428193 0, 103.875055053378 1.29055387491261 0, 103.875140633981 1.29027391476639 0, 103.87526187724 1.29002266941195 0, 103.87541878029 1.28973553013099 0, 103.87569693035 1.28937660487076 0, 103.876324552762 1.28881667772602 0)"
kml_320,MARINA COASTAL EXPRESSWAY,"LINESTRING Z (103.878957741847 1.29561400214138 0, 103.87812911405 1.29565049185231 0, 103.877858091959 1.29570792380952 0, 103.877579936693 1.29578689059225 0, 103.877358841201 1.29589457082677 0, 103.877109215794 1.29598789475129 0, 103.876909515274 1.2960309685792 0, 103.876617094224 1.29603097362506 0, 103.876331804841 1.29597355226896 0)"
kml_321,MARINA COASTAL EXPRESSWAY,"LINESTRING Z (103.879078995132 1.2959298492579 0, 103.878778149115 1.2959160812355 0, 103.878592712244 1.29591608457662 0, 103.878335953233 1.29595198069619 0, 103.878000740977 1.29600941381646 0, 103.877380241159 1.29611710201414 0, 103.877102086114 1.29616017722938 0, 103.876873856215 1.29616735912995 0, 103.876674153557 1.29613864900203 0, 103.876331804841 1.29597355226896 0)"
kml_322,MARINE VISTA,"LINESTRING Z (103.921647211879 1.30475359180235 0, 103.921392055666 1.30483673172211 0, 103.921215920373 1.30497548901617 0, 103.921099984314 1.30525195616797 0)"
kml_323,MERCHANT ROAD,"LINESTRING Z (103.840968796091 1.28772845637539 0, 103.842050235176 1.28891584507908 0, 103.84244899132 1.2893585818264 0, 103.842637975718 1.28949780177903 0, 103.842758764118 1.28954886086781 0, 103.842965708976 1.28955141763206 0, 103.843064642771 1.28952565913332 0, 103.843417219718 1.28932760908199 0, 103.843719214102 1.28912157003054 0)"
kml_324,MOULMEIN ROAD,"LINESTRING Z (103.852478318969 1.3190778641913 0, 103.851832294836 1.31889354965117 0, 103.851609328697 1.31883594509125 0, 103.851385127813 1.31888298726349 0, 103.851278942024 1.31896087282176 0, 103.85122513738 1.3190494656742 0)"
kml_325,MOULMEIN ROAD,"LINESTRING Z (103.85122513738 1.3190494656742 0, 103.851303768936 1.31920128531456 0, 103.851430107226 1.31934067320736 0)"
kml_326,MOULMEIN ROAD,"LINESTRING Z (103.85122513738 1.3190494656742 0, 103.851066470614 1.31935994242606 0)"
kml_327,MOUNT PLEASANT ROAD,"LINESTRING Z (103.825386524381 1.32717952681524 0, 103.825596006207 1.32690055090114 0, 103.825869307664 1.32667376423526 0, 103.826395777943 1.32635464535251 0, 103.826534464757 1.32623355855407 0, 103.826593775925 1.3261262775615 0, 103.826683278065 1.32585030461444 0)"
kml_328,MOUNT PLEASANT ROAD,"LINESTRING Z (103.830602379953 1.32661140996872 0, 103.830162375406 1.32690315113234 0, 103.829876486594 1.32703315768077 0, 103.828262907652 1.3276205206985 0, 103.828003474061 1.32768176100691 0, 103.827828112966 1.32769053386118 0, 103.827629886441 1.32765646599465 0, 103.827476982204 1.32759142282875 0, 103.827330127144 1.32748614539151 0, 103.827204422414 1.32732555886818 0)"
kml_329,NICOLL HIGHWAY,"LINESTRING Z (103.875778701563 1.30915864310197 0, 103.875880391038 1.30856604930189 0, 103.875971378355 1.3081620066325 0, 103.875971375445 1.30798961576859 0, 103.875939257104 1.30784416194972 0, 103.87588037661 1.30770948318537 0, 103.875782567789 1.30759485484292 0, 103.875656002656 1.30747377163041 0, 103.875388542356 1.30733738622925 0, 103.875117515386 1.30723330385395 0, 103.874865411306 1.30715122613085 0, 103.874422119785 1.30707180132482 0, 103.87399527566 1.30701485143834 0, 103.87311087814 1.30697897327112 0, 103.872740002195 1.30694308673471 0, 103.872497505187 1.30690002019041 0)"
kml_330,NICOLL UNDERPASS,"LINESTRING Z (103.872140567625 1.30657802224731 0, 103.872585561835 1.3066052339502 0, 103.872974270353 1.30664470965099 0, 103.873291653664 1.30666264989654 0, 103.873580509674 1.30666623467913 0, 103.87438372067 1.30664770925878 0, 103.874714534285 1.3066482699293 0, 103.875217357183 1.30667338659869 0, 103.876230134585 1.30671285033767 0, 103.876408440665 1.30672361463099 0, 103.87652968931 1.30675232701292 0, 103.876654503884 1.3068097519953 0, 103.876747224217 1.30687076695234 0, 103.876886304661 1.30701074296953 0, 103.876971894352 1.30713636403238 0, 103.877011150912 1.30723617624527 0)"
kml_331,NORMANTON PARK,"LINESTRING Z (103.792344853658 1.28909406421616 0, 103.792377189274 1.2889926085916 0, 103.79239430816 1.28888732635353 0, 103.792377191648 1.28878778537262 0, 103.792259281134 1.28830730899261 0)"
kml_332,NORTH BUONA VISTA ROAD,"LINESTRING Z (103.785037789153 1.29525898924817 0, 103.785797559019 1.29416967492551 0, 103.786326807058 1.29347919257633 0, 103.78634447285 1.29330829242453 0, 103.786324144438 1.29319915875863 0, 103.786242822602 1.29311048701122 0, 103.786141169599 1.29306273918545 0, 103.786019186829 1.29302863331363 0, 103.785890426243 1.2930490930475 0, 103.785784673755 1.29311643456185 0, 103.785741107595 1.29318281228865 0, 103.785711231296 1.29331500721097 0, 103.785715716212 1.29339580774516 0, 103.785858795975 1.29376275906639 0)"
kml_333,NORTH BUONA VISTA ROAD,"LINESTRING Z (103.787668794311 1.29278790016114 0, 103.787305530582 1.29319800570548 0, 103.786879062559 1.29364656270469 0, 103.78666623184 1.29394984827743 0, 103.786519702883 1.29439226431155 0, 103.78644663222 1.29479824575925 0, 103.786317995364 1.29521874754724 0, 103.786064542149 1.29600993062923 0, 103.785910362081 1.29634387517985 0)"
kml_334,OPHIR ROAD,"LINESTRING Z (103.865577623402 1.29435071300154 0, 103.863992196259 1.29417279541289 0, 103.863827255901 1.29415255230527 0, 103.863290729816 1.29408670380458 0, 103.862954256086 1.29408670778103 0, 103.86259823522 1.29414467538799 0, 103.862353311589 1.29424793768005 0, 103.862102827398 1.29439941079144 0, 103.861944912558 1.29452281406095 0, 103.861742581802 1.29472503501684 0, 103.861533285295 1.29507074616016 0, 103.861521518281 1.29509854465488 0, 103.861296006857 1.29563131476029 0, 103.861275976969 1.29542553764149 0, 103.861300495134 1.29522641343911 0, 103.861348765148 1.29500571082975 0, 103.861349766973 1.29500112930689 0, 103.861426701368 1.29477732440588 0, 103.86157406739 1.29449478112906 0, 103.862107480372 1.293789792039 0, 103.862321039629 1.29346565622903 0, 103.862496889102 1.29301033640233 0, 103.862562732916 1.29273299862868 0, 103.862594078615 1.29242329584796 0, 103.862552491746 1.29190442972088 0, 103.862465600413 1.29162203559861 0, 103.862145788294 1.29087051215985 0, 103.862031094657 1.29053361408017 0, 103.861883564844 1.28988253009866 0, 103.861696362181 1.28812641589428 0)"
kml_335,OUTRAM ROAD,"LINESTRING Z (103.833797170754 1.28236371189103 0, 103.834418000921 1.2824669142102 0, 103.835221666836 1.2827154757275 0, 103.835515286065 1.28279085430905 0, 103.835668788937 1.28286629991217 0, 103.835778481807 1.28300191837303 0, 103.835817198168 1.28311617399113 0, 103.835806075238 1.28320473393699 0, 103.835720905571 1.28337772003621 0)"
kml_336,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.876137316083 1.30870611197077 0, 103.876100915988 1.3090289860911 0, 103.875946532844 1.30971934531249 0, 103.875878198615 1.31000720659935 0, 103.875736468716 1.31053707706986 0, 103.875577023355 1.31119686702462 0, 103.875463134019 1.31167578692002 0, 103.875372020609 1.31201969294855 0, 103.875215106665 1.31270241028359 0, 103.875164490819 1.31299281884526 0, 103.875116405913 1.31332144037912 0, 103.875045547102 1.31396594323536 0, 103.874994932006 1.31435825015311 0, 103.874962034348 1.31468686961814 0, 103.874945377123 1.31518095766077 0, 103.874947997557 1.3154679314491 0, 103.8749584684 1.3158496861166 0, 103.874989864825 1.31623933824585 0, 103.875044888885 1.31664302932907 0, 103.875070966211 1.31683434718724 0, 103.875203353065 1.31746694606723 0, 103.875383326 1.31877409688969 0, 103.87545691868 1.31895926063512 0, 103.875558108274 1.31912590794958 0, 103.875736130227 1.31933912328391 0, 103.87593507363 1.31947260585976 0, 103.876248023947 1.31957955239048 0, 103.876542386299 1.31960269266087 0)"
kml_337,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.869112380636 1.32721785038637 0, 103.869357350195 1.32704702774217 0, 103.869732313148 1.326784489748 0, 103.870262151103 1.32635786601845 0, 103.870604506141 1.3260296950412 0, 103.870987617391 1.32556205231376 0, 103.871370726848 1.32504518497364 0, 103.872324425889 1.32378993395005 0, 103.873196611402 1.32262493132167 0, 103.873579718902 1.32204243030961 0, 103.873848709397 1.32164042235852 0, 103.874339299411 1.32088037374046 0, 103.874527871389 1.32066280132373 0, 103.874771635097 1.3204452270637 0, 103.875277561944 1.32011192044752 0, 103.875857080361 1.31979712932744 0, 103.876542386299 1.31960269266087 0)"
kml_338,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.876542386299 1.31960269266087 0, 103.877121907815 1.31958416560207 0, 103.878510923434 1.31954710778999 0, 103.879076650352 1.31967671360115 0, 103.879444604367 1.31981095241952 0, 103.879755625153 1.32003538812669 0)"
kml_339,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.890173842801 1.32309367681439 0, 103.889181113251 1.322798292552 0, 103.888526279106 1.32261875211069 0, 103.887582962987 1.32240014479614 0)"
kml_340,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.891169361072 1.32181028764165 0, 103.891393614615 1.32243097644909 0, 103.891468907351 1.32256065597608 0, 103.891640187429 1.32274376306777 0)"
kml_341,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.890173842801 1.32309367681439 0, 103.890324973403 1.32314666002306 0, 103.890509091583 1.32315600326807 0, 103.890689972916 1.32307578377244 0, 103.890965224666 1.32287550500248 0, 103.891180992631 1.32277202893187 0, 103.891368340182 1.32270403262288 0, 103.891515583424 1.32270898326038 0, 103.891640187429 1.32274376306777 0)"
kml_342,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.890682274978 1.32444308672123 0, 103.890623207718 1.32377937161175 0, 103.890585025642 1.32362870542731 0, 103.890436232616 1.32336073401598 0, 103.890173842801 1.32309367681439 0)"
kml_343,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.664119676578 1.32257000900929 0, 103.664063614783 1.32296071519772 0, 103.664048745222 1.32312521828636 0, 103.664075477047 1.32333758118894 0)"
kml_344,PAN ISLAND EXPRESSWAY,"LINESTRING Z (103.891640187429 1.32274376306777 0, 103.892272627962 1.32295703056299 0, 103.893429015558 1.32331688079172 0, 103.894296308358 1.32360016692915 0)"
