Name,Description,geometry
kml_421,EAST COAST PARKWAY,"LINESTRING Z (103.885332352847 1.29508722190933 0, 103.88539797177 1.2951817356837 0, 103.885458835163 1.2952544760758 0, 103.885531615897 1.29532528540113 0, 103.885694772098 1.29544022040574 0, 103.885883633673 1.29550380595349 0, 103.885982895945 1.29551452783353 0)"
kml_422,EAST COAST PARKWAY,"LINESTRING Z (103.884458484579 1.2960614076431 0, 103.88494259292 1.29593755138006 0, 103.885314242375 1.29577607940639 0, 103.885982895945 1.29551452783353 0)"
kml_423,EAST COAST PARKWAY,"LINESTRING Z (103.885982895945 1.29551452783353 0, 103.88789063265 1.29553564030337 0, 103.888851807445 1.29560581244075 0)"
kml_424,EAST COAST PARKWAY,"LINESTRING Z (103.885311076275 1.29689564197046 0, 103.885226609911 1.29642611939495 0, 103.885201586715 1.29635447615871 0, 103.885113854941 1.29623173671701 0, 103.884987085009 1.29615059160363 0, 103.884914583821 1.29612953767726 0, 103.884458484579 1.2960614076431 0)"
kml_425,EAST COAST PARKWAY,"LINESTRING Z (103.897708202176 1.29945747067229 0, 103.897672272001 1.29916995702046 0, 103.897741610043 1.29881845870848 0, 103.897971632938 1.29793861944312 0, 103.89797929719 1.29778426235764 0, 103.897943273851 1.29761407369046 0, 103.897857040291 1.29749463199788 0, 103.897745907961 1.29740528004267 0, 103.89689181028 1.29698495507817 0)"
kml_426,EAST COAST PARKWAY,"LINESTRING Z (103.9104056137 1.30424926434139 0, 103.91033398076 1.30401342470777 0, 103.910349786283 1.30333676916232 0, 103.910261817194 1.30260613984068 0, 103.910169070914 1.30218252323145 0, 103.910098266212 1.3019958203647 0, 103.910014032723 1.30186707407138 0, 103.909839746103 1.30170592716424 0, 103.909547227045 1.30153995182489 0, 103.909162695105 1.30136919967051 0, 103.90802907915 1.30093276140533 0)"
kml_427,EAST COAST PARKWAY,"LINESTRING Z (103.91055484229 1.3017678568747 0, 103.910665256676 1.30236746034021 0, 103.910722567285 1.302501949247 0, 103.910812155869 1.3026211651594 0, 103.910937515766 1.30271821490357 0, 103.911078899428 1.30275664960289 0, 103.911228293725 1.30273982107735 0, 103.911362218592 1.30266217002832 0, 103.91147315079 1.30250383414825 0, 103.911495490036 1.3023164582866 0, 103.911445895714 1.30216954681581 0, 103.911308236405 1.30200943618112 0, 103.911126214734 1.30189746801716 0, 103.910275693636 1.30157579392855 0)"
kml_428,EAST COAST PARKWAY,"LINESTRING Z (103.909777183971 1.30015172077888 0, 103.909551869163 1.30035006370189 0, 103.909475513795 1.30050781604134 0, 103.909466320192 1.30060788690966 0, 103.90948610836 1.30071193338647 0, 103.909593193227 1.30088922888424 0, 103.909709691326 1.30100891339047 0, 103.909846249131 1.30108831961963 0, 103.910867088401 1.30138506704791 0, 103.911152932206 1.30146234332445 0, 103.911715225587 1.30164625534118 0, 103.912155231284 1.30184932640873 0)"
kml_429,EAST COAST PARKWAY,"LINESTRING Z (103.921099984314 1.30525195616797 0, 103.921147935376 1.30489402361039 0, 103.921096571628 1.30473322231323 0, 103.920876275682 1.30453932179672 0)"
kml_430,EAST COAST PARKWAY,"LINESTRING Z (103.926375932212 1.30698544472527 0, 103.926364238423 1.30668946143959 0, 103.926293618697 1.30643725063935 0, 103.926238079695 1.30631853690186 0, 103.926148015122 1.30617961463345 0, 103.925986486807 1.30602443455605 0)"
kml_431,EAST COAST PARKWAY,"LINESTRING Z (103.934453670568 1.31112207993703 0, 103.934455248682 1.31090471072594 0, 103.934471743002 1.31060568413647 0, 103.934459349724 1.3102568210667 0, 103.934434579333 1.30996194898808 0, 103.934393306202 1.30973352838558 0, 103.934335529931 1.30958401776782 0, 103.934252995768 1.30945112130535 0, 103.934130911867 1.30931308332554 0, 103.933872075937 1.30914255256384 0, 103.933511117691 1.30895419726063 0, 103.932065879414 1.30841844043065 0)"
kml_432,EAST COAST PARKWAY,"LINESTRING Z (103.935110722284 1.30868481938325 0, 103.935100810307 1.30850375901917 0, 103.935038411597 1.30825733341622 0, 103.934922471139 1.30803138477738 0, 103.934807038875 1.30792957444586 0, 103.934635060938 1.30784619823438 0, 103.93444627161 1.30781775191157 0, 103.934254629724 1.30788739474566 0, 103.934153274382 1.307994826357 0, 103.934099908926 1.30813289676029 0, 103.934102491866 1.30828101961379 0, 103.934142115837 1.30841268698306 0, 103.934227642402 1.30857523559718 0, 103.934358812874 1.30870330802767 0, 103.934811889211 1.30895775394538 0)"
kml_433,EAST COAST PARKWAY,"LINESTRING Z (103.934896985383 1.30949857963246 0, 103.934923340951 1.30977349595841 0, 103.934973306029 1.3099858926845 0, 103.935017617893 1.31007534777976 0, 103.935142116965 1.31023044371025 0, 103.935326063573 1.31035426069822 0, 103.935468672656 1.31039245063453 0, 103.935615052428 1.31037356513654 0, 103.935682800763 1.31034326437348 0, 103.935794832197 1.31024657700034 0, 103.935862252909 1.31011444765483 0, 103.935875113859 1.3100050236909 0, 103.935848117353 1.30983657176828 0, 103.935767179132 1.30968664885003 0, 103.935709125065 1.30962406839352 0, 103.935142291381 1.30929767073803 0)"
kml_434,EAST COAST PARKWAY,"LINESTRING Z (103.93666146992 1.30898951605056 0, 103.936622041748 1.30912271863653 0, 103.936629070681 1.30917884222462 0, 103.936683363095 1.30927685034113 0, 103.937271478992 1.30964593720916 0)"
kml_435,EAST COAST PARKWAY,"LINESTRING Z (103.940864686955 1.31174765118329 0, 103.940870918187 1.3114694109398 0, 103.940816674036 1.31122278441787 0, 103.940722343762 1.3110782766905 0, 103.9406567741 1.31101577807969 0, 103.940500490429 1.31092581334533 0, 103.939238954683 1.31044442238842 0)"
kml_436,EAST COAST PARKWAY,"LINESTRING Z (103.968436139925 1.31906523130384 0, 103.96837923856 1.31921833839995 0, 103.968349149972 1.31947273168616 0, 103.968432603563 1.31967096963706 0)"
kml_437,EAST COAST PARKWAY,"LINESTRING Z (103.969999424449 1.32539473834333 0, 103.970380631127 1.32488423734322 0, 103.970556627214 1.32453283767956 0, 103.970610945631 1.32437134724919 0, 103.970655638432 1.32412222105802 0, 103.970672625042 1.32375394128901 0, 103.970633953896 1.32350502865034 0, 103.970560296129 1.32319505633799 0, 103.970239562834 1.32256998998064 0)"
kml_438,EAST COAST PARKWAY,"LINESTRING Z (103.97117424692 1.32577838005069 0, 103.971511353312 1.32520172276515 0, 103.971596455693 1.32495287826782 0, 103.971586774375 1.32470383922832 0, 103.971405037398 1.32430509090429 0)"
kml_439,EAST COAST PARKWAY,"LINESTRING Z (103.974046254758 1.32579211570969 0, 103.97375471986 1.32625696261636 0, 103.973688324852 1.32639828108953 0, 103.97363716842 1.32662011222187 0, 103.97363369462 1.3268274970694 0, 103.97364721962 1.32695502127061 0, 103.9737164292 1.32720142879967 0, 103.973864401409 1.32755975474211 0)"
kml_440,EAST COAST PARKWAY,"LINESTRING Z (103.976986664307 1.33809243892936 0, 103.977439875784 1.33787146577758 0, 103.977921776281 1.33752808640652 0, 103.978426049095 1.33720378765349 0, 103.978775403269 1.33690366259106 0, 103.978889759798 1.33670677986904 0, 103.979005915563 1.33639376525012 0, 103.97903381079 1.33620368757769 0, 103.979029226775 1.33595140261771 0, 103.978951336678 1.335573918591 0, 103.97879322359 1.33514961330001 0)"
kml_441,EAST COAST PARKWAY,"LINESTRING Z (103.981241665438 1.33692164587976 0, 103.98141677999 1.33714016426545 0, 103.981514848895 1.33734458832095 0, 103.981549883571 1.33758426278656 0, 103.981514874688 1.33777459683243 0, 103.981423832825 1.33795083528667 0, 103.981082052676 1.33842897024327 0, 103.981038555667 1.33861386144912 0, 103.981024602946 1.33888506764716 0, 103.981067005124 1.33927898323867 0)"
kml_442,ELIAS ROAD,"LINESTRING Z (103.941183981658 1.37104651479609 0, 103.940257204324 1.37187171704138 0, 103.940156054387 1.37201893555514 0, 103.940116422434 1.37218914201126 0, 103.940146256163 1.37286464262296 0)"
kml_443,ENG NEO AVENUE,"LINESTRING Z (103.805108360779 1.3402358743234 0, 103.805892473001 1.33929545825544 0, 103.805978289962 1.33912599489524 0, 103.805994719788 1.33899305984137 0, 103.805978745574 1.33879787430774 0, 103.805899294551 1.33859590261378 0, 103.805798685351 1.33845913444832 0, 103.805673117797 1.33832239131792 0)"
kml_444,ENG NEO AVENUE,"LINESTRING Z (103.806362835237 1.33898133162491 0, 103.806482893792 1.3391186190872 0, 103.806610094048 1.33926141691443 0)"
kml_445,ENG NEO AVENUE,"LINESTRING Z (103.806959786718 1.33879789055042 0, 103.806610094048 1.33926141691443 0)"
kml_446,ENG NEO AVENUE,"LINESTRING Z (103.806610094048 1.33926141691443 0, 103.806797175368 1.33947143679549 0, 103.806920469303 1.33964419525304 0, 103.806978391686 1.33977851389254 0, 103.806995678321 1.34001653194137 0, 103.806905873353 1.34029215863202 0, 103.806778142269 1.34045607419544 0, 103.806680531903 1.34052568205688 0, 103.806572325204 1.34055992281886 0, 103.806446270708 1.34056721784132 0, 103.806341410866 1.34054420060628 0, 103.806193512416 1.34046752966007 0, 103.806108145339 1.34033520572421 0, 103.8060470082 1.34017795144357 0, 103.806042873147 1.34016731516742 0, 103.806038040218 1.34004808913603 0, 103.806083977564 1.33985830244906 0, 103.806229050262 1.33966637985322 0, 103.806547237144 1.33934473531768 0, 103.806610094048 1.33926141691443 0)"
kml_447,FORT ROAD,"LINESTRING Z (103.886081924614 1.29609080939589 0, 103.885751095289 1.29599972600743 0, 103.885314242375 1.29577607940639 0, 103.884948120094 1.29559396964134 0, 103.884621671901 1.29548977996008 0, 103.88437581872 1.29543896509865 0)"
kml_448,FORT ROAD,"LINESTRING Z (103.888792875878 1.29582514833495 0, 103.888007255205 1.29594339941175 0, 103.886678296606 1.2960838350285 0, 103.886081924614 1.29609080939589 0)"
kml_449,FORT ROAD,"LINESTRING Z (103.886081924614 1.29609080939589 0, 103.885807839586 1.29614982581017 0, 103.885656460913 1.29622819123732 0, 103.885592664612 1.29628535291811 0, 103.885497813695 1.29642760960573 0, 103.885311076275 1.29689564197046 0)"
kml_450,HOUGANG AVENUE 10,"LINESTRING Z (103.895969374013 1.37053063970939 0, 103.895823501815 1.37052575184021 0, 103.895717558364 1.37055115277069 0, 103.895591006111 1.37064252033598 0)"
kml_451,JALAN AHMAD IBRAHIM,"LINESTRING Z (103.704743806018 1.3218258824123 0, 103.705528532321 1.32162161595839 0)"
kml_452,JALAN AHMAD IBRAHIM,"LINESTRING Z (103.667303095664 1.32198299584379 0, 103.666663044137 1.32210080266197 0)"
kml_453,JALAN AHMAD IBRAHIM,"LINESTRING Z (103.674648857383 1.32232849658077 0, 103.67563359943 1.32224225201862 0)"
kml_454,JALAN AHMAD IBRAHIM,"LINESTRING Z (103.663120195002 1.32269245758622 0, 103.663186769959 1.32259196510543 0, 103.663277118069 1.32250104510982 0, 103.663419769326 1.32241730662372 0, 103.663543394885 1.32241013813026 0)"
kml_455,JALAN AHMAD IBRAHIM,"LINESTRING Z (103.69221466503 1.3226402548011 0, 103.693283342243 1.32248329407113 0)"
kml_456,JALAN AHMAD IBRAHIM,"LINESTRING Z (103.714643418849 1.32253552626056 0, 103.714156972301 1.32254882135319 0)"
kml_457,JALAN AHMAD IBRAHIM,"LINESTRING Z (103.69998985144 1.32248441365234 0, 103.699202133118 1.32267543372424 0)"
kml_458,JALAN AHMAD IBRAHIM,"LINESTRING Z (103.683557740254 1.32282623898561 0, 103.682457976445 1.32296931970465 0)"
kml_459,JALAN AHMAD IBRAHIM,"LINESTRING Z (103.660923828403 1.32529365190473 0, 103.661414954343 1.32460141003054 0)"
kml_460,JALAN ANAK BUKIT,"LINESTRING Z (103.783923919234 1.34331611912861 0, 103.78337713493 1.34320861883733 0, 103.782540327554 1.34298296624656 0, 103.781756885701 1.34272011258399 0, 103.781054488671 1.34250257900985 0, 103.780865381927 1.34247538522676 0, 103.780493039832 1.34245407667048 0, 103.779845507668 1.34254893300983 0, 103.779613782228 1.34256351619477 0, 103.779211914986 1.34255452241927 0, 103.7790631997 1.34251504360985 0, 103.778153542631 1.34227356515001 0, 103.77802958157 1.34224453043687 0, 103.777837012561 1.3422650587289 0, 103.777681451767 1.34231934505076 0, 103.777531977122 1.34240402084768 0)"
kml_461,JALAN BAHAR,"LINESTRING Z (103.696457706087 1.35312779802527 0, 103.696802612012 1.35346095644627 0, 103.69724454513 1.35396441706955 0, 103.697769145002 1.35452080373001 0)"
kml_462,JALAN BAHAR,"LINESTRING Z (103.697954786194 1.35560438709194 0, 103.697897174004 1.35550649662732 0, 103.697849928587 1.35534296635327 0, 103.697853171975 1.3551726950946 0, 103.697883430863 1.35506307638373 0, 103.697825800036 1.35465396334986 0, 103.697769145002 1.35452080373001 0)"
kml_463,JALAN BAHAR,"LINESTRING Z (103.697769145002 1.35452080373001 0, 103.69784534825 1.35455702318904 0, 103.698016571788 1.35462508604656 0, 103.698200564376 1.35463600388711 0, 103.698508625001 1.35458276057033 0)"
kml_464,JALAN BAHAR,"LINESTRING Z (103.697954786194 1.35560438709194 0, 103.69784559966 1.35549840330309 0, 103.697653349672 1.35544710701587 0, 103.697550888693 1.35544162984802 0, 103.697150634374 1.35552996157409 0)"
kml_465,JALAN BAHAR,"LINESTRING Z (103.699457396792 1.35699285479214 0, 103.699078729565 1.35668579557772 0, 103.697954786194 1.35560438709194 0)"
kml_466,JALAN BUKIT MERAH,"LINESTRING Z (103.829168175221 1.27975447641186 0, 103.828988784395 1.27947473161687 0, 103.828958406957 1.27928089631268 0, 103.8290357139 1.27907078171815 0)"
kml_467,JALAN BUKIT MERAH,"LINESTRING Z (103.829168175221 1.27975447641186 0, 103.828982071224 1.27959047765741 0, 103.828814648585 1.27952024257573 0, 103.82842295537 1.27947268129886 0)"
kml_468,JALAN BUKIT MERAH,"LINESTRING Z (103.830225214292 1.28052433937826 0, 103.829832158991 1.28027208164227 0, 103.829168175221 1.27975447641186 0)"
kml_469,JALAN BUROH,"LINESTRING Z (103.709939137667 1.31446761898852 0, 103.709820602272 1.3144825260307 0, 103.709707995165 1.31446760658014 0, 103.709614775623 1.31442447740495 0, 103.709497603304 1.31433039976582 0, 103.709414731615 1.31419276882878 0, 103.709142953796 1.31407175063009 0)"
kml_470,JALAN BUROH,"LINESTRING Z (103.709719887372 1.31368320014576 0, 103.709841385408 1.31368320619124 0, 103.709962881082 1.31371303720468 0, 103.710072188739 1.3137819749593 0, 103.71015506089 1.31391071780135 0, 103.710417066301 1.31415719763314 0)"
kml_471,JALAN EUNOS,"LINESTRING Z (103.904821701854 1.32548043469839 0, 103.905045171097 1.32538361423195 0, 103.905263269824 1.32522984520371 0, 103.905606138044 1.32473539590396 0)"
kml_472,JALAN EUNOS,"LINESTRING Z (103.903125697164 1.32533847834529 0, 103.903789584121 1.32542593855338 0, 103.904357627335 1.32546513363671 0, 103.904821701854 1.32548043469839 0)"
kml_473,JALAN EUNOS,"LINESTRING Z (103.906704668261 1.3269505158954 0, 103.906453607581 1.3268509827582 0, 103.906305254206 1.32677824556254 0, 103.906164506653 1.32665956825605 0, 103.905997131269 1.32647580465927 0, 103.905795518112 1.32622313224348 0, 103.905650961804 1.32595514182497 0, 103.905498800593 1.32576372230093 0, 103.9053162101 1.32561058809311 0, 103.905080366608 1.32551105526331 0, 103.904821701854 1.32548043469839 0)"
kml_474,JALAN EUNOS,"LINESTRING Z (103.908865283244 1.32724524412293 0, 103.907754540894 1.32699642601903 0, 103.907241015079 1.32695049982871 0, 103.906704668261 1.3269505158954 0)"
kml_475,JALAN EUNOS,"LINESTRING Z (103.906704668261 1.3269505158954 0, 103.906514472593 1.32696200698584 0, 103.9063356926 1.32701944031156 0, 103.906137157888 1.3271383076477 0, 103.906015332595 1.32725309492469 0, 103.905936931089 1.32737730438522 0, 103.905656549999 1.32800013720251 0)"
kml_476,JALAN KAYU,"LINESTRING Z (103.871991747878 1.40067285460875 0, 103.87212578718 1.40054266196988 0, 103.87227886264 1.40028655442748 0)"
kml_477,JALAN KAYU,"LINESTRING Z (103.863268789433 1.40048378470451 0, 103.863885037198 1.40044357772676 0, 103.864501285166 1.40042059871906 0, 103.864969177196 1.40039187885729 0, 103.865511246899 1.40034592974584 0, 103.865870725174 1.40032869662016 0, 103.86627014596 1.40035166185028 0, 103.86657931778 1.40038046868353 0, 103.866886395909 1.4004090810675 0, 103.868301486798 1.40052391356347 0)"
kml_478,JALAN KAYU,"LINESTRING Z (103.863331559898 1.40083983287913 0, 103.864067632678 1.40072496906302 0, 103.864729529421 1.40069050396881 0, 103.86585931844 1.40064454677795 0, 103.867337172315 1.40054689958808 0, 103.868301486798 1.40052391356347 0)"
kml_479,JALAN KAYU,"LINESTRING Z (103.871991747878 1.40067285460875 0, 103.872310176912 1.40064319068927 0)"
kml_480,JALAN KAYU,"LINESTRING Z (103.868301486798 1.40052391356347 0, 103.868940560079 1.40059281731327 0, 103.869335725595 1.4006388053763 0, 103.869779345438 1.40069043132281 0, 103.870446947601 1.40074210517434 0, 103.870715220145 1.40074491255085 0, 103.870994724964 1.40074783818647 0, 103.871991747878 1.40067285460875 0)"
kml_481,JALAN KAYU,"LINESTRING Z (103.88279012209 1.40414294978169 0, 103.882683456363 1.40378417379196 0, 103.882619253934 1.40333193633353 0, 103.882569306329 1.40239156735749 0, 103.882505108163 1.40214032381746 0, 103.882341057168 1.40194651128399 0, 103.882141344308 1.4018460171599 0, 103.881820381269 1.40183166709577 0, 103.879937397015 1.40173838608241 0, 103.879388190804 1.40164507843364 0, 103.878838988435 1.40160919684791 0, 103.876777691735 1.40157334384759 0, 103.876299813194 1.40152310355334 0, 103.876078705021 1.40155182207917 0, 103.87447389035 1.4014944238967 0, 103.873774902638 1.40146572169073 0, 103.8734476231 1.40147881621157 0, 103.872628096593 1.40159334978275 0, 103.872288476551 1.40153707964355 0)"
kml_482,JURONG CANAL DRIVE,"LINESTRING Z (103.726953696233 1.35415987525812 0, 103.727503431655 1.35376698727294 0, 103.727929639691 1.3534988994421 0, 103.728085051391 1.35335590928026 0, 103.7281623632 1.35315957999544 0, 103.728218114226 1.35260270741555 0)"
kml_483,JURONG PIER ROAD,"LINESTRING Z (103.709449783892 1.31392076996859 0, 103.709521334955 1.3138174039908 0, 103.709583568762 1.31375477365414 0, 103.709719887372 1.31368320014576 0)"
kml_484,JURONG PIER ROAD,"LINESTRING Z (103.709142953796 1.31407175063009 0, 103.709449783892 1.31392076996859 0)"
kml_485,JURONG PIER ROAD,"LINESTRING Z (103.709414731615 1.31419276882878 0, 103.709390934351 1.31408582586204 0, 103.709408717887 1.31400529868888 0, 103.709449783892 1.31392076996859 0)"
kml_486,JURONG PIER ROAD,"LINESTRING Z (103.71015506089 1.31391071780135 0, 103.710191044772 1.31402621482989 0, 103.710199928871 1.31415148215185 0, 103.710161398996 1.31428271229687 0)"
kml_487,JURONG PIER ROAD,"LINESTRING Z (103.710417066301 1.31415719763314 0, 103.710161398996 1.31428271229687 0)"
kml_488,JURONG PIER ROAD,"LINESTRING Z (103.710161398996 1.31428271229687 0, 103.710057676425 1.31438411422927 0, 103.709939137667 1.31446761898852 0)"
kml_489,JURONG TOWN HALL ROAD,"LINESTRING Z (103.745371288212 1.32294877463767 0, 103.74553487878 1.32268839882238 0, 103.745751480002 1.32225661180356 0)"
kml_490,JURONG TOWN HALL ROAD,"LINESTRING Z (103.745371288212 1.32294877463767 0, 103.745564847996 1.3228728529786 0, 103.74577078924 1.32286463330476 0)"
kml_491,JURONG TOWN HALL ROAD,"LINESTRING Z (103.742397998951 1.32440801190522 0, 103.742744681588 1.32400149430003 0, 103.743243642629 1.32374549994841 0, 103.743820867861 1.32352889517191 0, 103.745371288212 1.32294877463767 0)"
kml_492,JURONG TOWN HALL ROAD,"LINESTRING Z (103.749347454109 1.32271670524755 0, 103.746448836026 1.32358041494681 0, 103.74609106658 1.32373563269853 0, 103.745967486855 1.32391568258579 0, 103.745717221274 1.32452535039551 0)"
kml_493,JURONG TOWN HALL ROAD,"LINESTRING Z (103.734820912363 1.34810366855842 0, 103.735153708177 1.34753602511229 0, 103.735853221925 1.34675890971661 0, 103.736629126416 1.34611643238908 0, 103.736720716268 1.34603529567413 0, 103.736826018148 1.34588548577908 0, 103.736859937663 1.34580001576547 0, 103.736882804561 1.34556263942802 0, 103.736814795058 1.34504137444487 0)"
kml_494,JURONG TOWN HALL ROAD,"LINESTRING Z (103.737934943597 1.34594048692824 0, 103.737564027945 1.3459366748788 0, 103.737303013222 1.34596055059131 0)"
kml_495,JURONG WEST AVENUE 2,"LINESTRING Z (103.71458357839 1.35699753293387 0, 103.715063135861 1.35667620765855 0, 103.717021434342 1.3558012365896 0, 103.717125909204 1.3556922541972 0, 103.717160967166 1.35562487002963 0, 103.717216088247 1.35527446386324 0)"
kml_496,JURONG WEST AVENUE 2,"LINESTRING Z (103.717447604392 1.35594521086877 0, 103.717541718361 1.35605363761596 0, 103.717622403656 1.35611690527527 0, 103.71780175567 1.35616217995441 0)"
kml_497,SELETAR WEST LINK,"LINESTRING Z (103.867919170101 1.40163965198471 0, 103.867668581092 1.40166725326324 0, 103.867379435644 1.40169028804168 0, 103.866983819331 1.40167498020187 0, 103.866390393306 1.40163670426986 0, 103.865766535912 1.40159842770599 0, 103.865085660415 1.40159837740644 0, 103.864549295854 1.40160221193009 0, 103.863826535182 1.4016366777768 0, 103.86263968641 1.40167115019408 0, 103.862223148204 1.40171135437855 0, 103.861327305227 1.40174582159273 0, 103.860922178237 1.40172285558674 0, 103.860568405164 1.40169414619863 0, 103.860283103738 1.40163672240953 0, 103.859849445818 1.40152761497614 0, 103.859335902577 1.40137256757044 0, 103.858841381361 1.40120603441937 0)"
kml_498,SELETAR WEST LINK,"LINESTRING Z (103.86280515467 1.40129021374107 0, 103.862400029379 1.40132658963882 0, 103.861897901072 1.40134956669825 0, 103.86145283313 1.40140700013132 0)"
kml_499,SELETAR WEST LINK,"LINESTRING Z (103.867934858851 1.4014834816752 0, 103.867199417125 1.4014293825917 0, 103.866594580065 1.40139110687627 0, 103.866065822957 1.40139494344824 0, 103.864787677879 1.40145621725512 0, 103.863330110416 1.40147014561221 0, 103.862936395382 1.40144143709818 0, 103.861897902116 1.40143570826716 0, 103.86145283313 1.40140700013132 0)"
kml_500,SELETAR WEST LINK,"LINESTRING Z (103.856262217687 1.40080501923591 0, 103.856175908038 1.400902622662 0, 103.855733229067 1.40140322407683 0, 103.855363190938 1.40196035832253 0)"
kml_501,SELETAR WEST LINK,"LINESTRING Z (103.858841381361 1.40120603441937 0, 103.857319774683 1.40077725998343 0, 103.856893725763 1.400800236082 0, 103.856558975312 1.40089978007426 0, 103.856216615558 1.40108355022372 0, 103.855864680418 1.40135714817673 0, 103.855363190938 1.40196035832253 0)"
kml_502,SELETAR WEST LINK,"LINESTRING Z (103.855363190938 1.40196035832253 0, 103.855088579163 1.40249032995139 0, 103.855005369351 1.40276550155356 0, 103.854910272694 1.40319620758661 0, 103.85489838762 1.4035431642192 0, 103.854815179606 1.40402172455493 0)"
kml_503,SENGKANG EAST ROAD,"LINESTRING Z (103.895176620953 1.39956403335069 0, 103.895375780111 1.3994065358628 0, 103.895546474087 1.39874076782437 0)"
kml_504,SENGKANG EAST ROAD,"LINESTRING Z (103.895176620953 1.39956403335069 0, 103.895788331591 1.39942084182504 0)"
kml_505,SENGKANG EAST ROAD,"LINESTRING Z (103.892637311245 1.40033008443341 0, 103.895176620953 1.39956403335069 0)"
kml_506,SOUTH BUONA VISTA ROAD,"LINESTRING Z (103.78348831258 1.29697245935374 0, 103.783856510447 1.29647077223343 0, 103.784163258777 1.2960526326616 0, 103.785463892837 1.29405029882349 0, 103.785525869818 1.29390603034378 0, 103.785546491718 1.29364729656423 0)"
kml_507,SERANGOON ROAD,"LINESTRING Z (103.868039628569 1.3279180898291 0, 103.867978134802 1.32776968268477 0, 103.867900669068 1.3276094249717 0, 103.867732695255 1.32736439973233 0)"
kml_508,SERANGOON ROAD,"LINESTRING Z (103.864890382946 1.32908172017275 0, 103.865363165677 1.32892583417429 0, 103.86612124841 1.32868790396712 0, 103.866977146794 1.32844997219077 0, 103.867819892899 1.32815015102892 0)"
kml_509,SERANGOON ROAD,"LINESTRING Z (103.864281689211 1.32902465981321 0, 103.864549703075 1.32909545820807 0, 103.864890382946 1.32908172017275 0)"
kml_510,SERANGOON ROAD,"LINESTRING Z (103.864067091428 1.32943450872598 0, 103.864482813012 1.32925401223442 0, 103.864890382946 1.32908172017275 0)"
kml_511,SERANGOON ROAD,"LINESTRING Z (103.862631680439 1.33003012715838 0, 103.864067091428 1.32943450872598 0)"
kml_512,SERANGOON ROAD,"LINESTRING Z (103.862927276131 1.3300755064269 0, 103.864067091428 1.32943450872598 0)"
kml_513,SIGLAP LINK,"LINESTRING Z (103.929863196369 1.30780519643966 0, 103.929469535288 1.30783482773853 0)"
kml_514,SIME UNDERPASS,"LINESTRING Z (103.821043368906 1.33576402124146 0, 103.82143918385 1.33590335954763 0, 103.821534280924 1.33590336091336 0, 103.821600849866 1.33586507586646 0, 103.821653154269 1.33581243486706 0, 103.821695947592 1.33572629435052 0, 103.821691192807 1.33564493859966 0, 103.821662664049 1.33554922685278 0, 103.821534283161 1.33543437194132 0, 103.821372617796 1.33534344363261 0, 103.820901885991 1.33514723216391 0, 103.820716445685 1.33506587638939 0, 103.820554781249 1.33497973392387 0, 103.820155372882 1.33472609463224 0, 103.819993708436 1.33464952392391 0, 103.819822531689 1.33460645262314 0, 103.819689396062 1.33460166689087 0, 103.819556258558 1.3346112370338 0, 103.819283931267 1.3347181340833 0, 103.81905807276 1.33484076369921 0)"
kml_515,SIME UNDERPASS,"LINESTRING Z (103.819093788645 1.33717785523717 0, 103.819008202318 1.33694455582496 0, 103.81891905011 1.33662870509191 0)"
kml_516,SIMEI AVENUE,"LINESTRING Z (103.945712299946 1.34028719802001 0, 103.945793322294 1.34027398605949 0, 103.945860649206 1.34022976413072 0, 103.945997581004 1.34004599038067 0, 103.94622128539 1.33981862231804 0, 103.94641163841 1.33962030391821 0, 103.946549487255 1.33952775588258 0, 103.946752984997 1.33944181838814 0, 103.946923666553 1.33941537500628 0, 103.947370071924 1.33938232139203 0, 103.948118455412 1.33932943527963 0, 103.948340016864 1.3392840846045 0, 103.948569824574 1.33920471410895 0, 103.948825882598 1.33904597819371 0, 103.949229983811 1.3387840691417 0)"
kml_517,SIMEI AVENUE,"LINESTRING Z (103.946642618088 1.34188934107111 0, 103.94638488142 1.34244602902411 0, 103.946348659958 1.34257061390903 0, 103.946334840642 1.34277751103791 0, 103.946373857394 1.34294351494786 0, 103.946478087739 1.34312444413466 0, 103.946649787232 1.34326517395872 0, 103.946880759794 1.34333916536107 0, 103.947117335089 1.34332051265909 0, 103.94732820363 1.34320748094692 0, 103.947458661556 1.34306703633867 0, 103.947554463863 1.34282993416655 0, 103.947560796004 1.34267503824591 0, 103.947527058442 1.34247528329761 0, 103.947332188212 1.34210983134415 0, 103.9471196227 1.34186025438179 0)"
kml_518,SIMEI ROAD,"LINESTRING Z (103.954796282075 1.34810198596756 0, 103.955660959655 1.34870007321428 0, 103.956045087293 1.34895557681869 0, 103.956176458316 1.34900276068066 0, 103.956385501919 1.34901614275395 0, 103.95652353124 1.34899096641761 0, 103.956729029964 1.34891405981927 0, 103.95692076043 1.34879161836058 0, 103.957393131316 1.34826589197928 0)"
kml_519,SIMS WAY,"LINESTRING Z (103.873416698293 1.32255929441142 0, 103.87365308319 1.32210806155073 0, 103.874068794579 1.321476335378 0, 103.874460055077 1.32094305865635 0, 103.874720894413 1.32053284726085 0, 103.874802404746 1.32036876163158 0, 103.874840493292 1.32019564122466 0, 103.874883913596 1.32000777777869 0, 103.874908365315 1.31981087824174 0, 103.874885222415 1.31938979932129 0, 103.874828699304 1.31902717184088 0, 103.874758045667 1.31861477199348 0, 103.87470152502 1.31839909197034 0)"
