name,latitude,longitude
Somerset Stn,1.3002756932658601,103.83877618459664
Orchard Plaza,1.30073968408393,103.84100500816842
Concorde Hotel S'pore,1.3004785730821002,103.84184700607595
Opp Ngee Ann City,1.30211335092372,103.83431672376757
Bef Orchard Stn Exit B,1.3025283477364298,103.83239784275958
Opp Orchard Stn/ION,1.30323727330942,103.83254180023424
Opp Mandarin Orchard,1.3023400420296,103.83701253388183
Opp Somerset Stn,1.3015426245056299,103.83852481842337
Orchard Stn/Tang Plaza,1.30446065207443,103.83294467208565
Orchard Stn/Lucky Plaza,1.3038668442511399,103.83413070051407
Natl Youth Council,1.30044251755834,103.8362380421602
Opp Four Seasons Hotel,1.30453752623147,103.82914529614989
Bef Tomlinson Rd,1.3039737923824901,103.82699645124521
Grange Residences,1.3039199999848898,103.82333805603096
Aft Cuscaden Rd,1.30419941874773,103.82354787581356
British Council,1.30543500002797,103.82177666702269
Opp British Council,1.3060898138194799,103.82122150233141
Aft Tomlinson Rd,1.3060263755741799,103.82568042620605
Delfi Orchard,1.3070135326348,103.82835507326037
Royal Thai Embassy,1.30587966240898,103.83049004618626
The Regent S'pore,1.3048865311831102,103.82549755834486
Royal Plaza On Scotts,1.30702238421536,103.83265522662565
Thong Teck Bldg,1.3078380560003402,103.83305083303024
Far East Plaza,1.30731999685228,103.833160882917
Bt Merah Int,1.28210155945393,103.81722480263164
BEF NEIL RD,1.2777380589964,103.83749709165195
Aft Hosp Dr,1.2783204663339298,103.83762574759973
Outram Pk Stn Exit F/SGH,1.2790081966509899,103.83860360621959
Blk 3,1.27744837946643,103.8383889456075
BEF KAMPONG BAHRU TER,1.27605834770353,103.83519065305671
OPP KAMPONG BAHRU TER,1.27623302424393,103.83483786772156
Blk 149,1.2774116353283997,103.83214410914844
Opp Blk 149,1.27739664167497,103.83275178077876
Blk 140,1.27860472196885,103.82948638898172
Opp Blk 140,1.27855472196877,103.83008250001669
Blk 111,1.28045309423663,103.82638920754816
Blk 201,1.2803950142786,103.82708906887606
Opp Blk 120,1.2822783541701999,103.82241744338572
Blk 119,1.28292332245689,103.82165660905856
Bt Merah Town Ctr,1.28394108576437,103.81783962251122
Opp Bt Merah Town Ctr,1.28420923932422,103.81765723225828
OPP BT MERAH SEC SCH,1.2850619516886101,103.81378330114359
BT MERAH SEC SCH,1.2853531572927699,103.81370529674273
Opp Blk 28,1.2859283509855601,103.80935410958449
Opp Pacific Tech Ctr,1.2859800901070402,103.81122515087836
Blk 126 CP,1.2825992459880502,103.82890541983913
Blk 121,1.28231999999009,103.8285719444802
Opp Blk 2,1.28619141382394,103.80686549059318
Blk 1,1.28635135443034,103.80810002234391
Blk 18,1.2858384714046798,103.83238179897587
Blk 1,1.28606797463712,103.83283384311113
Ctrl Green Condo,1.28572048365401,103.82852922870951
Opp Tiong Bahru Stn,1.28593135445772,103.82668969231536
Tiong Bahru Stn,1.28599961406266,103.82748123930962
Opp Tiong Bahru Pk,1.2873680804707799,103.82346004890805
Tiong Bahru Pk,1.28722333302937,103.82395833301355
BEF AR-RABITAH MQUE,1.28850399420484,103.82109741719866
Blk 104A CP,1.2885880522280602,103.82183192865196
Blk 78,1.2886002602009599,103.81903121724014
Delta Swim Cplx,1.28875723330649,103.81936618662205
Opp Redhill Stn,1.28928144532567,103.81662854691156
Redhill Stn,1.28954631749853,103.816728854507
Porsche Ctr S'pore,1.2907549999730301,103.81144166700754
Opp Motor Image,1.29089526651849,103.81191424883257
Ganges Ctr,1.29032906602668,103.83111793441608
Opp Harvest Mansions,1.2905213784016398,103.83178189529585
Blk 51 CP,1.29041850946952,103.82788100149521
Blk 79,1.2906068883948798,103.82865297447871
Gan Eng Seng Sec Sch,1.2906166672167,103.82362326803131
Opp Gan Eng Seng Sec Sch,1.2908813889967101,103.82407777797806
Delta Sports Hall,1.2909033584269198,103.82047232884216
Opp Delta Sports Hall,1.29125331927458,103.82057583280772
Opp Tanglin View,1.2911599999760701,103.81757666701351
Tanglin View,1.29151373164978,103.81757660887743
SIS Bldg,1.29153833298318,103.81445166697796
Opp SIS Bldg,1.2918699745378002,103.81440639448375
Bef Dawson Rd,1.2921585527385802,103.81065866068087
Aft Dawson Rd,1.29233498466278,103.81146486767658
Aft Margaret Dr,1.29428332949691,103.81587839882769
Crescent Girls' Sch,1.2936467128326201,103.81597460107542
Bef Bt Merah Ctrl,1.28136306628839,103.81834423228644
Aft Bt Merah Ctrl,1.28115835063292,103.81857250844853
Opp Blk 116,1.28484639603431,103.82059301467888
Blk 116,1.2849833405097,103.82104149555396
Bef Tiong Bahru Rd,1.28675501760897,103.82204990181913
Aft Tiong Bahru Rd,1.2872383332436201,103.82259298997768
Cendex Ctr,1.2803809206006498,103.82353025808793
Opp Cendex Ctr,1.28037471151153,103.82387343933006
Blk 129,1.28365072319387,103.824502653383
Blk 25B,1.28373603376667,103.82489520929731
Opp Blk 48,1.2890697218660199,103.82559411728037
Blk 48,1.28875832991208,103.82573455047121
Opp Melati Blk 2,1.27627105343758,103.83125639366129
Melati Blk 2,1.2758816629268301,103.83019454205221
Shriro Hse,1.28816729863,103.81167850401884
Blk 50,1.2878822183063798,103.81099317775706
Opp Blk 53,1.28912979528004,103.81280840030114
Blk 52,1.28842024220748,103.81257549749508
Blk 63B,1.2889706156154,103.81503540991777
Blk 54,1.2892779060127,103.814048054222
ENABLING VILLAGE,1.28708384358883,103.81399869917513
OPP ENABLING VILLAGE,1.28747956947939,103.81418936580334
Opp Blk 44,1.28656898930199,103.8116061687213
Blk 44,1.28666552495266,103.81195378046979
Opp Blk 71,1.28762380319765,103.81725596396821
Blk 72,1.28754723360397,103.81639920301683
Aft Margaret Dr,1.29680597432594,103.81169140516062
Bef Margaret Dr,1.29668400003303,103.81216918970024
Bef Tanglin Rd,1.29679993078344,103.81468220659576
Aft Tanglin Rd,1.29668100002552,103.81547381025996
Opp Blk 73,1.2878419548476698,103.81797160113337
Blk 73,1.28811638897142,103.81778388900163
KAMPONG BAHRU TER,1.27585400417691,103.83401000002085
Blk 104,1.2810584535542902,103.82528065411316
Blk 4,1.29172303079906,103.82610949356564
Opp Blk 36,1.28883435010664,103.80924997344988
Blk 161,1.28329993019059,103.81547665017669
Blk 1003,1.28362333298689,103.81472833301792
Ghim Moh Ter,1.3110673548964,103.78932237623975
Pk Hotel Alexandra,1.28679632523156,103.80565677295324
Aft Queenstown NPC HQ,1.28941805603102,103.80228694398485
Blk 166,1.2901347220141899,103.80202111098816
Opp Queen's Cl,1.29119666696879,103.80045500000118
Blk 19,1.29245762862665,103.79998683928974
Aft C'wealth Dr,1.29624499998226,103.79952333299494
Opp Blessed Sacrament Ch,1.2954609366563,103.79952549937242
Opp Queenstown Polyclinic,1.2987216670390902,103.80029797554809
Queenstown Polyclinic,1.29882892782979,103.80097389222824
Opp Queensway Sec Sch,1.30265777802206,103.80118694402536
Queensway Sec Sch,1.30236853162324,103.80161762237655
Blk 97,1.30621305601609,103.80170944396956
Opp Blk 95,1.3054413890029999,103.8018525000066
Viz Holland,1.30851972202313,103.80258027799627
Opp Holland Hill Lodge,1.3094613549269298,103.8033408735464
Tulip Gdn,1.31219444050072,103.80367378215985
Opp Tulip Gdn,1.31305333300118,103.80437666697586
Farrer Rd Mkt,1.3161497108038502,103.80596012189226
Spanish Village,1.31552472199926,103.80574305602846
Farrer Rd Stn Exit B,1.31780157259006,103.80771866952543
Farrer Rd Stn Exit A,1.3174783349091201,103.80785606728588
Queens Condo,1.2928849988828999,103.80706694417341
Blk 53A CP,1.2931986108138,103.80744694841283
Queenstown Stn Exit A/D,1.29463705145492,103.80582510668431
Queenstown Stn Exit B/C,1.29506407111991,103.80596280094791
Blk 42,1.29863585845076,103.80247592925552
Aft Ch Of Our Saviour,1.2980044081638602,103.8036265685558
C'Wealth Stn Exit A/D,1.3021330559826299,103.79839083302141
C'Wealth Stn Exit B/C,1.3027050000182299,103.79838166697327
Opp Blk 7B,1.30535666699303,103.79479722196949
Blk 8,1.3062752139568201,103.79427940117534
Opp Blk 43,1.30722333300814,103.79227638896938
Blk 43,1.30740138898924,103.79254222202354
Buona Vista Stn,1.3080164081509098,103.7883731546267
Blk 15,1.3083797073544399,103.78843145303215
CSC Dempsey Clubhse,1.30692642897557,103.8118645357743
Opp Peirce Rd,1.30817280849852,103.81038349817638
Aft Peirce Rd,1.3083877988511299,103.80939522851013
Great Eastern Mansions,1.30988506093033,103.80716407830104
Lien Twrs,1.3100222532235801,103.80544413357042
Les Jardins De Holland,1.31060065879064,103.80522542227165
Aft Estoril Mansions,1.31115316310297,103.80119919777994
Fairlodge,1.31152857401616,103.80165517330279
Opp Blk 21,1.31119887945564,103.79274002213415
Holland Village,1.31223168432152,103.79444621838488
Opp Holland Village,1.31256112590195,103.79453796697418
Aft East Sussex Lane,1.3147344439829398,103.79008416699844
Aft Coronation Rd West,1.3146687888697801,103.79069259768109
Aft Tan Boon Chong Ave,1.31622694399746,103.78852194399073
Opp Tan Boon Chong Ave,1.31618891387774,103.78904342517946
Cold Storage Jelita,1.31792777802094,103.78592333300938
Opp Cold Storage Jelita,1.3182697560316499,103.78558843680227
Hse No. 578,1.31803972093441,103.78790067716272
Hse No. 589,1.31862443850443,103.78842993526158
Hse No. 532,1.3198963889883601,103.78918694402277
Opp Hse No. 516,1.3203063798654,103.78959970624805
Opp Regent Villa,1.32123138902898,103.79010361098513
Regent Villa,1.3223613968505301,103.79098094008378
Opp Dynasty Gdn II,1.3232091882736101,103.79144668575621
Dynasty Lodge,1.32398638897489,103.79204722198944
Garlick Ville,1.32551506183496,103.79282790894258
Opp Garlick Ville,1.32566611098306,103.79307388903305
Blk 13,1.30934571218561,103.78945112775229
Opp Blk 13,1.30931022636473,103.78968608347117
Buona Vista Stn Exit C,1.30649698638726,103.79058123542394
Buona Vista Stn Exit D,1.3063259638605,103.79084827741468
Buona Vista Ter,1.30917002463976,103.79236323128613
Blk 10A,1.30841137865065,103.79328294102336
Blk 46,1.30906501014268,103.79293216878071
Holland V Stn/Blk12,1.30906722197973,103.79507444402135
Blk 9,1.3076441670056,103.7943258330196
Holland V Stn Exit A,1.3110298137808503,103.79604399202722
Opp Blk 115B,1.30454000002017,103.7983633329984
Blk 92,1.3060647219841202,103.80029777801457
Blk 58,1.2978041669757299,103.79754055603178
Blk 37B,1.2984052780184199,103.79760333302292
Blk 72,1.3003497220046798,103.79707277801478
Blk 50,1.30097055597804,103.7968519439962
Queensway Sec Sch,1.3011350339242098,103.80188584326885
Opp The Fisherman Ch,1.2995189259566298,103.80315156606571
The Fisherman Ch,1.29938075130292,103.80371985837914
Queenstown Lib,1.2981151892262501,103.8060054035445
Opp Queenstown Lib,1.29845351507922,103.80499720571189
Opp Queenstown Pr Sch,1.29710202847016,103.80763649940029
Queenstown Pr Sch,1.29685053610951,103.8078866333446
Alexandra Hosp,1.2859468736223,103.80251884462385
Opp Queensway Shop Ctr,1.2866574223126102,103.80334129425304
Anchorpoint,1.2885710102662,103.80543003047168
Bef IKEA Ind Bldg,1.28903120647732,103.80609093052841
Opp Lea Hin Hardware Fty,1.29108833302538,103.80753083302794
Lea Hin Hardware Fty,1.29117049549107,103.80786180498693
Opp Queens,1.29235984013148,103.805785001398
Tiong Ghee Tp,1.29126703051517,103.80409598352459
Blk 166,1.2910739604521202,103.80247592924285
Blk 158,1.2925648905694198,103.80303321252235
Blk 157,1.292991881006,103.80400524995771
Blk 153,1.29420805600708,103.80314888900557
Blk 163,1.29188972202709,103.80212194401808
Bef Moonbeam Wk,1.31907638897016,103.78243055601492
Opp Moonbeam Wk,1.31958369390988,103.7824392109149
Pandan Valley Condo,1.3208008510991,103.77962855521722
Opp Pandan Valley Condo,1.3210452618344701,103.78018998386835
Aft Pandan Valley,1.32049172685895,103.77653442120544
Opp Pandan Valley,1.3209113197183702,103.776558889914
Pine Gr Condo,1.3204289505948998,103.77506131054079
Opp Pine Gr Condo,1.3207273109777802,103.77515897833835
Blk 109,1.32178500189496,103.7708733985914
Opp Blk 109A,1.321433056,103.77104190000001
Blk 116,1.32402249998323,103.77219388896604
Opp Blk 116,1.3238318757518701,103.7726309437574
Maju Camp,1.326468056,103.77543
Opp Maju Camp,1.326261111,103.7757089
SIM HQ,1.3291831548675601,103.77714711668541
Opp SIM HQ,1.327838056,103.77670359999999
Ngee Ann Poly,1.33243896358504,103.77768506316728
Opp Ngee Ann Poly,1.330819444,103.77800859999999
Bef Clementi Rd,1.3191179107648998,103.77222980786665
Police KINS Trg Camp,1.3196459819278898,103.77279266281437
Blk 7,1.3116483330181399,103.78715166703189
Blk 3,1.3118211109686202,103.78732611099164
Aft Grove Ave,1.3141594439742,103.785061666981
Aft Mt Sinai Lane,1.3145318593328899,103.78504157068623
Opp Henry Pk,1.31574389841394,103.78239154819084
Henry Pk,1.31576900455367,103.78266099158459
Bef Moonbeam Terr,1.31865064467378,103.78127574919664
Pandan Valley,1.3191654924036498,103.77724170687915
Montview,1.31679504687757,103.77699494361259
Bef Mt Sinai Dr,1.3164269368014099,103.78022402243117
Opp Village Twr,1.3154799890134299,103.77820622498257
Logishub @ Clementi,1.32670826856501,103.76399509585458
Opp Logishub @ Clementi,1.32653202760922,103.7642996822057
Bef Mt Sinai Wk,1.3172133609546202,103.7807071208858
Opp S'pore Botanic Gdns,1.30634849184404,103.81983822614548
S'pore Botanic Gdns,1.3067380217198001,103.82013079894884
Aft Min Of Foreign Affairs,1.3063397299680501,103.81430670816292
Bef Tyersall Ave,1.3067178328236102,103.81451858802059
Opp Chatsworth Rd,1.29912972200223,103.81707388901162
Bef Chatsworth Rd,1.29981572699945,103.81744265557978
Aft Rochalie Dr,1.30242834318416,103.81967634723284
Bef Rochalie Dr,1.3026167132146298,103.82045069624506
Opp Valley Pt,1.2933430590635602,103.82636562090549
Valley Pt,1.29328273601932,103.82663492676832
STELLAR RV,1.2947667439943502,103.82853268161284
RV SUITES,1.2953469283682801,103.82964309110659
RV RESIDENCES,1.29488000002792,103.82880805602646
Riva Lodge,1.29636199316259,103.8322512944371
The Cosmopolitan,1.2961221327914099,103.83229211134126
St. Thomas Wk,1.2959113890106002,103.83624277798825
Opp St. Thomas Wk,1.2957511109680402,103.83604111103381
AFT KIM YAM RD,1.2959313890049098,103.83937805601916
BEF KIM YAM RD,1.29578024244395,103.839612720812
Opp Mohd Sultan Rd,1.29414162678811,103.84231209757696
UE Sq/Bef Mohd Sultan Rd,1.2935094439848798,103.8427241670272
Opp Great World City,1.29362677394379,103.83283853530905
Opp Great World City,1.29409221679274,103.83083776407949
The Trillium,1.2950426189642,103.83205533028764
Aft Zion Full Gospel Ch,1.29763682834545,103.82997986347915
Bef Zion Full Gospel Ch,1.29796011528522,103.83053183555204
Grange 80 Condo,1.29910305180416,103.82839289158527
Gramercy Pk,1.2990680912033898,103.82650703485064
Cliveden At Grange,1.29925749997453,103.82665250000116
Aft One Tree Hill,1.30023223661153,103.82403473005562
Bef One Tree Hill,1.30038166697497,103.82414749997378
Bef Orchard Blvd,1.302461,103.8297819
Aft Orchard Blvd,1.302127,103.829875
British High Comm,1.30453622259471,103.82209559895128
Opp British High Comm,1.3040310710651002,103.82205605505207
Aft Unity St,1.29241699362559,103.84109599006901
HarbourFront Int,1.26703502614245,103.81901469907407
Bef Mt Faber Lodge,1.2679544440160602,103.8255261109799
Opp Mt Faber Lodge,1.2684889249437,103.82571717446542
The Pearl @ Mt Faber,1.27132972198996,103.82478361101728
Blk 105,1.27247333301883,103.82418777803015
St. Theresa's Convent,1.27624277802151,103.82306027800863
Opp St. Theresa's Convent,1.27663637861466,103.82345826768822
Blk 54,1.2732727805917,103.81247079301698
Opp Blk 55,1.2732416675533702,103.81304231999674
Aft Telok Blangah Hts,1.2758150000036699,103.81507555599188
Bef Telok Blangah Hts,1.27537485139506,103.81514365492286
Opp Former Railway Stn,1.27231269789239,103.83862035734884
Former Railway Stn,1.272538056,103.8364069
Keppel Workshop,1.27220342411953,103.8339025862589
Tg Pagar DP Blk F5,1.2708961109999999,103.83089190000001
Opp Tg Pagar DP Blk F5,1.27046005041763,103.82979277332599
Opp Keppel DP Blk 517,1.26837500002503,103.82825805600972
Keppel DP Blk 517,1.26804601553507,103.82722490505579
Opp VivoCity,1.26592360897281,103.82228278036631
Aft HarbourFront Stn,1.26591350024271,103.8192566062178
Harbourfront Stn Exit A,1.26607869101924,103.81977877391114
Caribbean at Keppel Bay,1.26740130257465,103.81675441150335
Bef Seah Im Rd,1.2686352773503,103.81546952380808
