address,latitude,longitude
698 HOUGANG ST 61,1.37506139,103.8869105
307 HOUGANG AVE 5,1.3666539569999998,103.8950128
21 HOUGANG AVE 3,1.364245984,103.8914777
322 HOUGANG AVE 5,1.367098554,103.8969787
308 HOUGANG AVE 5,1.366894586,103.8960171
154 HOUGANG ST 11,1.3522029530000002,103.8801732
339 HOUGANG AVE 7,1.370025457,103.8985723
681 HOUGANG AVE 8,1.372978403,103.8856792
314 HOUGANG AVE 5,1.3647792669999999,103.89442059999999
336 HOUGANG AVE 7,1.36930321,103.8983512
321 HOUGANG AVE 5,1.367101312,103.898278
602 HOUGANG AVE 4,1.371232979,103.88691800000001
709 HOUGANG AVE 2,1.3670614269999999,103.88807729999999
674 HOUGANG AVE 8,1.3721728780000002,103.8846458
165 HOUGANG AVE 1,1.350254259,103.8877953
332 HOUGANG AVE 5,1.3684058319999999,103.8978204
135 LOR AH SOO,1.3497582540000002,103.88681009999999
419 HOUGANG AVE 8,1.376128653,103.89483129999999
938 HOUGANG ST 92,1.37428772,103.87967859999999
435 HOUGANG AVE 8,1.377900409,103.8940194
699B HOUGANG ST 52,1.376702901,103.888277
155 HOUGANG ST 11,1.352653389,103.8802927
445 HOUGANG AVE 8,1.3791181909999999,103.89429090000002
617 HOUGANG AVE 8,1.3692978919999998,103.8838268
411 HOUGANG AVE 10,1.374094139,103.8953126
448 HOUGANG AVE 10,1.379115141,103.8951191
142 LOR AH SOO,1.35302664,103.88288759999999
557 HOUGANG ST 51,1.37994979,103.8904387
465 UPP SERANGOON RD,1.3719078830000002,103.89701290000001
835 HOUGANG CTRL,1.370363556,103.8899996
922 HOUGANG ST 91,1.376371236,103.8835196
912 HOUGANG ST 91,1.37849281,103.88401640000001
971 HOUGANG ST 91,1.378021055,103.88024659999999
941 HOUGANG ST 92,1.37356291,103.87918470000001
984D BUANGKOK LINK,1.3823737580000002,103.8809546
978D BUANGKOK CRES,1.380031671,103.87941359999999
572 HOUGANG ST 51,1.378270725,103.88748509999999
915 HOUGANG ST 91,1.377521837,103.88381329999999
570 HOUGANG ST 51,1.3779650419999998,103.88821999999999
919 HOUGANG AVE 4,1.375434031,103.8841929
610 HOUGANG AVE 8,1.370312635,103.8851256
958 HOUGANG ST 91,1.376635679,103.8797875
929 HOUGANG ST 91,1.3760320430000001,103.8814979
456 HOUGANG AVE 10,1.377171374,103.895401
171 HOUGANG AVE 1,1.3511363730000001,103.889169
136 LOR AH SOO,1.349664367,103.8863021
466 HOUGANG AVE 8,1.3725199209999999,103.8970056
372 HOUGANG ST 31,1.362990379,103.89046390000001
461 HOUGANG AVE 10,1.372736224,103.89462929999999
940 HOUGANG ST 92,1.3734830709999999,103.8797778
538 HOUGANG ST 52,1.3778227330000001,103.89032320000001
628 HOUGANG AVE 8,1.369561785,103.8805075
407 HOUGANG AVE 10,1.3729650969999998,103.8956733
705 HOUGANG AVE 2,1.365647882,103.88826490000001
410 PANDAN GDNS,1.319009211,103.7474331
37 TEBAN GDNS RD,1.320531436,103.7426522
247 JURONG EAST ST 24,1.342024246,103.73900970000001
250 JURONG EAST ST 24,1.3426532780000002,103.739977
231 JURONG EAST ST 21,1.341127495,103.7381012
330 JURONG EAST AVE 1,1.350554953,103.7300291
264 JURONG EAST ST 24,1.343828697,103.7416542
411 PANDAN GDNS,1.319022393,103.74669190000002
253 JURONG EAST ST 24,1.3431883580000001,103.7367858
207 JURONG EAST ST 21,1.3378903770000001,103.7424281
115 JURONG EAST ST 13,1.339791488,103.73550279999999
101 JURONG EAST ST 13,1.337011008,103.7387873
211 JURONG EAST ST 21,1.338669111,103.74029250000001
339 JURONG EAST AVE 1,1.3495325169999999,103.7315322
62 TEBAN GDNS RD,1.3214990340000001,103.73898220000001
311 JURONG EAST ST 32,1.347666576,103.7325787
112 JURONG EAST ST 13,1.339209815,103.73582440000001
283 TOH GUAN RD,1.339085068,103.747058
310 JURONG EAST ST 32,1.3482083630000001,103.7337993
329 JURONG EAST AVE 1,1.350139886,103.72993659999999
312 JURONG EAST ST 32,1.3467115269999999,103.73206490000001
22 TEBAN GDNS RD,1.323297343,103.7393881
265 TOH GUAN RD,1.340708117,103.74470229999999
272 TOH GUAN RD,1.342104131,103.7454087
268 TOH GUAN RD,1.341866529,103.7450352
288E JURONG EAST ST 21,1.3403455,103.74371090000001
307 JURONG EAST ST 32,1.346521518,103.73484309999999
405 PANDAN GDNS,1.319234207,103.74965429999999
111 JURONG EAST ST 13,1.338775749,103.73560429999999
314 JURONG EAST ST 32,1.346653511,103.7332752
227 JURONG EAST ST 21,1.341820669,103.7360878
45 TEBAN GDNS RD,1.320051467,103.74112990000002
990A JURONG WEST ST 93,1.335255178,103.6950834
