address,storey_range,floor_area_sqm,lease_commence_date,remaining_lease,resale_price,sold_year,sold_month,latitude,longitude,raffles_place_dist,one_north_dist,jurong_east_dist,orchard_dist,changi_dist,raffles_place_drive,one_north_drive,jurong_east_drive,orchard_drive,changi_drive,mrt_dist,near_bus_itc,near_mrt_itc,bus_u300m,bus_dist,mall_u1km,mall_dist,pri_u1km,pri_u2km,pri_aff_u1km,pri_aff_u2km,pri_elite_u1km,pri_elite_u2km,sec_u1km,sec_u2km,sec_aff_u1km,sec_aff_u2km,sec_elite_u1km,sec_elite_u2km,dist_to_highway,dist_to_exits,price_per_sqft,unit_price,elem_price,hex_id,town,town_min_unit_price,town_max_unit_price,appeal_score
1 BEACH RD,8.0,68.6,1979.0,60.084,343200.0,2018.2,5.7,1.303671351,103.86447870000003,12.480000000000002,32.980000000000004,48.10000000000001,18.5,33.38,8.78,20.95,27.6,9.8,25.98,403.0,0.0,0.0,6.0,51.0,4.0,676.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,936.0,819.0,5004.491255961844,83.24889433179081,13.636091383196113,8181.0,KALLANG/WHAMPOA,62.7371318203751,116.18999089089591,0.38373555443225904
1 BEDOK STH AVE 1,7.5,61.0,1976.0,56.5225,287666.66666666674,2018.083333333333,5.916666666666668,1.3208520870000002,103.93372109999996,30.75,55.23000000000001,67.27999999999999,39.63,20.7,19.28,30.17000000000001,33.62,20.6,16.270000000000003,590.0,0.0,0.0,4.0,171.0,4.0,463.0,1.0,8.0,0.0,0.0,0.0,3.0,1.0,10.0,0.0,1.0,0.0,1.0,1151.0,975.0,4706.551985833545,83.20068805313036,15.24992638761062,6856.0,BEDOK,51.11977742401701,99.51279256079034,0.6629244021775245
1 CHAI CHEE RD,6.5,127.5,1983.0,63.75,516666.66666666674,2018.5,5.333333333333333,1.327968792,103.92271600000002,26.6,49.22,61.07999999999999,36.22,20.73,21.77,29.7,31.87,18.23,19.45,867.0,0.0,0.0,7.0,44.0,3.0,795.0,2.0,8.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,530.0,246.0,4058.577047207605,63.67174047378547,11.337489139758606,6741.0,BEDOK,51.11977742401701,99.51279256079034,0.25937551140991744
1 DELTA AVE,9.5,119.0,1983.0,63.93166666666667,782333.3333333335,2018.0,7.0,1.292075251,103.82858409999999,15.57,24.15,35.77,25.9,49.22,7.88,13.1,22.52,8.47,33.03,723.0,0.0,0.0,6.0,163.0,2.0,390.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1078.0,1082.0,6574.229691876751,102.94124737278506,21.713072264130396,9405.0,BUKIT MERAH,61.931118440609815,155.90058143249632,0.4364197434619386
1 DOVER RD,7.625,67.0,1975.0,56.5,338350.0,2017.5,7.125,1.302525747,103.78327320000002,20.12,18.3,26.45,25.020000000000003,53.77,14.72,3.3000000000000003,16.27,17.819999999999997,37.77,559.0,0.0,0.0,3.0,50.0,3.0,467.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,440.0,526.0,5049.430979978925,89.33072535975808,15.673102251540605,8370.0,QUEENSTOWN,68.01878290104968,119.67382701379316,0.4125820202997498
1 EVERTON PK,7.0,94.0,1980.0,61.91333333333333,541666.6666666665,2017.666666666667,4.0,1.277426543,103.8400012,8.47,23.98,34.7,18.83,42.12,6.22,14.72,23.12,11.48,30.55,488.0,0.0,1.0,7.0,98.0,3.0,498.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,484.0,681.0,5862.520128824476,94.68470468352292,15.740621051567528,9558.0,BUKIT MERAH,61.931118440609815,155.90058143249632,0.34855563924783856
1 GHIM MOH RD,7.7857142857142865,66.57142857142857,1976.0,57.138571428571424,329876.85714285716,2018.0,5.785714285714287,1.3128797569999997,103.78685500000003,24.07999999999999,16.97,30.680000000000003,29.82,57.73000000000001,17.47,5.200000000000001,17.020000000000003,16.63,40.25,760.0,0.0,0.0,4.0,128.0,3.0,679.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1514.0,1597.0,4961.483632157317,86.75977192661342,16.889070535349607,8280.0,QUEENSTOWN,68.01878290104968,119.67382701379316,0.362810435020813
1 HAIG RD,8.9,59.9,1982.0,63.1,309300.0,2018.3,6.6,1.3112909120000005,103.89770339999998,23.920000000000005,48.17000000000001,58.0,32.029999999999994,34.93,14.98,25.88000000000001,28.88000000000001,15.25,20.5,974.0,0.0,0.0,3.0,221.0,4.0,521.0,2.0,7.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1273.0,1183.0,5162.28813559322,81.81656811870505,12.786120910245971,7890.0,GEYLANG,56.60567349092167,112.03927730253292,0.45479443684487003
1 HOUGANG AVE 3,9.3125,61.0625,1975.0,55.69250000000001,230312.5,2018.4375,5.6875,1.3641309730000006,103.89300129999998,27.37,47.22000000000001,60.62,32.07,44.38,21.32,29.62,32.17000000000001,17.78,25.38,870.0,0.0,0.0,4.0,47.0,2.0,744.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,1110.0,669.0,3772.926755447942,67.69564122938714,9.10012750229607,3732.0,HOUGANG,41.786204315828854,81.1839872703508,0.6576369270186175
1 JLN BT MERAH,8.0,64.0,1983.0,63.01333333333333,306833.33333333326,2018.833333333333,6.166666666666668,1.28645354,103.80824240000004,22.9,23.12,33.03,26.77,50.55,11.65,9.93,19.1,13.0,34.27,897.0,0.0,0.0,5.0,19.0,3.0,333.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,272.0,630.0,4794.270833333333,75.99974027447455,14.287482089417553,9445.0,BUKIT MERAH,61.931118440609815,155.90058143249632,0.14971482634820893
1 KG KAYU RD,2.75,62.0,1984.0,65.5425,302750.0,2018.0,3.5,1.303557697,103.88379640000001,16.98,45.05,53.38,24.93,30.73,11.78,24.45,27.42,13.7,22.32,283.0,0.0,0.0,4.0,78.0,1.0,828.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,1.0,553.0,683.0,4883.064516129032,74.45819235624762,31.036829954386306,8191.0,KALLANG/WHAMPOA,62.7371318203751,116.18999089089591,0.21927845843397878
1 LOR 7 TOA PAYOH,5.9230769230769225,67.0,1969.0,49.92307692307693,249692.3076923077,2018.0769230769226,6.230769230769233,1.3394303349999996,103.85344280000002,21.0,32.27999999999999,48.26999999999999,16.97,50.95,16.42000000000001,21.42000000000001,24.15,12.28,27.37,803.0,0.0,0.0,7.0,62.0,1.0,611.0,4.0,11.0,0.0,1.0,1.0,2.0,2.0,9.0,0.0,2.0,0.0,3.0,781.0,717.0,3726.750861079219,74.55727928382878,17.063345177455258,7194.0,TOA PAYOH,56.37677727790368,108.7945572173222,0.34683845876221936
1 LOR LEW LIAN,8.6,67.0,1978.0,58.61666666666667,328392.53333333327,2018.4,5.7333333333333325,1.3508671260000005,103.87534389999998,21.680000000000003,34.38,46.52999999999999,23.050000000000008,37.3,19.92000000000001,28.22000000000001,30.77999999999999,16.38,29.38,271.0,1.0,1.0,9.0,72.0,2.0,387.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,2.0,1647.0,1594.0,4902.937100456621,83.67878233871417,13.062029326977436,3189.0,SERANGOON,48.00287255069534,95.38608760737254,0.7529229442397537
1 MARINE TER,14.9,120.2,1975.0,55.408,816700.0,2018.1,7.1,1.304829022,103.91861500000002,36.48,58.88000000000001,69.0,47.92000000000001,40.47000000000001,16.400000000000002,27.300000000000004,33.63,19.6,18.430000000000003,1898.0,0.0,0.0,7.0,167.0,0.0,1503.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,89.0,227.0,6793.139222096002,122.59891874247828,9.003483907243854,9240.0,MARINE PARADE,86.8716606367701,129.4042026670952,0.839998184924737
1 MARSILING DR,4.647058823529412,66.94117647058823,1974.0,54.43529411764707,217787.5294117647,2018.6470588235293,6.1764705882352935,1.4406710989999996,103.77573989999998,55.37,50.67999999999999,37.17,51.33000000000001,74.68000000000005,35.60000000000001,31.300000000000008,26.35000000000001,28.230000000000004,43.17999999999999,901.0,0.0,0.0,8.0,88.0,1.0,912.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,810.0,728.0,3259.5437961419398,59.8286171456006,19.025137710200703,550.0,WOODLANDS,38.19691376194177,63.43683209530688,0.8570433191562068
1 PINE CL,7.666666666666668,99.55555555555556,2000.0,81.00777777777779,696333.3333333335,2018.0,6.0,1.307870562,103.88319219999997,18.37,44.98,54.77,24.87,30.67000000000001,12.45,25.53,28.180000000000003,14.430000000000005,23.62,203.0,0.0,0.0,3.0,202.0,1.0,970.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,1.0,612.0,621.0,6980.1448828956445,86.16517231027571,18.84337310029712,7913.0,GEYLANG,56.60567349092167,112.03927730253292,0.5332415139345935
1 QUEEN'S RD,14.6,122.2,1974.0,54.582,884000.0,2018.2,7.0,1.317266295,103.8067829,17.78,13.85,24.93,14.77,51.28,15.38,8.48,19.35,10.43,34.45,134.0,0.0,0.0,4.0,119.0,0.0,2341.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,3.0,1764.0,1599.0,7237.263414634145,132.61672694801229,10.93016901026336,6464.0,BUKIT TIMAH,85.9095509320905,132.61672694801229,1.0
1 SAINT GEORGE'S RD,7.571428571428571,82.0,1976.0,56.55357142857143,395142.85714285716,2018.2857142857144,7.142857142857142,1.3234026370000005,103.86163080000004,18.5,40.52999999999999,56.5,22.550000000000008,42.76999999999999,15.319999999999995,23.6,26.17000000000001,11.77,27.27,619.0,0.0,0.0,4.0,17.0,0.0,1167.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,251.0,423.0,4818.815331010453,85.19271533664265,13.670195924274035,8000.0,KALLANG/WHAMPOA,62.7371318203751,116.18999089089591,0.42010070006997585
1 TECK WHYE AVE,7.0,89.16666666666669,1984.0,65.24833333333332,278500.0,2017.833333333333,9.5,1.3825388289999998,103.75171090000002,49.43,37.57,24.7,36.25,66.35000000000001,32.800000000000004,26.95,13.92,25.430000000000003,44.97,906.0,0.0,0.0,4.0,96.0,4.0,289.0,3.0,11.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,648.0,619.0,3174.494085422017,48.66793352400722,7.5271340243587375,1715.0,CHOA CHU KANG,38.237492386353885,61.43536358576746,0.4496292374412789
1 TELOK BLANGAH CRES,8.25,70.66666666666667,1983.0,63.65999999999999,312000.0,2018.166666666667,6.083333333333332,1.279456601,103.8178976,16.28,23.98,35.02,30.92000000000001,49.93,11.75,14.400000000000004,22.800000000000008,13.099999999999996,34.2,1117.0,0.0,0.0,6.0,63.0,0.0,1292.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,62.0,213.0,4416.325416325416,69.36732821426409,12.760714646109975,9526.0,BUKIT MERAH,61.931118440609815,155.90058143249632,0.07913432233082286
1 TG PAGAR PLAZA,14.0,63.4,1977.0,57.399,460750.0,2018.3,6.0,1.275687028,103.84243360000002,11.17,29.779999999999994,39.78,28.48,45.47000000000001,5.3500000000000005,14.919999999999998,23.300000000000004,11.42,29.4,497.0,0.0,0.0,9.0,91.0,3.0,168.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,302.0,518.0,7288.619854721549,126.94340604333428,11.843211426937525,9143.0,CENTRAL AREA,69.68701931804624,135.79697807701396,0.8660780886891914
1 TOH YI DR,7.625,116.0,1988.0,69.05125,778500.0,2018.0,6.5,1.3395717529999998,103.7746782,28.32999999999999,29.82,23.12,23.270000000000003,52.89999999999999,24.33,15.849999999999998,9.88,16.97,36.5,241.0,1.0,0.0,6.0,91.0,3.0,305.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,318.0,273.0,6695.248463114754,96.99996098489105,19.97508462953011,6105.0,BUKIT TIMAH,85.9095509320905,132.61672694801229,0.23744552762128013
10 CHAI CHEE RD,8.545454545454545,97.72727272727272,2001.0,81.97818181818181,529353.4545454546,2017.6363636363642,6.909090909090909,1.3272757240000002,103.92480359999999,22.699999999999992,45.32999999999999,57.33,32.97000000000001,18.13,20.57,28.480000000000004,30.65,17.069999999999997,18.329999999999995,635.0,0.0,0.0,8.0,36.0,4.0,550.0,3.0,8.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,681.0,422.0,5427.842951251646,66.22522468544531,10.06531887004967,6768.0,BEDOK,51.11977742401701,99.51279256079034,0.31214106454693363
10 EUNOS CRES,8.0,91.5,1978.0,58.845714285714294,464214.2857142858,2018.0714285714291,8.214285714285714,1.322286559,103.9027205,19.88,42.22000000000001,54.51999999999999,28.27,25.47,17.979999999999997,26.62,28.77999999999999,15.150000000000004,20.1,308.0,1.0,0.0,0.0,301.0,1.0,962.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,291.0,307.0,5074.235547061634,86.18093035938595,17.639155336742835,7791.0,GEYLANG,56.60567349092167,112.03927730253292,0.5335257828261453
10 GLOUCESTER RD,7.666666666666668,72.55555555555556,1976.0,57.0188888888889,410444.44444444455,2018.4444444444448,5.777777777777778,1.3139165869999998,103.85220979999998,16.099999999999998,32.12,46.63,17.63,41.98,10.95,20.58,25.08,6.25,28.78,182.0,0.0,0.0,4.0,155.0,3.0,477.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,441.0,426.0,5684.404066623404,99.70029699224865,17.622115778767224,8073.0,KALLANG/WHAMPOA,62.7371318203751,116.18999089089591,0.6915095995727326
10 HAIG RD,6.5,66.375,1976.0,56.9475,332500.0,2018.0,7.75,1.3103135190000001,103.8976563,23.0,46.92000000000001,62.68,29.82,33.68,14.269999999999998,25.300000000000004,28.75,15.12,19.72,944.0,0.0,0.0,3.0,140.0,6.0,601.0,2.0,6.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,1221.0,1085.0,5016.573886639676,88.0233514919289,16.85450225858,7905.0,GEYLANG,56.60567349092167,112.03927730253292,0.5667623217819083
10 HOLLAND AVE,6.0,88.0,1975.0,55.33333333333334,541666.6666666665,2018.333333333333,5.0,1.308149971,103.7942752,18.02,12.58,24.83,22.18,51.67,14.85,3.7000000000000006,16.33,15.02,40.03,399.0,0.0,0.0,8.0,56.0,2.0,664.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1532.0,1446.0,6155.303030303031,111.26472896112855,29.09021617658173,8324.0,QUEENSTOWN,68.01878290104968,119.67382701379316,0.837206642698616
10 JLN BATU,6.333333333333332,132.11111111111111,1986.0,66.44333333333333,759111.1111111111,2018.2222222222226,5.0,1.360310013,103.762805,35.07999999999999,36.57,26.85,30.9,62.77,27.800000000000004,19.7,8.65,22.0,41.55,515.0,0.0,0.0,6.0,163.0,2.0,394.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1730.0,1665.0,5743.884410033025,86.42849321013777,16.790032017366222,4049.0,KALLANG/WHAMPOA,62.7371318203751,116.18999089089591,0.4432197229807008
10 JLN BT HO SWEE,6.5,34.0,1971.0,52.585,206000.0,2017.5,6.0,1.28745837,103.83267579999999,16.65,28.35,39.93,21.35,50.3,6.88,15.08,23.6,8.57,32.03,659.0,0.0,0.0,6.0,122.0,2.0,623.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,500.0,484.0,6058.823529411765,115.13768871745279,18.533310145909468,9440.0,BUKIT MERAH,61.931118440609815,155.90058143249632,0.5662112837809548
10 JLN KUKOH,5.0,53.5,1971.0,51.79,224000.0,2018.5,2.5,1.286837933,103.83867409999999,14.97,27.03,40.25,23.08,42.63,3.72,13.35,21.75,8.12,28.87,557.0,0.0,0.0,4.0,86.0,3.0,529.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,44.0,142.0,4190.076869322153,80.78522970430377,16.15704594086075,9071.0,CENTRAL AREA,69.68701931804624,135.79697807701396,0.1678750160277793
10 JOO SENG RD,12.875,119.0,1983.0,63.79375,537236.0,2017.875,8.125,1.334866323,103.88001209999996,23.2,45.07,59.27999999999999,25.180000000000003,35.30000000000001,15.38,23.680000000000003,26.23,11.87,24.770000000000003,855.0,0.0,0.0,4.0,189.0,0.0,1349.0,3.0,7.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,1.0,1.0,2.0,657.0,798.0,4514.588235294117,70.7302141208078,8.864512548362246,7288.0,TOA PAYOH,56.37677727790368,108.7945572173222,0.27382763748279704
10 LOR 7 TOA PAYOH,13.25,112.0,1998.0,78.96000000000002,640250.0,2018.25,4.5,1.337171643,103.8577935,26.05,37.2,61.97,22.02,56.43,17.68,22.5,24.67,12.8,27.3,1240.0,0.0,0.0,9.0,121.0,1.0,954.0,2.0,12.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,2.0,0.0,2.0,421.0,398.0,5699.519230769231,72.16570839668051,12.360322532261224,7249.0,TOA PAYOH,56.37677727790368,108.7945572173222,0.3012132741414227
10 MARSILING DR,7.625,125.25,1976.0,56.59500000000001,330250.0,2018.25,5.125,1.4408056740000001,103.77731859999996,52.47000000000001,49.98,37.72,48.43,71.77999999999999,37.0,32.7,27.75,28.42000000000001,43.37,969.0,0.0,0.0,9.0,58.0,1.0,854.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,957.0,885.0,2635.5255516840884,46.53610521992741,9.918312177524331,551.0,WOODLANDS,38.19691376194177,63.43683209530688,0.33039692711532687
10 PINE CL,8.0,70.33333333333333,1981.0,61.89000000000001,416481.33333333326,2018.333333333333,4.333333333333333,1.309152394,103.8822425,18.03,42.62,54.62,28.329999999999995,32.28,12.03,25.12,27.75,14.2,23.38,363.0,0.0,0.0,4.0,186.0,1.0,994.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,1.0,537.0,546.0,5953.156862745098,96.12457297498405,18.6865911032862,7897.0,GEYLANG,56.60567349092167,112.03927730253292,0.7129051111013038
10 SAINT GEORGE'S RD,3.5,104.0,1985.0,65.17,486500.0,2018.5,5.0,1.323746488,103.8634122,18.07,40.1,56.07,22.12,41.88,13.7,21.98,24.55,10.15,25.65,715.0,0.0,0.0,5.0,138.0,0.0,1019.0,3.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,349.0,415.0,4677.884615384615,71.78564755474353,25.24078737156652,8001.0,KALLANG/WHAMPOA,62.7371318203751,116.18999089089591,0.16928029466918976
10 SELEGIE RD,5.0,56.66666666666666,1974.0,54.25,349333.33333333326,2018.333333333333,6.0,1.303708794,103.8505372,10.13,26.67,44.23,13.42,36.73,7.23,18.53,24.98,4.87,25.77,235.0,0.0,0.0,4.0,82.0,9.0,270.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,767.0,769.0,6163.6382623224745,113.66141681025069,30.4788351941298,8936.0,CENTRAL AREA,69.68701931804624,135.79697807701396,0.665170547943193
10 TECK WHYE AVE,6.5,68.5,1978.0,59.242,248688.8,2017.7,5.9,1.380470551,103.7552111,44.13,35.35000000000001,21.48,36.95,66.16999999999999,32.550000000000004,26.72,13.680000000000005,25.12,44.64999999999999,763.0,0.0,0.0,6.0,123.0,3.0,309.0,3.0,11.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,816.0,605.0,3640.786603567528,61.43536358576746,13.072972444672027,1732.0,CHOA CHU KANG,38.237492386353885,61.43536358576746,1.0
10 TELOK BLANGAH CRES,5.75,62.25,1975.0,55.395,264500.0,2018.5,5.5,1.277731532,103.8197694,18.43,30.48,41.85,37.08,52.08,10.87,13.53,21.93,12.22,33.32,1201.0,0.0,0.0,5.0,29.0,0.0,1272.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,132.0,130.0,4230.579096045198,76.34590426446894,18.61859725310395,9547.0,BUKIT MERAH,61.931118440609815,155.90058143249632,0.153398618709822
10 TOH YI DR,5.0,147.6,1989.0,69.798,989800.0,2018.2,6.4,1.337539566,103.7731611,31.63000000000001,33.12,25.7,27.45,59.32000000000001,25.78,17.3,10.9,18.42,37.95,518.0,0.0,0.0,0.0,309.0,3.0,587.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,272.0,289.0,6709.500088952143,96.1376628637496,19.227532572749922,6129.0,BUKIT TIMAH,85.9095509320905,132.61672694801229,0.21898373663551157
100 BEDOK NTH AVE 4,7.0625,72.625,1978.0,59.1825,289937.5,2018.1875,6.75,1.3343559340000002,103.93903270000004,31.550000000000008,54.41999999999999,67.63,42.79999999999999,22.680000000000003,23.680000000000003,31.42000000000001,33.77,20.15,17.72,722.0,0.0,0.0,4.0,101.0,1.0,850.0,4.0,11.0,0.0,0.0,2.0,4.0,3.0,11.0,0.0,0.0,0.0,0.0,67.0,109.0,3995.7381867175263,67.48499873179709,13.27954271063676,6647.0,BEDOK,51.11977742401701,99.51279256079034,0.33817321077281515
100 C'WEALTH CRES,5.75,59.625,1970.0,51.12375,279000.0,2018.0,4.625,1.3077052759999999,103.8012725,20.78,20.85,32.15,24.62,54.43,15.78,7.799999999999999,20.42,12.68,37.7,684.0,0.0,0.0,4.0,171.0,0.0,1431.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1992.0,1910.0,4670.890066779654,91.37923087801217,22.016762587272314,8328.0,QUEENSTOWN,68.01878290104968,119.67382701379316,0.45223943524228616
100 LOR 1 TOA PAYOH,10.142857142857142,68.71428571428571,1970.0,50.52428571428572,289542.85714285716,2018.0714285714291,5.928571428571429,1.339564005,103.84858570000004,20.67000000000001,31.25,46.51999999999999,16.63,44.55,18.35,21.1,23.67000000000001,11.78,28.92000000000001,294.0,0.0,0.0,8.0,139.0,2.0,427.0,5.0,9.0,0.0,1.0,1.0,2.0,2.0,8.0,0.0,2.0,0.0,3.0,975.0,891.0,4213.434604611075,83.31099519671452,9.338332984092588,7192.0,TOA PAYOH,56.37677727790368,108.7945572173222,0.5138374412258564
100 WHAMPOA DR,18.5,91.0,1974.0,54.1025,380472.0,2018.5,8.0,1.320779477,103.8543487,21.92,41.6,51.78,16.82,42.48,12.15,20.45,24.57,8.62,29.57,774.0,0.0,0.0,4.0,163.0,0.0,1069.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,52.0,36.0,4181.010989010989,77.27403789325444,11.368947441561374,8013.0,KALLANG/WHAMPOA,62.7371318203751,116.18999089089591,0.2719575028475218
101 AH HOOD RD,11.857142857142858,118.0,1981.0,62.66571428571428,654428.5714285715,2017.2857142857144,9.571428571428571,1.32739679,103.844481,19.95,29.7,53.75,18.97,50.32999999999999,13.569999999999995,18.73,20.9,7.420000000000001,29.28,660.0,0.0,0.0,7.0,107.0,5.0,165.0,1.0,11.0,0.0,1.0,0.0,2.0,1.0,10.0,0.0,3.0,0.0,4.0,217.0,207.0,5546.004842615012,88.4798648264489,12.19778133129635,7944.0,KALLANG/WHAMPOA,62.7371318203751,116.18999089089591,0.4815969333298187
101 ALJUNIED CRES,8.0,74.85714285714286,1978.0,57.847142857142856,316571.4285714286,2018.7142857142856,6.571428571428571,1.3209227529999998,103.88335200000004,15.37,39.23,49.73,26.87,29.5,13.900000000000002,25.72,27.95,14.150000000000002,22.63,502.0,0.0,0.0,4.0,198.0,0.0,1052.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,53.0,274.0,4232.529218775084,73.1814480819894,13.23011652709306,7781.0,GEYLANG,56.60567349092167,112.03927730253292,0.2990203315555633
101 ANG MO KIO AVE 3,6.125,113.5,1978.0,58.01125,492361.0,2018.75,5.25,1.370261584,103.83946790000002,28.92000000000001,39.32999999999999,56.7,24.88,54.62,20.17,24.22,27.95,16.680000000000003,33.67000000000001,1167.0,0.0,0.0,4.0,36.0,1.0,747.0,3.0,9.0,1.0,2.0,1.0,2.0,5.0,12.0,1.0,2.0,2.0,4.0,1990.0,1879.0,4342.661000672237,74.83178702618531,15.134989872124095,2868.0,ANG MO KIO,48.941092721124754,93.79298471217095,0.5772486545323244
101 BEDOK NTH AVE 4,7.25,45.0,1978.0,59.2925,220750.0,2017.75,5.75,1.3344846670000001,103.9379247,32.12,54.52,69.63,43.37,22.0,22.85,30.77,32.93,19.3,16.88,601.0,0.0,0.0,2.0,151.0,1.0,972.0,4.0,10.0,0.0,0.0,2.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,45.0,60.0,4905.555555555556,82.69780946750562,12.825411203795738,6646.0,BEDOK,51.11977742401701,99.51279256079034,0.6525328490948439
101 BEDOK RESERVOIR RD,5.375,115.75,1985.0,66.0525,418125.0,2018.125,5.125,1.3284491329999997,103.9099374,33.43,57.92000000000001,70.38,42.32,34.98,20.83,28.75,30.92000000000001,17.22,21.550000000000004,766.0,0.0,0.0,1.0,259.0,0.0,1995.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.0,161.0,3630.161346941518,54.9437976704957,11.90082312200328,6735.0,BEDOK,51.11977742401701,99.51279256079034,0.07902008659040666
101 BISHAN ST 12,15.0,128.0,1987.0,67.515,795666.6666666665,2018.0,6.833333333333332,1.3448591580000002,103.8484008,27.77,35.12,48.37,23.73,48.85,17.98,22.02,25.75,14.43,31.28,475.0,0.0,0.0,7.0,102.0,2.0,598.0,4.0,10.0,0.0,1.0,0.0,2.0,4.0,8.0,1.0,2.0,1.0,3.0,1076.0,1085.0,6222.261657286756,92.13884619401891,11.799381243136153,5057.0,BISHAN,60.269202437554405,104.71884134318148,0.7169831868404669
101 BT BATOK WEST AVE 6,6.5,124.3,1985.0,65.65100000000001,469288.8,2018.2,8.0,1.3467063609999996,103.7469207,35.52999999999999,28.4,8.03,36.88,69.18000000000002,25.82999999999999,17.729999999999997,3.7,24.13,43.67000000000001,464.0,1.0,0.0,8.0,87.0,1.0,452.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,344.0,327.0,3769.860269339375,57.4125017930517,13.899729788474849,4180.0,BUKIT BATOK,45.388244408445615,75.4522795519283,0.3999548738956527
101 BT PURMEI RD,5.75,77.5,1983.0,64.36,407708.33333333326,2017.75,6.833333333333332,1.2714625659999998,103.82568349999998,17.849999999999994,31.0,43.53,33.64999999999999,51.88,9.07,12.8,21.2,12.45,31.77999999999999,773.0,0.0,0.0,7.0,101.0,1.0,896.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,489.0,446.0,5207.457368618464,80.9229436742186,19.084055687600163,9639.0,BUKIT MERAH,61.931118440609815,155.90058143249632,0.2021063506050745
