address,storey_range,floor_area_sqm,lease_commence_date,remaining_lease,resale_price,sold_year,sold_month,latitude,longitude,raffles_place_dist,one_north_dist,jurong_east_dist,orchard_dist,changi_dist,raffles_place_drive,one_north_drive,jurong_east_drive,orchard_drive,changi_drive,mrt_dist,near_bus_itc,near_mrt_itc,bus_u300m,bus_dist,mall_u1km,mall_dist,pri_u1km,pri_u2km,pri_aff_u1km,pri_aff_u2km,pri_elite_u1km,pri_elite_u2km,sec_u1km,sec_u2km,sec_aff_u1km,sec_aff_u2km,sec_elite_u1km,sec_elite_u2km,dist_to_highway,dist_to_exits,price_per_sqft,unit_price,elem_price,hex_id,town,town_min_unit_price,town_max_unit_price,appeal_score
121A KIM TIAN PL,14.0,104.2,2001.0,81.883,769388.8,2017.9,4.8,1.282650681,103.8281785,16.22,21.87,33.37,28.25,44.82999999999999,8.230000000000002,13.180000000000005,21.579999999999995,10.0,32.529999999999994,370.0,0.0,0.0,3.0,57.0,1.0,439.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,295.0,289.0,7393.245479504471,90.31846332487059,11.410976382890372,9492.0,BUKIT MERAH,61.931118440609815,155.90058143249632,0.30209116856091633
121A RIVERVALE DR,11.9,108.1,2000.0,80.72500000000002,395980.0,2018.2,7.1,1.3866908830000002,103.90511190000004,35.93,48.38,66.14999999999999,36.28,42.8,24.829999999999995,34.07,36.22000000000001,22.6,23.12,1223.0,0.0,0.0,8.0,111.0,2.0,391.0,4.0,15.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,633.0,804.0,3664.7332667332666,45.40410157585541,4.557044164730612,2032.0,SENGKANG,41.178724969218116,67.75428524303348,0.15899482694257672
121B RIVERVALE DR,9.090909090909092,104.54545454545456,2000.0,80.86272727272727,397898.90909090906,2018.3636363636365,4.818181818181818,1.3863528209999998,103.9048348,36.53,48.98000000000001,66.75,36.88,43.399999999999984,25.449999999999992,34.68,36.85000000000001,23.22,23.73,1217.0,0.0,0.0,8.0,115.0,2.0,349.0,3.0,15.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,676.0,836.0,3805.118271452194,47.038992128428276,8.622270111123022,2032.0,SENGKANG,41.178724969218116,67.75428524303348,0.22051340023804591
121C SENGKANG EAST WAY,5.75,105.125,2000.0,81.01,385000.0,2018.25,6.125,1.386294266,103.90538070000001,37.17000000000001,49.62,67.38,37.52,44.03,26.45,35.67000000000001,37.82999999999999,24.2,23.65,1271.0,0.0,0.0,8.0,100.0,2.0,405.0,3.0,15.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,639.0,782.0,3665.529653832406,45.254203621764965,9.776677915535073,2032.0,SENGKANG,41.178724969218116,67.75428524303348,0.15335438314587022
121D SENGKANG EAST WAY,7.666666666666668,105.55555555555556,2000.0,80.96444444444442,385777.77777777775,2018.333333333333,5.777777777777778,1.3857952109999998,103.90541400000004,38.38,50.82999999999999,68.60000000000001,38.73,45.25,26.020000000000003,35.25,37.4,23.770000000000003,23.83,1305.0,0.0,0.0,8.0,96.0,2.0,399.0,3.0,14.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,669.0,788.0,3665.589207485232,45.28017317936053,9.053799843751282,2048.0,SENGKANG,41.178724969218116,67.75428524303348,0.15433158013919773
122 ANG MO KIO AVE 3,7.333333333333332,77.1111111111111,1978.0,59.19333333333334,342444.44444444444,2018.2222222222226,5.111111111111111,1.3701886069999996,103.8434132,28.5,38.37,50.52,24.47,52.73,19.83,23.88,27.62,16.3,33.28,730.0,0.0,0.0,4.0,111.0,2.0,344.0,3.0,9.0,0.0,2.0,0.0,2.0,5.0,12.0,0.0,2.0,0.0,4.0,1614.0,1512.0,4407.719999617766,74.33170841788541,14.044321979309863,2870.0,ANG MO KIO,48.941092721124754,93.79298471217095,0.5660991001634758
122 BEDOK NTH ST 2,7.7857142857142865,77.0,1978.0,58.99999999999999,343164.2857142857,2017.7857142857144,5.785714285714287,1.3286171979999999,103.9377871,31.899999999999995,54.76999999999999,67.04999999999998,42.18,20.12,22.88,30.949999999999992,33.12,19.48,17.050000000000004,911.0,0.0,0.0,2.0,220.0,3.0,735.0,5.0,8.0,0.0,0.0,2.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,632.0,633.0,4455.644830435511,75.49702340669957,11.794153813282266,6749.0,BEDOK,51.11977742401701,99.51279256079034,0.5037348037477117
122 BEDOK RESERVOIR RD,6.0,92.33333333333331,1987.0,67.69333333333333,393333.33333333326,2018.0,10.333333333333334,1.331978868,103.91062370000002,29.42,48.9,63.68,40.78,30.17,19.8,27.72,29.88,16.25,20.58,395.0,0.0,0.0,5.0,89.0,0.0,2211.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,334.0,504.0,4283.387270765911,63.322499507843006,15.001982412259698,6684.0,BEDOK,51.11977742401701,99.51279256079034,0.25215874748323497
122 BISHAN ST 12,7.75,89.08333333333331,1986.0,66.59583333333333,513125.0,2018.166666666667,4.916666666666667,1.346819884,103.85061410000002,23.9,30.88,42.76999999999999,19.87,44.01999999999999,17.180000000000003,21.98,25.72,13.550000000000002,30.399999999999995,490.0,1.0,1.0,7.0,101.0,2.0,448.0,3.0,12.0,0.0,1.0,0.0,2.0,4.0,8.0,1.0,2.0,1.0,3.0,803.0,839.0,5759.924450549451,86.46568836169143,14.869843376606108,5046.0,BISHAN,60.269202437554405,104.71884134318148,0.589352052549986
122 BT BATOK CTRL,8.0,148.875,1985.0,65.74000000000001,647361.0,2018.125,8.0,1.3520434769999998,103.74695229999999,38.05,30.2,9.87,39.07999999999999,68.3,27.38,19.28,5.25,25.33,44.87,434.0,1.0,0.0,4.0,28.0,1.0,309.0,3.0,8.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,821.0,816.0,4352.613227510045,66.17897392841151,13.878713934593279,4127.0,BUKIT BATOK,45.388244408445615,75.4522795519283,0.6915482043824357
122 BT MERAH LANE 1,3.5,75.0,1979.0,60.58,412500.0,2018.0,4.0,1.2864588190000001,103.8042002,22.88,25.17,34.98,30.62,55.52,12.85,9.12,18.28,13.38,35.53,894.0,0.0,0.0,5.0,98.0,3.0,157.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,248.0,253.0,5552.508541629204,91.52710223450231,31.09888319050931,9443.0,BUKIT MERAH,61.931118440609815,155.90058143249632,0.3149532076867127
122 GEYLANG EAST CTRL,7.25,91.25,1982.0,62.28125,493750.0,2018.75,5.375,1.317679503,103.88497149999999,16.33,40.2,50.7,24.72,29.92000000000001,14.37,26.050000000000004,28.2,14.569999999999995,22.88,307.0,0.0,0.0,5.0,112.0,3.0,850.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,415.0,526.0,5410.893454371715,86.8736502868677,15.608312135178528,7815.0,GEYLANG,56.60567349092167,112.03927730253292,0.5460221727385877
122 HOUGANG AVE 1,2.0,116.0,1983.0,63.832,525377.6,2018.4,6.4,1.3537440809999999,103.8861593,31.27,44.52,56.92999999999999,31.62,49.27,21.87,30.920000000000005,33.25,19.08,26.23,694.0,0.0,0.0,4.0,191.0,2.0,654.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,1.0,1290.0,1439.0,4406.955466548237,69.02939161352393,34.514695806761964,3838.0,HOUGANG,41.786204315828854,81.1839872703508,0.6914903645502771
122 KIM TIAN RD,10.25,126.25,1995.0,75.895,832250.0,2018.25,6.375,1.283391874,103.82889399999999,14.099999999999998,22.88,34.22,29.270000000000003,45.85000000000001,8.5,13.5,21.9,10.2,32.85,337.0,0.0,0.0,3.0,88.0,1.0,393.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,306.0,316.0,6591.801024871888,86.92263502244727,19.29174388437629,9492.0,BUKIT MERAH,61.931118440609815,155.90058143249632,0.2659535958399088
122 LOR 2 TOA PAYOH,8.0,108.45454545454544,1999.0,80.44727272727273,708090.9090909091,2018.0,6.7272727272727275,1.3398052400000002,103.8462812,16.579999999999995,27.0,43.57,12.55,40.47000000000001,17.75,20.7,23.22,11.2,28.32,142.0,0.0,0.0,7.0,73.0,2.0,560.0,4.0,8.0,0.0,1.0,0.0,2.0,4.0,8.0,1.0,2.0,1.0,3.0,998.0,880.0,6511.3060607580355,80.95798999198854,13.646112794897606,7190.0,TOA PAYOH,56.37677727790368,108.7945572173222,0.4689479932666822
122 MARSILING RISE,2.0,170.0,1995.0,75.17,583000.0,2019.0,1.0,1.4391661969999998,103.77965859999999,56.0,50.25,36.73,51.97,72.87,37.1,32.83,27.88,29.75,43.28,872.0,0.0,0.0,5.0,118.0,2.0,628.0,3.0,8.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1129.0,1102.0,3429.4117647058824,45.62208014774354,22.81104007387177,575.0,WOODLANDS,38.19691376194177,63.43683209530688,0.2941834552604833
122 MCNAIR RD,2.0,85.33333333333333,1987.0,67.30666666666667,426000.0,2018.333333333333,8.666666666666666,1.318842597,103.8568377,14.93,31.47,46.08000000000001,18.63,39.08,11.08,20.88,25.73,9.83,27.7,441.0,0.0,0.0,5.0,54.0,2.0,819.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,233.0,208.0,4995.268620268621,74.21289625718646,37.10644812859323,8029.0,KALLANG/WHAMPOA,62.7371318203751,116.18999089089591,0.21468944105817214
122 PASIR RIS ST 11,9.0,109.16666666666669,1989.0,69.19333333333334,416833.33333333326,2018.833333333333,5.666666666666668,1.366528335,103.954405,44.67000000000001,67.72000000000001,78.18,55.97000000000001,33.65,31.63,40.03,42.2,28.57,15.83,900.0,0.0,0.0,3.0,263.0,1.0,833.0,3.0,9.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,114.0,353.0,3827.2593255190795,55.316120770591155,9.013091446782717,2480.0,PASIR RIS,43.50398179749715,71.55825353538319,0.421046002671395
122 PAYA LEBAR WAY,9.8,92.4,1980.0,61.234,408200.0,2017.8,7.8,1.322600375,103.8824632,16.47,40.33,50.83,27.97,30.6,19.35,28.5,30.95,10.03,21.05,519.0,0.0,0.0,3.0,131.0,0.0,1203.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,19.0,162.0,4419.6938122007505,72.13478089702541,7.5693329608448625,7763.0,GEYLANG,56.60567349092167,112.03927730253292,0.28013887494810463
122 PENDING RD,3.5,74.5,1988.0,68.25,277500.0,2018.5,11.0,1.377643751,103.7699751,47.2,41.18,32.15,43.43,67.38,27.85,23.55,15.2,20.47,40.02,908.0,0.0,0.0,6.0,92.0,4.0,678.0,4.0,8.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,627.0,634.0,3753.033088235294,55.018383665987216,19.766330050768005,3344.0,BUKIT PANJANG,41.18990670299474,70.64784749753744,0.4694312158287147
122 POTONG PASIR AVE 1,7.0,124.33333333333331,1984.0,65.14,642666.6666666665,2017.666666666667,7.666666666666668,1.33493172,103.866125,22.2,42.47,57.08000000000001,23.899999999999995,47.83000000000001,14.37,22.67,25.23,10.77,25.850000000000005,394.0,0.0,0.0,4.0,64.0,1.0,460.0,1.0,10.0,0.0,0.0,0.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,382.0,371.0,5136.377801749969,78.8525650138505,19.54566462167877,7281.0,TOA PAYOH,56.37677727790368,108.7945572173222,0.4287817561507384
122 SENGKANG EAST WAY,10.25,100.5,2000.0,81.02250000000002,372500.0,2018.0,7.75,1.3871648980000002,103.9065344,35.33,47.78,65.55,35.68,42.2,25.5,34.72,36.88,23.32,22.77,1336.0,0.0,0.0,9.0,62.0,2.0,557.0,4.0,16.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,495.0,659.0,3716.158841158841,45.843871694167134,8.163440795625919,2033.0,SENGKANG,41.178724969218116,67.75428524303348,0.17554274216169738
122 SIMEI ST 1,8.75,98.375,1988.0,68.3125,470375.0,2018.375,7.125,1.345571773,103.95249809999996,30.92000000000001,53.77999999999999,64.67,39.8,17.73,25.97,33.9,36.05,22.430000000000003,15.38,356.0,0.0,0.0,2.0,126.0,1.0,338.0,4.0,11.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,43.0,281.0,4821.9202037799605,70.59816520772118,8.520632993599241,4541.0,TAMPINES,45.923453241354,83.46135467326172,0.6573279545508461
122 TECK WHYE LANE,6.0,110.0,1989.0,70.33333333333333,339000.0,2017.333333333333,7.666666666666668,1.378518984,103.7496307,37.07,36.58,26.73,33.77,64.75,34.5,27.87,14.37,27.13,46.68,1002.0,0.0,0.0,9.0,171.0,3.0,358.0,3.0,8.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1084.0,1012.0,3090.884868266673,43.93190020569389,7.575360795195523,1746.0,CHOA CHU KANG,38.237492386353885,61.43536358576746,0.24547113700174167
122 YISHUN ST 11,6.333333333333332,78.66666666666667,1984.0,64.93444444444444,286987.55555555556,2018.4444444444448,6.666666666666668,1.434997589,103.8311248,44.89999999999999,54.23,50.98,40.87,64.02,34.07,40.63,38.82,30.52,40.27,744.0,0.0,0.0,5.0,95.0,1.0,951.0,5.0,9.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3261.0,3013.0,3672.1497055642517,56.54457277995224,11.016125263113734,793.0,YISHUN,40.766577486899415,70.08375596020441,0.5381825985546191
122 YUAN CHING RD,5.9230769230769225,62.769230769230774,1974.0,54.80769230769231,221615.38461538465,2018.2307692307693,5.8461538461538485,1.3359854690000004,103.72386600000004,39.88,33.43,31.430000000000003,45.899999999999984,72.22000000000001,23.42000000000001,15.319999999999995,8.620000000000001,29.230000000000004,48.55,952.0,0.0,0.0,8.0,131.0,1.0,399.0,1.0,6.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,1.0,0.0,1.0,1111.0,1125.0,3528.3604729791473,64.32074012492318,13.498707412330182,5355.0,JURONG WEST,36.95491500369549,74.36245474002018,0.7315590737621813
122A SENGKANG EAST WAY,9.5,109.875,2000.0,81.3125,397750.0,2017.875,7.125,1.386614515,103.906024,36.8,49.25,67.02,37.15,43.67000000000001,25.87,35.1,37.27,23.63,23.08,1314.0,0.0,0.0,8.0,69.0,2.0,484.0,4.0,15.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,569.0,715.0,3619.8185988323603,44.52332098566214,7.456410297393948,2032.0,SENGKANG,41.178724969218116,67.75428524303348,0.12585232378861338
122B SENGKANG EAST WAY,9.2,130.6,2000.0,80.65,533000.0,2018.4,7.6,1.3871648980000002,103.9065344,35.33,47.78,65.55,35.68,42.2,25.5,34.72,36.88,23.32,22.77,1336.0,0.0,0.0,9.0,62.0,2.0,557.0,4.0,16.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,495.0,659.0,4081.5032295948326,50.62562124685836,6.681066608751989,2033.0,SENGKANG,41.178724969218116,67.75428524303348,0.3554730805411533
122C SENGKANG EAST WAY,8.75,129.875,2000.0,80.92625,524861.125,2017.875,8.5,1.3875085019999998,103.9061438,35.0,47.45,65.22000000000001,35.35,41.87,26.020000000000003,35.23,37.4,23.770000000000003,23.23,1280.0,0.0,0.0,9.0,57.0,2.0,533.0,4.0,18.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,502.0,698.0,4040.482967756399,49.95828252755434,10.054496305264296,2032.0,SENGKANG,41.178724969218116,67.75428524303348,0.3303620871160573
122D RIVERVALE DR,11.0,105.0,2000.0,81.35374999999998,391625.0,2017.625,7.375,1.3870961119999998,103.90572299999998,36.13,48.57999999999999,66.35000000000001,36.48,43.0,25.2,34.42000000000001,36.57999999999999,22.95,23.48,1259.0,0.0,0.0,10.0,81.0,2.0,471.0,4.0,16.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,560.0,741.0,3738.2575757575764,45.96752301400183,4.706813138222088,2032.0,SENGKANG,41.178724969218116,67.75428524303348,0.18019556297001446
122E RIVERVALE DR,8.428571428571429,104.14285714285714,2000.0,80.89285714285714,360857.1428571429,2018.142857142857,6.571428571428571,1.3879572499999997,103.9058522,35.53,47.98,65.75,35.88,42.4,25.73,34.95,37.12,23.5,23.58,1230.0,0.0,0.0,9.0,71.0,2.0,498.0,4.0,18.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,494.0,692.0,3475.3564478335124,42.95546024791377,11.012204744369418,2013.0,SENGKANG,41.178724969218116,67.75428524303348,0.06685598573988498
123 BEDOK NTH ST 2,3.2,67.0,1978.0,58.636,272400.0,2018.2,5.4,1.329198687,103.9373433,31.920000000000005,54.78,67.35,43.17,20.55,22.67,30.73,32.9,19.27,16.85,939.0,0.0,0.0,3.0,252.0,3.0,737.0,5.0,8.0,0.0,0.0,2.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,575.0,575.0,4065.671641791044,69.20105887308193,25.54373998077908,6749.0,BEDOK,51.11977742401701,99.51279256079034,0.3736341163691029
123 BEDOK RESERVOIR RD,11.0,103.0,1987.0,69.17,415000.0,2017.0,8.0,1.33231954,103.9103949,30.17,49.65,62.67,41.53,27.92,19.22,27.13,29.3,15.67,20.0,351.0,0.0,0.0,4.0,86.0,0.0,2246.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,375.0,529.0,4029.1262135922334,58.24961997386487,5.295419997624079,6684.0,BEDOK,51.11977742401701,99.51279256079034,0.1473320587629591
123 BISHAN ST 12,9.5,92.625,1986.0,67.105,551486.0,2017.5,6.75,1.346487206,103.85046109999998,23.88,31.5,43.38,19.85,44.63,16.17,20.72,24.45,13.099999999999998,29.930000000000003,514.0,0.0,0.0,8.0,73.0,2.0,472.0,3.0,11.0,0.0,1.0,0.0,2.0,4.0,8.0,1.0,2.0,1.0,3.0,828.0,857.0,5968.914285714286,88.92817002065621,10.236046318472775,5046.0,BISHAN,60.269202437554405,104.71884134318148,0.6447514150553367
123 BT BATOK CTRL,3.5,93.0,1985.0,64.91499999999999,380000.0,2018.5,10.5,1.3514197000000001,103.74749940000001,37.45,30.3,12.22,41.05,70.27,27.75,19.65,5.62,25.25,44.78,343.0,1.0,0.0,5.0,106.0,1.0,217.0,4.0,8.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,785.0,776.0,4086.021505376344,62.95734349935258,21.72623364014889,4127.0,BUKIT BATOK,45.388244408445615,75.4522795519283,0.5843892547044077
123 GEYLANG EAST CTRL,11.375,121.5,1982.0,62.54125,676372.0,2018.375,6.25,1.3181773509999999,103.8854258,14.730000000000002,37.37,49.37,25.180000000000003,28.22,14.599999999999998,26.270000000000003,28.430000000000003,14.8,23.12,378.0,0.0,0.0,5.0,128.0,3.0,794.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,385.0,460.0,5568.7189508323645,88.97742117743023,11.472619668247873,7815.0,GEYLANG,56.60567349092167,112.03927730253292,0.5839733566037412
123 HOUGANG AVE 1,9.2,67.0,1981.0,61.95,288400.0,2018.4,4.8,1.353383139,103.8862589,30.63000000000001,43.88,56.3,30.98,48.63,21.63,30.68,33.03,18.85,26.0,735.0,0.0,0.0,4.0,155.0,2.0,695.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,1.0,1269.0,1412.0,4304.477611940299,69.43122186090571,7.740005564207847,3838.0,HOUGANG,41.786204315828854,81.1839872703508,0.7016896757106443
123 KIM TIAN RD,6.2,118.4,1995.0,76.334,750800.0,2017.6,8.8,1.283851579,103.8289647,12.93,22.9,33.62,29.03,46.58,8.3,13.3,21.68,9.98,32.63,305.0,0.0,0.0,4.0,139.0,1.0,353.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,338.0,355.0,6325.171925566343,82.87772278269051,18.266409304891948,9474.0,BUKIT MERAH,61.931118440609815,155.90058143249632,0.22290863090160754
123 LOR 1 TOA PAYOH,7.142857142857142,67.0,1970.0,50.394285714285715,280841.14285714284,2018.0,8.714285714285714,1.338649018,103.8457038,16.98,28.770000000000003,40.65,12.95,40.87,17.92,20.4,22.680000000000003,10.8,27.930000000000003,281.0,0.0,0.0,8.0,107.0,2.0,513.0,4.0,8.0,0.0,1.0,0.0,2.0,4.0,8.0,1.0,2.0,1.0,3.0,885.0,765.0,4191.6588486140745,83.10954430790983,12.117837772489128,7217.0,TOA PAYOH,56.37677727790368,108.7945572173222,0.5099942626510005
123 MARSILING RISE,8.176470588235292,116.52941176470587,1985.0,66.17176470588235,341852.9411764706,2018.3529411764707,6.0588235294117645,1.4391124230000003,103.77894910000003,52.57000000000002,49.600000000000016,36.07999999999999,48.52999999999999,71.88,37.38,33.12,28.17000000000001,30.07,43.600000000000016,897.0,0.0,0.0,8.0,116.0,2.0,629.0,2.0,8.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1058.0,1030.0,2947.659960360495,44.54146275860627,7.406616490247973,574.0,WOODLANDS,38.19691376194177,63.43683209530688,0.2513696325347267
123 MCNAIR RD,6.5,70.33333333333333,1987.0,67.80666666666667,404416.66666666674,2018.0,6.5,1.318442335,103.85634990000001,20.97,42.07999999999999,47.23,17.97,40.23,11.2,20.98,25.829999999999995,9.519999999999998,27.9,486.0,0.0,0.0,5.0,105.0,2.0,776.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,234.0,160.0,5749.701932730924,84.83977380942757,20.56117259141592,8044.0,KALLANG/WHAMPOA,62.7371318203751,116.18999089089591,0.4134978441451049
123 PASIR RIS ST 11,2.0,147.0,1988.0,69.36,571296.0,2018.0,4.0,1.366231519,103.954045,50.27,74.75,88.55,61.52,33.43,31.850000000000005,40.25,42.4,28.78,16.03,902.0,0.0,0.0,0.0,314.0,1.0,835.0,3.0,10.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,75.0,363.0,3886.3673469387763,56.030532205983064,28.015266102991532,2480.0,PASIR RIS,43.50398179749715,71.55825353538319,0.4465113379353694
123 PAYA LEBAR WAY,11.75,118.0,1980.0,60.9975,621472.0,2018.0,8.25,1.322756054,103.8832352,18.93,41.27,54.38,30.02,33.07,18.62,27.75,30.2,15.92,24.57,503.0,0.0,0.0,2.0,204.0,0.0,1130.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,37.0,241.0,5266.71186440678,86.3624392230659,9.496836791070251,7764.0,GEYLANG,56.60567349092167,112.03927730253292,0.536800129994639
123 PENDING RD,7.0,83.0,1988.0,68.79166666666667,305500.0,2018.333333333333,8.666666666666666,1.377566635,103.77066059999996,37.62,39.1,32.85,44.9,65.3,27.62,23.32,14.97,20.27,39.8,985.0,0.0,0.0,7.0,135.0,3.0,717.0,4.0,7.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,562.0,567.0,3717.4491288735203,54.031603988016265,12.839490027386965,3336.0,BUKIT PANJANG,41.18990670299474,70.64784749753744,0.43593329807358916
123 POTONG PASIR AVE 1,2.0,161.0,1984.0,65.17,948000.0,2018.0,1.0,1.335210638,103.8657763,22.22,43.17,57.03,24.63,47.78,13.82,22.12,24.67,10.28,25.37,443.0,0.0,0.0,4.0,95.0,1.0,508.0,1.0,9.0,0.0,0.0,0.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,348.0,337.0,5888.198757763975,90.35136961430071,45.175684807150326,7281.0,TOA PAYOH,56.37677727790368,108.7945572173222,0.6481501577453858
123 RIVERVALE DR,9.0,115.0,1999.0,78.91666666666667,421666.66666666674,2019.666666666667,2.6666666666666665,1.38604164,103.9029006,36.45,48.9,66.67,36.8,44.65,26.03,35.25,37.42,23.78,23.37,1068.0,0.0,0.0,9.0,70.0,2.0,138.0,4.0,17.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,843.0,940.0,3666.666666666666,46.4603600883338,10.181253472736797,2046.0,SENGKANG,41.178724969218116,67.75428524303348,0.19874031119937016
123 SERANGOON NTH AVE 1,6.1739130434782625,149.7826086956522,1985.0,66.11565217391303,665212.5217391305,2018.1739130434785,5.739130434782608,1.3669585130000002,103.87259360000004,37.83000000000001,50.70000000000002,62.18000000000001,38.799999999999976,49.92999999999999,20.699999999999992,29.0,32.48000000000001,17.0,31.0,1531.0,0.0,0.0,7.0,109.0,1.0,863.0,2.0,6.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1171.0,1086.0,4441.255903870208,67.17836034008178,16.529829868601045,3095.0,SERANGOON,48.00287255069534,95.38608760737254,0.40468946158359603
123 SIMEI ST 1,3.3846153846153846,114.0,1988.0,69.29538461538462,502153.84615384607,2018.0,7.538461538461537,1.3453066180000002,103.95318799999997,30.949999999999992,53.82000000000002,64.70000000000002,39.82999999999999,17.270000000000003,25.62,33.52999999999999,35.7,22.07,14.5,303.0,0.0,0.0,3.0,66.0,1.0,302.0,4.0,11.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,108.0,322.0,4399.0043778444415,63.49471150509126,23.751683029193806,4541.0,TAMPINES,45.923453241354,83.46135467326172,0.4680937823764824
123 TECK WHYE LANE,6.5,112.5,1989.0,70.0,352500.0,2017.5,10.5,1.379196361,103.74945770000001,37.53,37.05,27.2,34.23,65.22,33.57,26.93,13.43,26.2,45.73,930.0,0.0,0.0,8.0,144.0,3.0,347.0,3.0,9.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1021.0,946.0,3132.7479338842977,44.75448896561693,13.190631297201314,1746.0,CHOA CHU KANG,38.237492386353885,61.43536358576746,0.2809308027983097
123 YISHUN ST 11,8.0,75.42857142857143,1985.0,65.66857142857144,283269.71428571426,2018.5714285714291,3.2857142857142856,1.4345726390000002,103.8317969,44.45,53.77999999999999,53.02999999999999,40.42000000000001,62.37,33.67000000000001,40.23,38.42000000000001,30.32,40.07,664.0,0.0,0.0,4.0,142.0,1.0,869.0,5.0,10.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,3289.0,3037.0,3777.3288724657946,57.51614855292553,8.143733874961937,805.0,YISHUN,40.766577486899415,70.08375596020441,0.5713227513103819
123A RIVERVALE DR,10.571428571428571,111.28571428571428,1999.0,80.01142857142857,413400.0,2018.142857142857,7.7142857142857135,1.38604164,103.90290059999998,36.45,48.89999999999999,66.67,36.8,44.64999999999999,26.03,35.25,37.42000000000001,23.78,23.37,1068.0,0.0,0.0,9.0,70.0,2.0,138.0,4.0,17.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,843.0,940.0,3716.228157241788,46.44617523862609,5.521168504136183,2046.0,SENGKANG,41.178724969218116,67.75428524303348,0.19820655576537138
