coordinates,raffles_place_dist,one_north_dist,jurong_east_dist,orchard_dist,changi_dist,raffles_place_drive,one_north_drive,jurong_east_drive,orchard_drive,changi_drive
"(1.333693456, 103.9303969)",25.58,48.45,58.45,33.58,19.87,22.27,30.2,32.37,18.73,17.5
"(1.365140402, 103.7448651)",40.42,33.27,21.9,40.62,69.83,30.63,22.53,8.85,27.1,46.63
"(1.3942887290000001, 103.743063)",43.28,42.98,19.48,48.27,74.9,34.25,29.95,17.08,26.88,46.42
"(1.395772164, 103.7437892)",43.35,40.57,19.55,48.7,74.97,36.25,31.65,18.77,28.88,48.42
"(1.323088767, 103.8837391)",19.82,42.15,55.27,33.97,33.87,18.43,27.58,30.03,15.73,24.38
"(1.3780439359999999, 103.8931526)",31.08,44.62,61.03,32.67,48.12,25.75,34.05,36.83,22.22,26.18
"(1.3576414490000002, 103.8917026)",34.88,47.38,58.92,35.23,39.88,22.95,31.73,34.28,19.88,27.32
"(1.321368811, 103.74284509999998)",39.83,36.5,19.18,54.17,71.45,21.05,12.95,8.38,23.85,43.17
"(1.3441061019999998, 103.7137192)",35.1,28.67,23.25,38.65,68.75,27.42,19.32,8.82,28.03,47.58
"(1.351497687, 103.72324379999999)",39.98,32.83,16.62,45.3,73.63,28.75,20.65,7.35,26.43,45.98
"(1.332833593, 103.7210434)",43.07,37.07,32.78,45.27,76.72,23.8,15.5,10.88,26.8,46.13
"(1.342315475, 103.6952811)",40.52,33.37,23.77,45.83,74.17,29.9,21.8,13.68,29.65,49.2
"(1.308272555, 103.8609007)",10.7,33.13,44.75,20.27,32.85,8.77,20.17,26.42,8.5,26.58
"(1.327149833, 103.8569624)",24.95,38.6,59.22,21.9,54.4,13.08,21.38,23.95,9.55,30.5
"(1.367541624, 103.9471054)",40.22,63.0,73.47,49.75,30.5,30.17,39.4,41.55,27.9,16.23
"(1.3699604909999998, 103.94745209999999)",38.08,61.22,72.22,47.35,29.8,30.62,39.85,42.02,28.38,16.7
"(1.3712796930000002, 103.94771490000001)",37.87,61.0,72.27,47.4,28.15,29.43,38.65,40.82,27.2,15.52
"(1.411353096, 103.9006147)",36.88,49.33,69.22,39.12,42.13,30.32,39.53,41.7,28.03,24.73
"(1.4059770409999999, 103.8985441)",36.35,48.8,66.57,36.7,43.28,27.47,36.7,38.87,25.23,21.93
"(1.307175908, 103.7935003)",21.53,16.07,24.88,24.43,55.18,15.3,4.15,16.78,14.1,39.18
"(1.3934170730000002, 103.8753402)",38.43,50.88,71.08,40.67,48.73,23.45,31.75,35.23,20.25,25.98
"(1.385774661, 103.8930657)",27.87,41.4,53.93,29.57,45.78,25.6,33.9,37.38,22.1,24.18
"(1.3961930219999998, 103.8897218)",34.85,47.3,65.95,37.08,44.72,27.78,36.08,39.57,24.38,23.75
"(1.393188539, 103.878692)",39.48,51.93,72.13,41.72,49.78,24.85,33.15,36.63,21.3,25.58
"(1.3935325930000002, 103.87502990000002)",39.38,51.83,72.03,41.62,49.68,23.5,31.8,35.28,20.37,26.1
"(1.382156131, 103.9007119)",38.62,51.07,68.83,38.97,49.28,24.6,33.83,36.0,22.37,24.82
"(1.388712682, 103.8977562)",31.73,46.93,64.28,35.18,44.25,27.38,36.22,38.77,24.38,23.82
"(1.385415595, 103.89298609999999)",28.28,41.82,54.35,29.98,46.2,25.43,33.72,37.2,21.85,23.92
"(1.353239298, 103.8652493)",25.7,33.0,44.88,21.67,39.48,18.37,25.05,28.78,14.83,31.08
"(1.356213389, 103.9399605)",37.6,60.0,71.98,51.13,20.6,26.82,34.73,36.9,23.27,16.37
"(1.3448018290000001, 103.9598616)",37.07,60.2,74.33,47.13,12.93,25.68,33.6,35.77,22.13,14.4
"(1.360810818, 103.9505822)",44.68,69.17,79.88,55.1,24.18,29.05,36.97,39.13,25.5,14.48
"(1.436011336, 103.79036690000001)",49.97,49.55,36.93,45.93,71.78,34.55,32.77,27.8,29.68,40.75
"(1.433780483, 103.84310570000001)",41.65,50.98,47.97,37.62,69.7,32.38,40.23,39.65,28.9,39.37
"(1.419606825, 103.8472882)",45.58,54.92,59.67,41.55,74.62,30.23,38.4,38.35,26.77,37.25
"(1.434074497, 103.84357359999998)",40.05,49.38,46.37,36.02,58.2,31.97,40.27,39.68,28.8,39.28
"(1.434505929, 103.843292)",40.68,50.02,47.0,36.65,58.83,31.98,39.98,39.38,28.43,38.92
"(1.4336783359999998, 103.8438713)",40.02,49.35,46.33,35.98,58.17,32.5,40.8,40.22,29.0,39.48
"(1.3794906480000002, 103.84148259999999)",30.18,40.6,59.03,26.15,58.75,22.15,26.73,30.47,18.62,35.6
"(1.3620398809999998, 103.84375759999999)",28.03,32.45,62.3,24.0,45.95,19.77,21.93,25.67,14.57,33.22
"(1.354054852, 103.7523202)",38.78,31.63,19.27,40.88,72.43,27.58,19.48,7.07,23.85,43.38
"(1.273332575, 103.8110858)",21.1,23.67,46.97,29.07,54.75,11.6,12.48,20.88,13.18,34.45
"(1.378670708, 103.76853840000001)",37.9,39.38,33.02,34.6,65.58,29.63,24.92,14.87,22.27,41.8
"(1.3885382730000002, 103.7687733)",37.37,38.85,28.4,34.07,65.05,30.02,25.72,16.13,22.65,42.18
"(1.387611612, 103.77171740000001)",55.03,40.17,38.27,36.27,66.37,29.97,25.67,17.05,22.33,41.88
"(1.3814607559999998, 103.7481827)",42.92,35.18,31.8,38.27,67.48,33.7,26.93,13.43,26.33,45.88
"(1.3448561119999998, 103.73562220000001)",32.53,26.1,9.23,41.97,66.18,24.75,16.65,3.35,22.72,42.25
"(1.346919494, 103.6961882)",44.28,38.28,33.42,46.48,77.93,32.12,24.02,14.47,31.4,50.93
"(1.3396471779999999, 103.69327209999999)",43.95,38.05,33.97,46.15,76.93,28.83,20.73,13.68,30.62,50.17
"(1.368994531, 103.9477101)",37.33,60.47,71.47,46.6,29.48,29.22,38.45,40.62,27.0,15.32
"(1.3737665669999999, 103.9553883)",37.93,60.33,75.27,49.18,28.22,31.12,39.95,42.12,28.48,15.75
"(1.366303329, 103.9622878)",45.08,68.25,78.72,55.5,21.93,30.4,38.8,40.95,27.33,14.58
"(1.405623025, 103.8964704)",35.58,48.03,65.8,35.93,42.52,29.38,38.6,40.77,26.88,23.58
"(1.30754732, 103.79908859999999)",23.53,22.27,30.25,27.58,57.18,15.7,7.72,20.35,13.07,38.08
"(1.395762815, 103.8894668)",36.22,48.67,69.95,38.45,45.32,27.47,35.77,39.25,23.87,23.03
"(1.393290629, 103.878139)",38.85,51.3,71.5,41.08,49.15,25.3,33.6,37.08,21.75,26.07
"(1.3925425180000002, 103.87816099999999)",36.88,49.33,69.53,39.12,47.18,25.03,33.32,36.82,21.48,25.77
"(1.398577072, 103.8884902)",34.25,46.7,65.35,36.48,43.02,27.57,35.85,39.35,24.02,23.53
"(1.39567244, 103.8901254)",35.13,48.13,67.68,37.92,44.42,26.75,35.05,38.53,23.5,22.67
"(1.358958135, 103.9389111)",40.92,63.32,77.78,52.17,24.17,27.82,35.73,37.9,24.27,16.72
"(1.3570102469999998, 103.93991120000001)",38.72,65.67,74.73,49.58,22.12,27.8,35.72,37.88,24.25,17.35
"(1.357433654, 103.9400517)",39.77,65.6,67.0,51.97,18.75,27.22,35.13,37.3,23.67,16.77
"(1.359370987, 103.9383786)",38.17,60.57,75.68,49.42,24.63,28.68,36.6,38.77,25.13,17.55
"(1.356207821, 103.939594)",37.82,60.95,72.53,49.07,21.15,27.18,35.1,37.27,23.63,16.73
"(1.3311219490000001, 103.85777979999999)",22.92,38.27,62.67,18.88,44.08,17.9,22.72,24.88,13.0,27.5
"(1.3343832709999999, 103.8653121)",19.1,40.05,53.92,24.75,44.67,14.58,22.88,25.43,11.03,26.13
"(1.447134151, 103.77217209999999)",58.93,55.83,40.55,54.9,76.85,37.35,33.05,28.1,30.0,44.95
"(1.432089861, 103.8461983)",42.9,52.23,48.98,38.87,60.82,31.52,39.8,40.58,27.7,38.18
"(1.429918918, 103.8443675)",41.88,51.22,51.08,37.85,71.87,33.32,41.4,40.8,29.75,40.22
"(1.433280527, 103.8444368)",41.2,50.53,47.52,37.17,59.35,31.72,40.02,40.13,28.18,38.65
"(1.4329062419999998, 103.8446954)",42.63,51.97,48.72,38.6,60.55,31.92,40.22,40.33,28.38,38.85
"(1.41930729, 103.84704359999999)",44.52,53.85,58.6,40.48,62.43,30.47,38.63,38.6,26.98,37.47
"(1.367200276, 103.8532474)",28.65,38.95,51.37,24.62,49.97,18.85,25.1,28.83,15.32,32.3
"(1.3568623690000001, 103.8497233)",26.02,33.32,44.87,21.98,43.93,20.3,23.38,27.12,16.75,33.75
"(1.3496481269999998, 103.7573328)",38.05,30.9,17.88,34.8,64.02,26.28,18.18,6.5,22.72,42.25
"(1.284009681, 103.8274214)",11.78,22.23,32.95,26.48,45.43,8.52,13.47,21.85,10.28,32.8
"(1.286486402, 103.81854969999999)",14.58,19.97,31.1,27.57,48.23,10.08,12.23,21.75,11.4,32.7
"(1.386974345, 103.7712801)",40.38,38.75,37.27,34.85,64.95,29.5,25.2,16.22,22.18,41.72
"(1.386602752, 103.7577105)",41.03,39.4,36.88,35.5,65.6,31.83,26.27,15.38,24.55,44.1
"(1.3895911909999998, 103.767447)",40.23,38.6,37.12,34.7,64.8,30.57,26.27,15.6,23.38,42.92
"(1.3846441440000001, 103.74183359999999)",43.27,35.25,20.62,39.62,68.83,34.98,28.33,14.85,27.62,47.15
"(1.3789819230000002, 103.7517795)",40.92,39.73,27.63,35.83,65.48,32.37,26.53,14.15,25.0,44.53
"(1.3924877569999998, 103.7456787)",44.03,36.25,21.38,45.02,77.68,33.47,29.15,16.37,26.08,45.63
"(1.375168133, 103.8901199)",32.17,45.7,63.93,33.75,50.08,25.05,33.35,36.83,21.55,27.15
"(1.327936965, 103.7241782)",49.28,42.35,24.62,58.33,80.9,23.08,14.98,9.97,25.95,45.28
"(1.3803916109999999, 103.9371632)",43.83,67.28,78.23,53.37,34.12,28.13,37.35,39.52,25.88,17.5
"(1.367892757, 103.94703270000001)",39.67,62.45,72.92,49.2,29.95,30.4,39.63,41.78,28.17,16.48
"(1.370623404, 103.94816379999999)",37.47,60.6,71.87,47.0,27.75,28.77,37.98,40.15,26.48,14.82
"(1.3691998909999998, 103.9472983)",38.28,61.42,72.42,47.55,30.43,31.05,40.28,42.45,28.82,17.13
"(1.368668305, 103.947274)",38.27,61.05,71.52,47.8,30.68,30.87,40.08,42.25,28.62,16.95
"(1.308789494, 103.79269559999999)",21.97,16.5,25.32,24.87,55.62,15.55,4.4,17.03,14.35,39.43
"(1.3567417080000002, 103.93969240000001)",38.67,66.13,75.2,50.05,22.4,27.8,35.72,37.88,24.25,17.35
"(1.3534531580000002, 103.9530099)",35.57,57.97,69.43,46.82,14.97,27.98,35.92,38.07,24.45,13.43
"(1.35935847, 103.9389088)",38.95,61.35,76.47,50.2,24.48,27.73,35.67,37.82,24.22,16.67
"(1.355682333, 103.9444485)",32.97,56.1,66.72,41.85,12.28,26.72,34.65,36.82,23.13,14.9
"(1.439056598, 103.7783498)",50.55,48.85,35.33,46.52,72.52,35.65,31.35,26.38,28.23,43.18
"(1.440397243, 103.7950203)",49.97,50.47,36.85,45.93,69.72,36.53,34.67,29.72,31.6,42.72
"(1.432841842, 103.84433309999999)",42.42,51.75,48.5,38.38,60.33,31.8,40.1,40.22,28.27,38.73
"(1.4318899880000002, 103.8457902)",42.1,51.43,48.18,38.07,60.02,31.52,39.82,40.6,27.95,38.43
"(1.4180705519999999, 103.8440833)",38.7,46.65,54.13,34.67,56.97,30.48,37.05,37.02,27.58,37.32
"(1.4195429290000001, 103.83967270000001)",38.55,46.5,53.5,34.52,61.9,30.4,36.97,37.03,26.85,36.6
"(1.347952325, 103.7579628)",37.6,31.65,14.97,34.93,65.78,25.08,16.98,6.28,21.78,41.33
"(1.3496470630000001, 103.75761779999999)",37.35,30.2,16.5,34.1,63.32,26.28,18.18,6.5,22.72,42.25
"(1.286336847, 103.8292048)",10.08,19.73,30.87,24.78,43.73,7.43,14.17,22.55,9.03,32.48
"(1.387251466, 103.7720835)",56.0,40.42,38.52,36.52,66.62,29.92,25.6,16.98,21.68,41.22
"(1.389420736, 103.7685737)",37.27,38.75,28.3,33.97,64.95,30.38,26.08,16.07,22.6,42.15
"(1.389737286, 103.7678402)",39.6,37.97,36.48,34.07,64.17,30.7,26.4,15.73,23.35,42.9
"(1.386562258, 103.75720809999999)",39.72,38.08,35.57,34.18,64.28,31.85,26.28,15.4,24.57,44.1
"(1.385798092, 103.7576147)",40.5,38.87,36.35,34.97,65.07,31.18,25.62,14.73,23.98,43.53
"(1.389694033, 103.7683858)",37.95,39.43,28.98,34.65,65.63,30.42,26.12,16.1,23.17,42.7
"(1.3259174390000001, 103.8990637)",24.28,44.75,61.52,34.5,31.05,20.98,28.92,31.07,17.45,23.2
"(1.377328452, 103.9042122)",31.82,44.27,65.62,36.42,61.08,23.67,32.9,35.07,21.37,25.2
"(1.374470806, 103.89309109999999)",27.43,40.97,62.52,29.02,49.05,25.42,33.72,36.88,21.88,27.55
"(1.370210669, 103.9479865)",37.53,60.67,71.93,47.07,27.82,28.7,37.92,40.08,26.45,14.78
"(1.368294306, 103.947266)",38.68,61.47,71.93,48.22,28.97,30.65,39.88,42.05,28.42,16.73
"(1.369590483, 103.947456)",38.05,61.18,72.18,47.32,30.2,30.83,40.05,42.22,28.6,16.92
"(1.370931785, 103.9475626)",38.63,61.03,73.03,48.17,28.92,30.08,39.3,41.47,27.83,16.17
"(1.4038783080000001, 103.89523879999999)",36.95,49.4,67.17,37.3,43.92,26.75,35.98,38.13,24.52,21.22
"(1.3974222269999999, 103.88970390000001)",32.95,45.4,64.05,35.18,42.05,28.2,36.5,39.98,24.78,23.63
"(1.3984490330000001, 103.8881554)",34.5,46.95,65.6,36.73,43.27,27.57,35.85,39.35,22.95,22.83
"(1.3975387030000002, 103.8890801)",32.03,45.57,63.48,33.62,41.15,28.82,37.1,40.6,25.15,24.0
"(1.398358283, 103.88907440000001)",34.13,46.58,65.23,36.37,42.9,27.5,35.78,39.28,23.95,23.42
"(1.396557709, 103.8902405)",33.52,45.97,64.62,35.75,42.83,27.17,35.47,38.95,23.63,23.02
"(1.395949757, 103.8904679)",34.73,47.18,65.83,36.97,43.67,26.82,35.12,38.6,23.18,22.35
"(1.397769025, 103.88823590000001)",33.28,45.73,64.38,35.52,42.05,29.22,37.52,41.0,25.67,24.52
"(1.3473135790000001, 103.93376740000001)",33.88,53.97,70.87,49.62,21.02,24.68,32.6,34.77,21.13,16.13
"(1.347580094, 103.9563105)",32.33,55.47,68.82,43.58,18.03,26.0,33.92,36.08,22.47,14.72
"(1.346724495, 103.93387609999999)",33.58,53.67,68.3,49.42,19.28,24.3,32.22,34.38,20.85,15.85
"(1.358350903, 103.9389088)",40.4,65.73,74.8,49.65,22.18,27.68,35.6,37.77,24.13,16.57
"(1.357275945, 103.9403816)",39.23,65.07,66.47,51.43,18.22,26.68,34.6,36.77,23.22,16.32
"(1.355231434, 103.9454808)",31.98,54.85,65.73,40.87,16.05,27.2,35.12,37.28,23.65,15.4
"(1.334113387, 103.8695237)",17.95,34.6,49.87,22.0,36.73,13.82,22.12,24.67,10.25,25.33
"(1.422097317, 103.8495604)",47.07,56.4,61.77,43.03,86.55,31.12,39.42,39.52,27.57,38.05
"(1.429034454, 103.83033640000001)",40.8,50.13,53.98,36.77,58.72,32.9,38.93,37.12,29.35,39.1
"(1.434168785, 103.8429504)",42.82,52.15,48.9,38.78,60.73,32.03,39.88,39.28,28.72,39.18
"(1.419237545, 103.8442279)",37.63,46.97,53.45,33.6,57.28,31.7,38.27,38.22,28.28,38.03
"(1.4290305, 103.84430350000001)",43.5,52.83,52.7,39.47,73.88,33.47,40.03,40.12,29.93,39.67
"(1.330751766, 103.9356002)",28.18,51.05,63.08,39.43,21.1,22.0,30.08,32.23,18.65,16.22
"(1.325744613, 103.9291946)",23.0,45.63,57.63,33.27,18.32,21.38,29.82,31.97,18.35,17.75
"(1.336419028, 103.92099329999999)",32.58,58.42,59.82,42.95,25.48,21.22,29.13,31.3,17.87,18.02
"(1.336639559, 103.9212844)",33.3,59.13,60.53,43.67,26.2,21.32,29.23,31.4,17.87,18.02
"(1.3361617559999999, 103.9214926)",33.6,57.27,65.2,43.97,26.5,21.9,29.82,31.98,18.18,18.32
"(1.336660095, 103.9216247)",33.85,56.93,65.45,44.22,26.75,21.87,29.8,31.97,18.05,18.2
"(1.3471866780000001, 103.8510492)",23.28,30.68,42.57,19.25,43.82,16.97,21.78,25.52,13.4,30.25
"(1.384502431, 103.77153740000001)",53.05,38.82,37.15,34.92,65.02,29.35,25.05,16.85,22.07,41.62
"(1.389112062, 103.7673015)",39.42,37.78,36.3,33.88,63.98,30.52,26.22,15.62,23.17,42.72
"(1.3876247080000002, 103.7583314)",43.32,41.68,37.43,37.78,67.88,32.1,26.53,15.65,24.73,44.27
"(1.306306733, 103.8553873)",14.5,28.77,44.97,21.73,35.25,8.88,20.12,26.85,7.5,26.78
"(1.3810619919999998, 103.750796)",42.48,33.7,19.83,39.02,69.12,33.18,26.42,12.92,25.8,45.35
"(1.378788146, 103.89636899999999)",31.47,45.0,57.42,33.05,48.77,24.23,33.47,35.62,22.78,25.33
"(1.3757740459999999, 103.8999657)",34.72,49.08,67.27,38.07,53.05,24.5,33.73,35.9,22.25,26.08
"(1.3752181940000001, 103.8999953)",33.8,48.17,66.35,37.15,52.13,24.75,33.98,36.15,22.62,26.45
"(1.337754568, 103.7380934)",31.0,23.88,9.77,33.67,64.65,23.22,15.12,4.08,24.7,44.23
"(1.328460311, 103.72328780000001)",43.43,37.43,22.78,45.63,77.08,22.95,14.65,10.72,25.95,45.28
"(1.327194693, 103.85611850000001)",23.52,37.17,58.82,19.28,50.05,12.95,21.25,23.8,9.75,30.7
"(1.369373299, 103.9479702)",36.55,59.68,72.82,47.8,28.7,29.15,38.38,40.55,26.92,15.23
"(1.3709853090000002, 103.9482169)",36.65,59.78,71.05,46.18,26.93,29.08,38.32,40.48,26.83,15.17
"(1.363741375, 103.962248)",44.52,68.92,77.65,54.93,21.35,31.55,39.95,42.12,28.43,15.7
"(1.405969915, 103.89680329999999)",35.55,50.63,66.27,38.53,42.98,28.97,38.18,40.35,26.72,23.42
"(1.407590312, 103.91092359999999)",40.55,53.0,71.25,41.03,54.05,30.23,39.47,41.63,27.97,24.67
"(1.40260031, 103.91397140000001)",38.23,50.68,69.33,40.47,52.18,29.95,39.17,41.33,27.78,25.35
"(1.4038233999999998, 103.8955478)",36.23,48.68,66.45,36.58,43.2,26.65,35.87,38.03,24.33,21.03
"(1.404534086, 103.8956655)",35.43,51.0,65.4,38.9,44.32,27.8,37.02,39.18,25.57,22.28
"(1.4047971380000002, 103.8966161)",34.0,49.57,63.97,37.47,42.88,29.08,38.3,40.47,26.75,23.45
"(1.397544086, 103.8893251)",33.07,45.52,64.17,35.3,41.83,28.6,36.9,40.38,25.0,23.85
"(1.397743732, 103.8885832)",32.28,45.82,63.73,33.87,41.4,29.22,37.52,41.0,25.42,24.27
"(1.396627236, 103.8898654)",33.62,46.07,64.72,35.85,43.48,27.35,35.65,39.13,23.85,23.22
"(1.3469055580000002, 103.9334092)",32.57,52.65,69.55,48.4,19.22,24.6,32.52,34.68,21.05,16.07
"(1.355704861, 103.95204059999999)",36.52,59.65,73.78,47.77,14.37,28.08,36.0,38.17,24.53,13.53
"(1.3338575940000001, 103.8658454)",19.22,40.17,54.03,23.15,44.78,14.13,22.42,24.98,10.68,25.75
"(1.437569562, 103.77776379999999)",54.02,49.1,35.58,49.98,72.77,36.67,32.37,27.42,29.3,44.25
"(1.419356831, 103.8330734)",34.57,44.98,45.68,30.53,64.95,28.9,35.47,35.53,25.35,35.08
"(1.430597111, 103.8444648)",40.58,49.92,49.78,36.55,70.57,32.1,40.18,39.58,28.67,39.13
"(1.4187251669999998, 103.8321104)",31.93,42.35,43.05,27.9,62.32,29.12,35.68,35.75,25.6,35.33
"(1.419241611, 103.8449417)",39.03,48.37,54.85,35.0,58.68,31.72,38.28,38.23,27.88,37.62
"(1.418333625, 103.8437217)",38.0,45.95,53.43,33.97,56.27,31.12,37.68,37.63,27.57,37.3
"(1.4188328419999998, 103.84422579999999)",37.92,47.25,53.73,33.88,57.57,31.95,38.52,38.47,28.4,38.13
"(1.37769118, 103.84274520000001)",28.97,39.38,61.75,24.93,56.17,22.12,26.7,30.43,18.58,35.57
"(1.3194708179999999, 103.9457833)",29.97,52.37,66.83,41.22,17.13,20.97,31.87,38.0,24.12,15.27
"(1.351441493, 103.7536967)",33.98,27.55,13.82,34.38,65.37,28.0,19.9,7.47,24.25,43.78
"(1.285437042, 103.8308393)",12.63,23.08,33.8,23.12,46.28,6.92,13.13,21.52,8.6,32.05
"(1.285381443, 103.8304007)",12.0,22.45,33.17,23.8,45.65,6.8,13.0,21.4,8.48,31.93
"(1.386119886, 103.7583286)",41.03,39.4,36.83,35.5,65.6,31.25,25.68,14.78,23.47,43.02
"(1.3770594999999999, 103.7389814)",47.6,43.88,35.75,42.95,72.17,34.78,26.68,13.05,28.75,48.3
"(1.312513057, 103.7649278)",24.9,19.88,22.4,26.68,58.55,16.97,8.87,10.63,19.95,39.28
"(1.321656498, 103.88542340000001)",20.4,43.03,55.03,32.9,32.65,14.85,26.25,28.42,14.78,23.1
"(1.3767603819999998, 103.9040504)",33.77,47.92,65.6,37.23,51.88,23.38,32.62,34.78,21.03,24.87
"(1.3783087580000002, 103.903842)",31.1,43.55,64.9,35.7,61.1,24.28,33.5,35.67,21.97,25.8
"(1.3691388880000002, 103.8952644)",28.95,42.48,55.02,30.65,46.87,23.6,31.9,34.45,20.07,27.9
"(1.37948044, 103.8932017)",30.88,44.42,56.83,32.47,48.8,26.68,35.4,38.07,23.55,26.63
"(1.375182544, 103.900406)",32.85,47.22,65.4,36.2,58.03,24.98,34.2,36.37,23.1,26.93
"(1.328437977, 103.7237959)",44.45,38.45,23.8,46.65,78.1,23.23,14.93,10.43,26.23,45.57
"(1.32841511, 103.7243041)",49.43,42.5,24.77,58.48,81.05,21.25,13.15,9.5,26.28,45.6
"(1.370545294, 103.9475946)",38.1,60.88,71.35,47.63,29.08,30.22,39.43,41.6,28.05,16.38
"(1.3649382819999998, 103.9606124)",44.95,68.0,78.47,55.52,23.85,30.23,38.63,40.8,27.17,14.43
"(1.4072215940000001, 103.91059190000001)",40.42,52.87,71.12,40.9,53.92,30.78,40.0,42.17,28.55,25.27
"(1.4060153469999999, 103.8965083)",36.07,48.52,66.28,36.42,43.0,29.4,38.63,40.8,27.18,23.88
"(1.401796725, 103.9152781)",39.62,52.07,70.72,41.85,54.12,29.25,38.47,40.63,26.65,24.22
"(1.294073335, 103.8000265)",21.25,20.28,30.7,30.77,54.9,13.63,8.35,18.25,14.88,37.23
"(1.39048519, 103.8805095)",33.18,45.63,64.28,35.42,62.67,24.73,33.03,36.52,21.22,27.13
"(1.389583108, 103.87947709999999)",38.88,51.33,69.98,41.12,51.47,23.78,32.08,35.57,20.23,26.15
"(1.364215315, 103.95351120000001)",47.0,71.65,82.28,58.25,25.92,30.48,38.42,40.57,26.93,15.93
"(1.355463951, 103.93513850000001)",42.43,61.42,77.72,53.68,26.22,27.43,35.35,37.52,23.22,16.63
"(1.331546892, 103.85701740000002)",21.3,37.6,50.85,17.27,51.68,16.37,23.7,25.87,12.77,25.92
"(1.336466583, 103.85322140000001)",23.13,33.55,45.15,19.1,53.05,16.77,21.42,23.57,11.4,26.42
"(1.334972463, 103.8652343)",22.2,43.15,57.02,25.68,47.77,14.38,22.68,25.23,10.85,25.93
"(1.334803977, 103.8657878)",23.02,43.28,58.08,24.72,48.75,14.05,22.35,24.9,10.68,25.77
"(1.439043209, 103.7781097)",50.65,48.35,34.83,46.62,72.02,35.28,30.98,26.03,27.92,42.87
"(1.418844596, 103.8448245)",38.63,47.97,54.45,34.6,58.28,30.93,37.5,37.47,27.22,36.97
"(1.368732328, 103.8516193)",24.32,34.73,51.63,20.28,54.7,18.17,24.45,28.18,14.63,31.62
"(1.336293914, 103.92124229999999)",33.0,58.83,60.23,43.37,25.9,21.57,29.48,31.65,18.02,18.17
"(1.3367920640000002, 103.92198259999999)",34.95,56.2,66.55,48.1,27.83,21.87,29.78,31.95,18.23,18.38
"(1.271690611, 103.80985229999999)",15.22,17.78,34.58,24.42,48.87,14.22,13.63,22.03,15.63,36.9
"(1.3758159369999998, 103.7675635)",36.83,38.32,32.32,33.53,64.52,29.9,25.05,14.98,22.53,42.08
"(1.319446691, 103.7656494)",29.1,21.22,24.85,30.88,62.75,20.33,11.85,14.63,22.27,42.68
"(1.320105793, 103.7655735)",27.52,19.6,23.23,29.3,61.17,20.38,11.88,14.68,22.32,42.72
"(1.3191165679999999, 103.7654922)",28.7,20.82,22.58,30.48,62.35,20.32,11.82,14.62,22.22,42.62
"(1.376298403, 103.9002208)",33.22,47.58,65.77,36.57,58.4,24.52,33.73,35.9,22.3,26.12
"(1.3788120519999998, 103.9042296)",33.82,48.73,66.37,37.17,52.7,24.45,33.68,35.85,22.28,26.12
"(1.352393583, 103.71575949999999)",45.43,38.5,18.53,50.5,77.05,27.93,19.83,8.05,27.42,46.95
"(1.3490403119999999, 103.6994598)",42.97,36.97,30.32,45.17,76.62,31.45,23.35,13.2,29.07,48.62
"(1.327504822, 103.85689709999998)",24.7,38.35,58.97,22.15,54.15,13.07,21.37,23.92,9.52,30.48
"(1.369686255, 103.94792240000001)",38.32,61.45,72.72,47.85,28.6,28.92,38.15,40.32,26.7,15.02
"(1.374555838, 103.94687900000001)",35.9,59.03,70.3,45.43,26.18,29.18,38.4,40.57,26.93,15.27
"(1.407437024, 103.9111965)",39.92,52.37,70.62,40.4,53.42,29.98,39.22,41.38,27.78,24.48
"(1.406977629, 103.91104150000001)",39.28,51.73,69.98,39.77,52.78,30.17,39.4,41.57,27.93,24.63
"(1.406414151, 103.91262040000001)",37.23,49.68,67.45,37.58,51.1,28.83,38.05,40.22,26.63,23.35
"(1.401536312, 103.91507800000001)",39.65,52.1,70.75,41.88,54.15,28.82,38.03,40.2,26.6,24.18
"(1.403682308, 103.8964614)",34.48,47.8,64.45,37.95,42.32,27.0,36.22,38.38,24.75,21.45
"(1.40524575, 103.8964109)",35.3,50.87,65.27,38.77,44.18,29.6,38.82,40.98,27.35,24.05
"(1.4048848930000002, 103.89635129999999)",34.98,50.55,64.95,38.45,43.87,29.8,39.03,41.2,27.55,24.27
"(1.3900196180000002, 103.8795743)",38.75,51.2,69.85,40.98,51.33,24.0,32.3,35.78,20.47,26.38
"(1.3897994790000001, 103.8806441)",33.18,45.63,64.28,35.42,63.73,25.53,33.82,37.32,22.0,27.92
"(1.387845529, 103.89895190000001)",34.38,46.83,67.5,38.42,45.37,26.17,35.4,37.57,23.98,23.77
"(1.3888440359999998, 103.8800835)",33.18,45.63,64.28,35.42,63.1,24.62,32.92,36.4,21.07,26.98
"(1.354293455, 103.9366658)",41.32,63.08,74.83,52.57,24.73,27.73,35.65,37.82,24.18,18.07
"(1.3412371379999999, 103.8453061)",18.75,28.48,40.37,14.72,42.63,17.33,19.63,22.73,10.93,28.07
"(1.426017176, 103.8446546)",44.23,53.57,50.35,40.2,70.35,32.68,40.32,40.38,29.13,39.62
"(1.3699134990000001, 103.8365253)",32.48,41.85,61.92,28.45,53.52,21.55,25.37,29.1,16.37,33.37
"(1.3296313659999999, 103.9099022)",29.8,52.02,63.55,43.48,33.17,20.22,28.13,30.3,16.67,21.0
"(1.319674147, 103.9460531)",30.25,52.65,67.0,41.5,17.42,21.55,32.43,37.15,23.52,15.78
"(1.386915665, 103.7585381)",42.32,40.68,37.22,36.78,66.88,31.28,25.72,14.83,23.88,43.42
